@400000005e786ac82e5ffade #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e786ac91cb61892 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e786b872b136f20 #d,-,18,2712,2358,1158,151,0,207414,12859,2712,2360,1189,2711,2358,1158,98,100,0,500,2751;
@400000005e786b892b2136f9 #d,-,18,2714,2358,1160,152,0,207344,12855,2714,2360,1161,2712,2358,1154,98,100,0,500,2764;
@400000005e786b892b2b8b00 #d,-,18,2714,2359,1161,152,0,207276,12851,2714,2360,1162,2714,2358,1160,98,100,0,500,2744;
@400000005e786b8b2b391be6 #d,-,18,2713,2359,1160,153,0,207208,12846,2714,2360,1161,2713,2358,1159,98,100,0,500,2744;
@400000005e786b8b2b45a360 #d,-,18,2713,2358,1160,154,0,207141,12842,2713,2360,1161,2713,2358,1159,98,100,0,500,2744;
@400000005e786b8b2b4efdce #d,-,18,2713,2358,1170,155,0,207192,12845,2713,2360,1187,2713,2357,1160,98,100,0,500,2744;
@400000005e786b8d2b5f8ffb #d,-,18,2715,2359,1159,155,0,207017,12835,2715,2360,1170,2713,2358,1153,98,100,0,500,2765;
@400000005e786b8d2b69fb4a #d,-,18,2714,2359,1160,156,0,206952,12831,2715,2360,1161,2714,2358,1159,98,100,0,500,2742;
@400000005e786b8f2b790eb0 #d,-,18,2713,2359,1161,157,0,206888,12827,2714,2360,1163,2713,2357,1159,98,100,0,500,2742;
@400000005e786b8f2b83675f #d,-,18,2716,2356,1743,158,0,207166,12844,2716,2359,1744,2713,2356,1160,98,100,0,500,2751;
@400000005e786b912b906343 #d,-,18,3794,2358,1457,159,0,207222,12847,3794,2359,1743,2716,2354,1251,98,100,0,500,3833;
@400000005e786b912b99299c #d,-,18,3367,2357,1679,160,0,207463,12862,3794,2359,1679,3367,2355,1299,99,100,0,500,3388;
@400000005e786b932ba65c73 #d,-,18,3704,2360,1150,161,1,207673,12875,3704,2360,1710,3367,2355,1149,99,100,0,500,3709;
@400000005e786b932bae5052 #d,-,18,3257,2358,1321,162,1,207850,12886,3704,2360,1626,3257,2355,1150,97,100,0,500,3335;
@400000005e786b952bb7294c #d,-,18,3633,2360,1237,163,1,208245,12911,3633,2360,1711,3257,2355,1237,98,100,0,500,3675;
@400000005e786b952bbad323 #d,-,18,3289,2357,1454,164,1,208308,12915,3633,2360,1625,3289,2354,1152,97,100,0,500,3374;
@400000005e786b972bc4261e #d,-,18,3624,2358,1643,165,1,208611,12933,3624,2358,1713,3289,2353,1256,99,100,0,500,3657;
@400000005e786b972bcaaa1e #d,-,18,3347,2358,1533,166,1,208727,12941,3624,2361,1643,3347,2358,1150,96,100,0,500,3486;
@400000005e786b992bda0f79 #d,-,18,3341,2361,1156,166,1,208690,12938,3347,2362,1533,3341,2358,1132,98,100,0,500,3390;
@400000005e786b992be49a72 #d,-,18,2704,2358,1160,167,1,208621,12934,3341,2361,1165,2704,2358,1156,98,100,0,500,2732;
@400000005e786b9b2bf38302 #d,-,18,2704,2360,1185,168,1,208556,12930,2704,2360,1185,2704,2357,1158,98,100,0,500,2741;
@400000005e786b9b2bfddac2 #d,-,18,2707,2360,1157,169,1,208589,12932,2707,2362,1187,2704,2359,1151,97,100,0,500,2765;
@400000005e786b9d2c0d4ff2 #d,-,18,2706,2362,1156,169,1,208420,12922,2707,2363,1158,2706,2360,1155,98,100,0,500,2737;
@400000005e786b9d2c17df93 #d,-,18,2706,2359,1157,170,1,208351,12917,2706,2362,1157,2706,2359,1155,98,100,0,500,2737;
@400000005e786b9f2c22bc81 #d,-,18,2706,2359,1158,171,1,208283,12913,2706,2360,1158,2706,2358,1155,98,100,0,500,2739;
@400000005e786b9f2c2d2c78 #d,-,18,2705,2362,1174,172,1,208218,12909,2706,2362,1174,2705,2359,1154,98,100,0,500,2737;
@400000005e786ba12c3b5174 #d,-,18,2708,2361,1156,172,1,208156,12905,2708,2362,1184,2705,2360,1150,97,100,0,500,2764;
@400000005e786ba12c464698 #d,-,18,2707,2362,1156,173,1,208089,12901,2708,2363,1157,2707,2361,1154,99,100,0,500,2733;
@400000005e786ba32c52b995 #d,-,18,2707,2361,1156,174,1,208023,12897,2707,2362,1157,2707,2359,1156,98,100,0,500,2737;
@400000005e786ba32c5d25d2 #d,-,18,2706,2360,1157,175,1,208053,12899,2707,2362,1158,2706,2359,1155,98,100,0,500,2737;
@400000005e786ba52c6dd301 #d,-,18,2706,2362,1163,175,1,207989,12895,2706,2362,1163,2706,2359,1155,98,100,0,500,2737;
@400000005e786ba52c7842f8 #d,-,18,2709,2360,1154,176,1,207838,12885,2709,2362,1185,2706,2360,1149,97,100,0,500,2765;
@400000005e786ba72c84ece7 #d,-,18,2708,2361,1156,177,1,207774,12882,2709,2362,1158,2708,2360,1154,98,100,0,500,2737;
@400000005e786ba72c90109c #d,-,18,2707,2363,1155,178,1,207711,12878,2708,2363,1157,2707,2361,1154,98,100,0,500,2737;
@400000005e786ba92c9f18d6 #d,-,18,2707,2361,1156,178,1,207648,12874,2707,2363,1157,2707,2361,1155,98,100,0,500,2737;
@400000005e786ba92ca945bf #d,-,18,2706,2360,1155,179,1,207586,12870,2707,2362,1157,2706,2359,1155,98,100,0,500,2737;
@400000005e786bab2cb76f62 #d,-,18,2709,2363,1151,180,1,207532,12867,2709,2363,1184,2706,2360,1149,98,100,0,500,2758;
@400000005e786bab2cc26fb4 #d,-,18,2708,2362,1155,181,1,207563,12868,2709,2363,1157,2708,2360,1151,98,100,0,500,2739;
@400000005e786bad2cd2bed2 #d,-,18,2707,2361,1156,181,1,207502,12865,2708,2363,1157,2707,2360,1155,98,100,0,500,2737;
@400000005e786bad2cdd4612 #d,-,18,2706,2361,1155,182,1,207350,12855,2707,2362,1157,2706,2360,1155,98,100,0,500,2735;
@400000005e786baf2cedbd3c #d,-,18,2706,2361,1155,183,1,207291,12852,2706,2362,1157,2706,2360,1155,98,100,0,500,2737;
@400000005e786baf2cf8447c #d,-,18,2708,2360,1148,184,1,207240,12848,2708,2362,1185,2706,2360,1148,98,100,0,500,2751;
@400000005e786bb12d0865f8 #d,-,18,2708,2361,1156,184,1,207181,12845,2708,2362,1157,2708,2360,1148,98,100,0,500,2746;
@400000005e786bb12d12a66f #d,-,18,2707,2359,1157,185,1,207123,12841,2708,2362,1157,2707,2359,1155,98,100,0,500,2735;
@400000005e786bb32d1f4531 #d,-,18,2713,2356,1649,186,1,207329,12854,2713,2361,1649,2707,2356,1156,98,100,0,500,2755;
@400000005e786bb32d267cf0 #d,-,18,3714,2359,1311,187,1,207471,12863,3714,2360,1696,2713,2355,1275,99,100,0,500,3742;
@400000005e786bb52d310f5c #d,-,18,3358,2357,1669,188,1,207587,12870,3714,2359,1669,3358,2356,1267,99,100,0,500,3369;
@400000005e786bb52d375d58 #d,-,18,3695,2362,1155,189,1,207783,12882,3695,2362,1704,3358,2356,1155,99,100,0,500,3719;
@400000005e786bb72d3f4c8e #d,-,18,3301,2359,1305,190,1,207935,12892,3695,2362,1622,3301,2357,1152,97,100,0,500,3376;
@400000005e786bb72d4318db #d,-,18,3663,2361,1241,191,1,208191,12907,3663,2361,1725,3301,2356,1241,98,100,0,500,3702;
@400000005e786bb92d4ad5c8 #d,-,18,3271,2359,1447,192,1,208326,12916,3663,2362,1630,3271,2357,1134,97,100,0,500,3362;
@400000005e786bb92d4e9e5b #d,-,18,3650,2359,1643,193,1,208593,12932,3650,2362,1727,3271,2357,1259,99,100,0,500,3678;
@400000005e786bbb2d598b1e #d,-,18,3344,2360,1554,194,1,208784,12944,3650,2361,1643,3344,2359,1142,95,100,0,500,3486;
@400000005e786bbb2d60bf23 #d,-,18,3343,2361,1143,195,1,208664,12937,3344,2361,1554,3343,2359,1132,97,100,0,500,3429;
@400000005e786bbd2d6f7479 #d,-,18,2674,2359,1139,195,1,208592,12932,3343,2361,1158,2674,2358,1120,98,100,0,500,2705;
@400000005e786bbd2d7a6d58 #d,-,18,2672,2358,1175,196,1,208533,12929,2674,2359,1180,2672,2358,1139,99,100,0,500,2696;
@400000005e786bbf2d87e608 #d,-,18,2678,2358,1173,197,1,208480,12925,2678,2359,1185,2672,2357,1152,97,100,0,500,2755;
@400000005e786bbf2d92bb82 #d,-,18,2684,2359,1157,198,1,208420,12922,2684,2360,1173,2678,2358,1152,97,100,0,500,2760;
@400000005e786bc12d9dbbd4 #d,-,18,2687,2358,1157,198,1,208361,12918,2687,2359,1159,2684,2357,1156,98,100,0,500,2739;
@400000005e786bc12da40d89 #d,-,18,2689,2360,1158,199,1,208303,12914,2689,2360,1159,2687,2357,1157,98,100,0,500,2739;
@400000005e786bc32db26d31 #d,-,18,2693,2360,1171,200,1,208255,12911,2693,2361,1174,2689,2360,1158,97,100,0,500,2753;
@400000005e786bc32dbcc999 #d,-,18,2699,2360,1200,201,1,208215,12909,2699,2361,1201,2693,2359,1170,97,100,0,500,2774;
@400000005e786bc52dcb0d50 #d,-,18,2759,2360,1158,201,1,208243,12911,2759,2362,1200,2699,2360,1154,98,100,0,500,2796;
@400000005e786bc52dd62131 #d,-,18,2705,2358,1158,202,1,208104,12902,2759,2360,1161,2705,2357,1157,98,100,0,500,2739;
@400000005e786bc72de41028 #d,-,18,2705,2362,1157,203,1,208130,12904,2705,2362,1158,2705,2358,1155,98,100,0,500,2741;
@400000005e786bc72def0cc0 #d,-,18,2704,2360,1156,204,1,207991,12895,2705,2362,1157,2704,2360,1154,98,100,0,500,2735;
@400000005e786bc92dfe9cf3 #d,-,18,2704,2361,1184,204,1,207941,12892,2704,2362,1184,2704,2360,1155,98,100,0,500,2737;
@400000005e786bc92e092078 #d,-,18,2707,2360,1158,205,1,207887,12889,2707,2361,1184,2704,2358,1151,98,100,0,500,2762;
@400000005e786bcb2e19dd7c #d,-,18,2706,2361,1157,206,1,207832,12885,2707,2361,1159,2706,2357,1156,98,100,0,500,2735;
@400000005e786bcb2e242dc9 #d,-,18,2706,2361,1157,207,1,207777,12882,2706,2361,1157,2706,2359,1154,98,100,0,500,2737;
@400000005e786bcd2e320489 #d,-,18,2705,2360,1156,207,1,207724,12878,2706,2361,1157,2705,2360,1155,98,100,0,500,2737;
@400000005e786bcd2e3cd64a #d,-,18,2705,2361,1181,208,1,207753,12880,2705,2362,1181,2705,2360,1155,98,100,0,500,2737;
@400000005e786bcf2e4bbed9 #d,-,18,2709,2359,1157,209,1,207703,12877,2709,2361,1186,2705,2358,1149,97,100,0,500,2765;
@400000005e786bcf2e5665c3 #d,-,18,2707,2360,1156,210,1,207571,12869,2709,2362,1158,2707,2359,1155,99,100,0,500,2733;
@400000005e786bd12e67329c #d,-,18,2707,2361,1155,210,1,207518,12866,2707,2361,1157,2707,2359,1155,98,100,0,500,2735;
@400000005e786bd12e7176cd #d,-,18,2707,2360,1156,211,1,207466,12862,2707,2361,1157,2707,2359,1155,98,100,0,500,2737;
@400000005e786bd32e813df3 #d,-,18,2706,2361,1171,212,1,207416,12859,2707,2361,1171,2706,2359,1155,98,100,0,500,2735;
@400000005e786bd32e8c5def #d,-,18,2709,2360,1157,213,1,207369,12856,2709,2361,1184,2706,2359,1149,98,100,0,500,2764;
@400000005e786bd52e9c920b #d,-,18,2708,2361,1157,213,1,207319,12853,2709,2361,1158,2708,2358,1156,99,100,0,500,2733;
@400000005e786bd52ea75c58 #d,-,18,2707,2359,1157,214,1,207268,12850,2708,2361,1158,2707,2358,1155,98,100,0,500,2737;
@400000005e786bd72eb359fc #d,-,18,2986,2357,1684,215,1,207439,12861,2986,2359,1684,2707,2356,1156,100,100,0,500,2986;
@400000005e786bd72eb98fc1 #d,-,18,3465,2356,1594,216,1,207598,12871,3465,2360,1695,2986,2356,1228,96,100,0,500,3575;
@400000005e786bd92ec5637b #d,-,18,3412,2357,1709,217,1,207711,12878,3465,2358,1711,3412,2355,1247,99,100,0,500,3426;
@400000005e786bd92ecbd033 #d,-,18,3762,2358,1277,218,1,207896,12889,3762,2360,1709,3412,2357,1144,99,100,0,500,3789;
@400000005e786bdb2ed6a967 #d,-,18,3227,2358,1635,219,1,207982,12894,3762,2360,1635,3227,2356,1246,97,100,0,500,3298;
@400000005e786bdb2edca47f #d,-,18,3668,2361,1158,220,1,208153,12905,3668,2361,1707,3227,2355,1158,99,100,0,500,3680;
@400000005e786bdd2ee5c087 #d,-,18,3280,2359,1239,221,1,208273,12912,3668,2361,1618,3280,2357,1156,97,100,0,500,3362;
@400000005e786bdd2eeb23d1 #d,-,18,3651,2358,1298,222,1,208506,12927,3651,2359,1737,3280,2356,1239,99,100,0,500,3687;
@400000005e786bdf2ef7d533 #d,-,18,3293,2359,1443,223,1,208607,12933,3651,2359,1595,3293,2356,1155,96,100,0,500,3397;
@400000005e786bdf2f0070b6 #d,-,18,3146,2359,1159,223,1,208632,12935,3293,2361,1443,3146,2358,1136,96,100,0,500,3267;
@400000005e786be12f0c5bb9 #d,-,18,2714,2361,1158,224,1,208582,12932,3146,2361,1169,2714,2358,1157,98,100,0,500,2746;
@400000005e786be12f16cbb0 #d,-,18,2716,2362,1160,225,1,208464,12924,2716,2362,1189,2714,2360,1158,98,100,0,500,2765;
@400000005e786be32f2590db #d,-,18,2719,2360,1161,226,1,208423,12922,2719,2362,1191,2716,2359,1160,98,100,0,500,2765;
@400000005e786be32f3088cb #d,-,18,2720,2360,1164,226,1,208376,12919,2720,2361,1166,2719,2359,1161,98,100,0,500,2771;
@400000005e786be52f3e0623 #d,-,18,2720,2359,1166,227,1,208329,12916,2720,2360,1166,2720,2357,1164,98,100,0,500,2753;
@400000005e786be52f484efd #d,-,18,2721,2359,1164,228,1,208282,12913,2721,2359,1167,2720,2357,1164,98,100,0,500,2757;
@400000005e786be72f591462 #d,-,18,2720,2360,1164,229,1,208236,12910,2721,2360,1165,2720,2357,1163,98,100,0,500,2753;
@400000005e786be72f637484 #d,-,18,2722,2359,1162,229,1,208196,12908,2722,2360,1191,2720,2358,1162,98,100,0,500,2760;
@400000005e786be92f710cde #d,-,18,2723,2358,1164,230,1,208150,12905,2723,2361,1166,2722,2358,1158,98,100,0,500,2773;
@400000005e786be92f7c2cda #d,-,18,2723,2358,1165,231,1,208104,12902,2723,2360,1165,2723,2358,1163,98,100,0,500,2755;
@400000005e786beb2f897340 #d,-,18,2723,2359,1164,232,1,208059,12899,2723,2361,1166,2723,2357,1163,98,100,0,500,2753;
@400000005e786beb2f93c38d #d,-,18,2722,2361,1164,232,1,208014,12896,2723,2361,1165,2722,2358,1162,98,100,0,500,2755;
@400000005e786bed2fa0043e #d,-,18,2723,2360,1172,233,1,207977,12894,2723,2361,1192,2722,2358,1164,98,100,0,500,2757;
@400000005e786bed2faafd1d #d,-,18,2725,2360,1165,234,1,207932,12891,2725,2360,1172,2723,2358,1158,98,100,0,500,2778;
@400000005e786bef2fb83767 #d,-,18,2724,2361,1163,235,1,207887,12889,2725,2361,1166,2724,2358,1162,98,100,0,500,2755;
@400000005e786bef2fc268f8 #d,-,18,2724,2361,1163,235,1,207843,12886,2724,2362,1165,2724,2359,1162,99,100,0,500,2751;
@400000005e786bf12fceff58 #d,-,18,2723,2359,1164,236,1,207870,12887,2724,2361,1164,2723,2359,1162,98,100,0,500,2753;
@400000005e786bf12fda32e3 #d,-,18,2723,2359,1186,237,1,207763,12881,2723,2360,1192,2723,2358,1164,98,100,0,500,2753;
@400000005e786bf32feae3cb #d,-,18,2725,2360,1162,238,1,207719,12878,2725,2360,1186,2723,2357,1158,98,100,0,500,2778;
@400000005e786bf32ff56397 #d,-,18,2724,2358,1163,238,1,207676,12875,2725,2360,1165,2724,2358,1162,98,100,0,500,2753;
@400000005e786bf53003abf6 #d,-,18,2724,2358,1164,239,1,207634,12873,2724,2360,1165,2724,2358,1163,98,100,0,500,2753;
@400000005e786bf5300e04a5 #d,-,18,2723,2360,1163,240,1,207660,12874,2724,2360,1165,2723,2358,1163,98,100,0,500,2753;
@400000005e786bf7301a5c9f #d,-,18,2723,2360,1191,241,1,207555,12868,2723,2360,1192,2723,2357,1163,98,100,0,500,2753;
@400000005e786bf730256464 #d,-,18,2725,2357,1165,241,1,207582,12870,2725,2360,1191,2723,2357,1157,98,100,0,500,2778;
@400000005e786bf93034d5db #d,-,18,2725,2359,1165,242,1,207472,12863,2725,2359,1165,2725,2356,1163,98,100,0,500,2753;
@400000005e786bf9303eb577 #d,-,18,2724,2354,1579,243,1,207513,12865,2725,2359,1579,2724,2354,1164,98,100,0,500,2753;
@400000005e786bfb304bc8a4 #d,-,18,3690,2357,1371,244,1,207676,12875,3690,2357,1716,2724,2354,1353,100,100,0,500,3690;
@400000005e786bfb30547f28 #d,-,18,3409,2357,1546,245,1,207808,12884,3690,2359,1608,3409,2357,1264,98,100,0,500,3467;
@400000005e786bfd30618f89 #d,-,18,3669,2358,1209,246,1,207995,12895,3669,2358,1728,3409,2354,1209,99,100,0,500,3700;
@400000005e786bfd30696eeb #d,-,18,3319,2359,1278,247,1,208084,12901,3669,2359,1568,3319,2355,1149,97,100,0,500,3408;
@400000005e786bff3072309c #d,-,18,3588,2358,1373,248,1,208288,12913,3588,2359,1712,3319,2354,1245,99,100,0,500,3620;
@400000005e786bff30761520 #d,-,18,3314,2357,1454,249,1,208442,12923,3588,2359,1609,3314,2356,1147,97,100,0,500,3411;
@400000005e786c01307ee6a7 #d,-,18,3576,2353,1704,250,1,208574,12931,3576,2358,1717,3314,2353,1254,99,100,0,500,3597;
@400000005e786c013082e273 #d,-,18,3409,2355,1561,251,1,208717,12940,3576,2358,1704,3409,2353,1156,95,100,0,500,3572;
@400000005e786c03308ea659 #d,-,18,3320,2356,1102,252,1,208625,12934,3409,2356,1561,3320,2355,1090,98,100,0,500,3381;
@400000005e786c03309608ef #d,-,18,2648,2357,1154,252,1,208576,12931,3320,2358,1165,2648,2355,1102,98,100,0,500,2680;
@400000005e786c0530a356c7 #d,-,18,2653,2356,1165,253,1,208528,12928,2653,2358,1165,2648,2356,1154,97,100,0,500,2724;
@400000005e786c0530ae3c17 #d,-,18,2714,2355,1164,254,1,208484,12926,2714,2356,1173,2653,2355,1156,98,100,0,500,2748;
@400000005e786c0730be58eb #d,-,18,2715,2357,1163,255,1,208442,12923,2715,2357,1185,2714,2354,1151,98,100,0,500,2760;
@400000005e786c0730c8e88c #d,-,18,2714,2355,1159,255,1,208396,12920,2715,2357,1163,2714,2355,1157,99,100,0,500,2737;
@400000005e786c0930d99d2e #d,-,18,2712,2357,1159,256,1,208350,12917,2714,2357,1160,2712,2354,1157,99,100,0,500,2737;
@400000005e786c0930e3e608 #d,-,18,2711,2354,1159,257,1,208304,12914,2712,2357,1159,2711,2354,1157,99,100,0,500,2737;
@400000005e786c0b30f36754 #d,-,18,2710,2356,1159,258,1,208260,12912,2711,2356,1160,2710,2354,1158,99,100,0,500,2735;
@400000005e786c0b30fe6b5f #d,-,18,2713,2354,1156,258,1,208220,12909,2713,2356,1188,2710,2354,1151,98,100,0,500,2762;
@400000005e786c0d310ec2df #d,-,18,2712,2354,1159,259,1,208240,12910,2713,2355,1162,2712,2352,1156,99,100,0,500,2739;
@400000005e786c0d31199fcd #d,-,18,2711,2354,1159,260,1,208131,12904,2712,2355,1161,2711,2353,1157,99,100,0,500,2737;
@400000005e786c0f3128d698 #d,-,18,2709,2357,1159,261,1,208087,12901,2711,2357,1159,2709,2354,1157,99,100,0,500,2735;
@400000005e786c0f31333a73 #d,-,18,2709,2356,1158,261,1,208043,12898,2709,2357,1159,2709,2355,1157,98,100,0,500,2737;
@400000005e786c11313ee710 #d,-,18,2711,2355,1154,262,1,208006,12896,2711,2356,1188,2709,2353,1153,98,100,0,500,2755;
@400000005e786c113149efc4 #d,-,18,2710,2350,1161,263,1,207962,12893,2711,2355,1162,2710,2350,1154,98,100,0,500,2746;
@400000005e786c1331592e02 #d,-,18,2710,2353,1160,264,1,207919,12891,2710,2353,1162,2710,2350,1159,99,100,0,500,2737;
@400000005e786c133163bcb4 #d,-,18,2709,2354,1159,264,1,207876,12888,2710,2354,1160,2709,2353,1158,98,100,0,500,2739;
@400000005e786c1531740908 #d,-,18,2708,2355,1159,265,1,207834,12885,2709,2355,1160,2708,2354,1158,98,100,0,500,2737;
@400000005e786c15317e8072 #d,-,18,2710,2355,1153,266,1,207797,12883,2710,2355,1188,2708,2353,1153,98,100,0,500,2748;
@400000005e786c17318f3602 #d,-,18,2710,2356,1159,267,1,207755,12880,2710,2357,1161,2710,2355,1152,98,100,0,500,2753;
@400000005e786c17319972c0 #d,-,18,2709,2356,1157,267,1,207713,12878,2710,2357,1160,2709,2355,1157,98,100,0,500,2737;
@400000005e786c1931a7e23d #d,-,18,2708,2357,1159,268,1,207732,12879,2709,2359,1159,2708,2356,1156,99,100,0,500,2735;
@400000005e786c1931b30d66 #d,-,18,2708,2355,1158,269,1,207629,12873,2708,2357,1159,2708,2355,1157,99,100,0,500,2735;
@400000005e786c1b31c3ea14 #d,-,18,2708,2357,1159,270,1,207656,12874,2708,2359,1185,2708,2355,1158,98,100,0,500,2741;
@400000005e786c1b31ce5dc5 #d,-,18,2709,2358,1157,270,1,207552,12868,2709,2358,1160,2708,2355,1151,98,100,0,500,2757;
@400000005e786c1d31dab206 #d,-,18,2709,2355,1714,271,1,207618,12872,2709,2359,1714,2709,2354,1156,98,100,0,500,2737;
@400000005e786c1d31e1324c #d,-,18,3731,2357,1354,272,1,207730,12879,3731,2358,1727,2709,2354,1300,99,100,0,500,3735;
@400000005e786c1f31e9bdf9 #d,-,18,3298,2356,1282,273,1,207835,12885,3731,2358,1611,3298,2355,1282,100,100,0,500,3298;
@400000005e786c1f31ed66e2 #d,-,18,3639,2358,1306,274,1,208021,12897,3639,2358,1714,3298,2354,1282,99,100,0,500,3673;
@400000005e786c2131f54644 #d,-,18,3358,2356,1471,275,1,208123,12903,3639,2358,1622,3358,2354,1222,97,100,0,500,3443;
@400000005e786c2131f945ca #d,-,18,3528,2354,1673,276,1,208286,12913,3528,2357,1728,3358,2353,1207,99,100,0,500,3557;
@400000005e786c2332068875 #d,-,18,3433,2352,1600,277,1,208354,12918,3528,2357,1673,3433,2352,1152,95,100,0,500,3595;
@400000005e786c23320f3efa #d,-,18,3356,2355,1701,278,1,208489,12926,3433,2355,1711,3356,2352,1190,98,100,0,500,3406;
@400000005e786c253217ce61 #d,-,18,3755,2356,1578,279,1,208573,12931,3755,2358,1701,3356,2354,1164,98,100,0,500,3812;
@400000005e786c25321b511b #d,-,18,3326,2357,1145,280,1,208624,12934,3755,2357,1616,3326,2354,1145,99,100,0,500,3344;
@400000005e786c2732259192 #d,-,18,2698,2358,1135,281,1,208567,12931,3326,2359,1156,2698,2356,1078,96,100,0,500,2794;
@400000005e786c27322b817d #d,-,18,2577,2357,1150,281,1,208512,12927,2698,2359,1182,2577,2356,1046,98,100,0,500,2607;
@400000005e786c2932367e16 #d,-,18,2707,2356,1163,282,1,208470,12925,2707,2357,1163,2577,2356,1149,98,100,0,500,2742;
@400000005e786c29323c9076 #d,-,18,2707,2358,1184,283,1,208433,12922,2707,2358,1184,2707,2356,1157,98,100,0,500,2744;
@400000005e786c2b32480621 #d,-,18,2709,2357,1158,284,1,208392,12920,2709,2358,1184,2707,2356,1151,98,100,0,500,2762;
@400000005e786c2b324e6303 #d,-,18,2708,2358,1157,284,1,208351,12917,2709,2358,1159,2708,2356,1157,98,100,0,500,2737;
@400000005e786c2d325a2aa2 #d,-,18,2708,2357,1158,285,1,208310,12915,2708,2358,1159,2708,2357,1156,99,100,0,500,2735;
@400000005e786c2d3260f56a #d,-,18,2707,2358,1157,286,1,208269,12912,2708,2358,1159,2707,2356,1157,98,100,0,500,2737;
@400000005e786c2f326cd451 #d,-,18,2706,2356,1184,287,1,208289,12913,2707,2359,1184,2706,2356,1157,98,100,0,500,2737;
@400000005e786c2f3274ceb5 #d,-,18,2709,2358,1160,287,1,208193,12908,2709,2359,1187,2706,2355,1151,97,100,0,500,2765;
@400000005e786c313282968f #d,-,18,2709,2357,1157,288,1,208153,12905,2709,2359,1160,2709,2356,1157,99,100,0,500,2735;
@400000005e786c31328ac42c #d,-,18,2708,2358,1159,289,1,208113,12903,2709,2358,1159,2708,2356,1156,98,100,0,500,2737;
@400000005e786c33329ae100 #d,-,18,2707,2358,1158,290,1,208074,12900,2708,2359,1159,2707,2357,1157,98,100,0,500,2737;
@400000005e786c3332a5745b #d,-,18,2707,2356,1181,290,1,208036,12898,2707,2359,1181,2707,2356,1156,98,100,0,500,2737;
@400000005e786c3532b68bb5 #d,-,18,2711,2356,1166,291,1,208004,12896,2711,2357,1195,2707,2355,1158,97,100,0,500,2776;
@400000005e786c3532c0ef91 #d,-,18,2711,2356,1156,292,1,207965,12893,2711,2357,1167,2711,2354,1156,98,100,0,500,2748;
@400000005e786c3732d1f716 #d,-,18,2710,2355,1157,293,1,207926,12891,2711,2358,1159,2710,2355,1156,99,100,0,500,2735;
@400000005e786c3732dc6e80 #d,-,18,2709,2358,1158,293,1,207887,12889,2710,2358,1158,2709,2355,1156,99,100,0,500,2735;
@400000005e786c3932ed7d79 #d,-,18,2708,2356,1164,294,1,207849,12886,2709,2358,1164,2708,2356,1157,98,100,0,500,2737;
@400000005e786c3932f7c299 #d,-,18,2711,2356,1160,295,1,207872,12888,2711,2357,1187,2708,2354,1152,98,100,0,500,2764;
@400000005e786c3b3307d43f #d,-,18,2715,2357,1178,296,1,207789,12882,2715,2357,1194,2711,2355,1160,98,100,0,500,2767;
@400000005e786c3b33133a15 #d,-,18,2719,2358,1176,296,1,207760,12881,2719,2358,1180,2715,2355,1174,97,100,0,500,2787;
@400000005e786c3d33239908 #d,-,18,2722,2356,1159,297,1,207728,12879,2722,2358,1178,2719,2355,1159,97,100,0,500,2780;
@400000005e786c3d332e18d5 #d,-,18,2721,2358,1163,298,1,207692,12876,2722,2358,1163,2721,2355,1159,98,100,0,500,2749;
@400000005e786c3f333f37a2 #d,-,18,2723,2356,1157,299,1,207661,12875,2723,2358,1191,2721,2356,1155,98,100,0,500,2767;
@400000005e786c3f3349a3e0 #d,-,18,2721,2356,1157,299,1,207624,12872,2723,2357,1160,2721,2356,1156,99,100,0,500,2748;
@400000005e786c41335632cd #d,-,18,2794,2352,1732,300,1,207723,12878,2794,2358,1733,2721,2352,1157,100,100,0,500,2794;
@400000005e786c41335d4ae1 #d,-,18,3717,2356,1257,301,1,207795,12883,3717,2356,1732,2794,2351,1257,98,100,0,500,3778;
@400000005e786c433366bc97 #d,-,18,3368,2354,1652,302,1,207915,12890,3717,2356,1652,3368,2354,1257,99,100,0,500,3372;
@400000005e786c43336dcd38 #d,-,18,3711,2354,1262,303,1,208057,12899,3711,2355,1728,3368,2351,1262,99,100,0,500,3726;
@400000005e786c453376de13 #d,-,18,3341,2357,1280,304,1,208211,12909,3711,2357,1618,3341,2353,1262,97,100,0,500,3410;
@400000005e786c45337a96d2 #d,-,18,3683,2357,1344,305,1,208321,12915,3683,2357,1728,3341,2354,1269,99,100,0,500,3719;
@400000005e786c4733825778 #d,-,18,3377,2354,1517,306,1,208474,12925,3683,2357,1618,3377,2353,1250,97,100,0,500,3458;
@400000005e786c4733864728 #d,-,18,3627,2355,1662,307,1,208578,12931,3627,2355,1723,3377,2352,1244,99,100,0,500,3657;
@400000005e786c493393cbf4 #d,-,18,3430,2354,1617,308,1,208658,12936,3627,2357,1662,3430,2353,1223,96,100,0,500,3566;
@400000005e786c49339cd827 #d,-,18,3427,2358,1155,309,1,208653,12936,3430,2358,1617,3427,2354,1144,98,100,0,500,3486;
@400000005e786c4b33a68cec #d,-,18,2677,2355,1166,310,1,208611,12933,3427,2358,1166,2677,2352,1142,98,100,0,500,2714;
