@400000005e7324d82f4725e5 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e7324d91d991671 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e7325992c882d81 #d,-,18,2629,2352,1129,138,0,188048,11659,2854,2355,1225,2629,2351,1129,90,100,0,501,2912;
@400000005e7325992c90ccbd #d,-,18,2423,2352,1133,139,0,187974,11654,2629,2355,1134,2423,2351,1128,89,100,0,501,2704;
@400000005e73259b2c9dec05 #d,-,18,2422,2351,1128,140,0,187901,11649,2423,2354,1135,2422,2351,1126,89,100,0,501,2701;
@400000005e73259b2ca6ec1c #d,-,18,2422,2351,1132,140,0,187829,11645,2422,2353,1132,2422,2351,1127,89,100,0,501,2701;
@400000005e73259d2cb41ef3 #d,-,18,2422,2354,1130,141,0,187853,11646,2422,2355,1132,2422,2351,1128,89,100,0,501,2699;
@400000005e73259d2cbc6880 #d,-,18,2422,2355,1129,142,0,187686,11636,2422,2356,1133,2422,2354,1125,89,100,0,501,2704;
@400000005e73259f2cc91629 #d,-,18,2422,2356,1130,142,0,187616,11632,2422,2356,1134,2422,2354,1126,89,100,0,501,2701;
@400000005e73259f2cd1e03c #d,-,18,2422,2357,1130,143,0,187546,11627,2422,2358,1131,2422,2354,1125,89,100,0,501,2699;
@400000005e7325a12cdf26a2 #d,-,18,2422,2355,1130,144,0,187476,11623,2422,2357,1133,2422,2355,1125,89,100,0,501,2701;
@400000005e7325a12ce7d96d #d,-,18,2422,2355,1130,144,0,187409,11619,2422,2357,1133,2422,2355,1128,89,100,0,501,2704;
@400000005e7325a32cf4ed87 #d,-,18,2422,2356,1127,145,0,187342,11615,2422,2357,1135,2422,2355,1126,89,100,0,501,2704;
@400000005e7325a32cfdb79b #d,-,18,2422,2357,1129,146,0,187275,11611,2422,2358,1134,2422,2355,1126,89,100,0,501,2706;
@400000005e7325a52d0ac70d #d,-,18,2422,2358,1126,146,0,187209,11607,2422,2358,1134,2422,2356,1126,89,100,0,501,2704;
@400000005e7325a52d139c4e #d,-,18,2423,2358,1130,147,0,187236,11608,2423,2358,1133,2422,2355,1126,89,100,0,501,2704;
@400000005e7325a72d20d3cc #d,-,18,2424,2357,1132,148,0,187085,11599,2424,2358,1148,2423,2355,1126,89,100,0,501,2711;
@400000005e7325a72d296e60 #d,-,18,2425,2358,1130,148,0,187022,11595,2425,2358,1133,2424,2356,1126,89,100,0,501,2711;
@400000005e7325a92d369162 #d,-,18,2424,2357,1127,149,0,186959,11591,2425,2358,1132,2424,2356,1127,89,100,0,501,2704;
@400000005e7325a92d3f73ac #d,-,18,2424,2358,1131,150,0,186897,11587,2424,2358,1133,2424,2356,1126,89,100,0,501,2704;
@400000005e7325ab2d4f03df #d,-,18,2425,2356,1133,150,0,186835,11583,2425,2358,1135,2424,2356,1128,89,100,0,501,2706;
@400000005e7325ab2d587d09 #d,-,18,2425,2355,1363,151,0,186854,11585,2425,2359,1384,2425,2355,1127,89,100,0,501,2706;
@400000005e7325ad2d685403 #d,-,18,2914,2353,1401,152,0,187015,11594,2914,2358,1429,2425,2353,1306,94,100,0,501,3085;
@400000005e7325ad2d7173c5 #d,-,18,3046,2355,1296,153,0,187134,11602,3046,2357,1404,2914,2353,1262,92,100,0,501,3299;
@400000005e7325af2d80a31c #d,-,18,2898,2352,1324,154,0,187180,11605,3046,2356,1324,2898,2352,1178,92,100,0,501,3130;
@400000005e7325af2d899807 #d,-,18,2893,2353,1391,154,0,187345,11615,2898,2356,1420,2893,2351,1324,93,100,0,501,3078;
@400000005e7325b12d992480 #d,-,18,3106,2351,1373,155,0,187539,11627,3106,2355,1400,2893,2351,1185,93,100,0,501,3317;
@400000005e7325b12da205db #d,-,18,2809,2354,1192,156,0,187585,11630,3106,2356,1373,2809,2351,1192,91,100,0,501,3066;
@400000005e7325b32db1c859 #d,-,18,2807,2354,1432,157,0,187621,11632,2809,2355,1432,2807,2353,1183,93,100,0,501,3016;
@400000005e7325b32dbb7102 #d,-,18,3078,2355,1242,158,0,187729,11639,3078,2355,1433,2807,2353,1178,93,100,0,501,3291;
@400000005e7325b52dcb20df #d,-,18,2864,2357,1222,158,0,187804,11643,3078,2357,1376,2864,2354,1222,91,100,0,501,3133;
@400000005e7325b52dd421e5 #d,-,18,2667,2356,1316,159,0,187864,11647,2864,2357,1396,2667,2354,1140,91,100,0,501,2929;
@400000005e7325b72de3c1ed #d,-,18,3068,2355,1330,160,0,188106,11662,3068,2356,1426,2667,2353,1316,94,100,0,501,3251;
@400000005e7325b72decddf5 #d,-,18,2914,2356,1279,161,1,188076,11660,3068,2358,1369,2914,2355,1175,92,100,0,501,3156;
@400000005e7325b92dfbf15b #d,-,18,2775,2357,1147,162,1,188060,11659,2914,2358,1294,2775,2355,1134,90,100,0,501,3057;
@400000005e7325b92e04b7b5 #d,-,18,2445,2357,1129,162,1,187994,11655,2775,2359,1147,2445,2357,1115,89,100,0,501,2734;
@400000005e7325bb2e11dab7 #d,-,18,2442,2357,1130,163,1,187931,11651,2445,2359,1131,2442,2357,1124,90,100,0,501,2701;
@400000005e7325bb2e1a36e4 #d,-,18,2439,2356,1129,164,1,187952,11653,2442,2359,1132,2439,2355,1127,90,100,0,501,2701;
@400000005e7325bd2e270c99 #d,-,18,2437,2357,1132,164,1,187807,11644,2439,2358,1133,2437,2356,1125,90,100,0,501,2704;
@400000005e7325bd2e2fe1d9 #d,-,18,2435,2356,1128,165,1,187745,11640,2437,2358,1132,2435,2355,1125,90,100,0,501,2701;
@400000005e7325bf2e3d1d12 #d,-,18,2433,2359,1130,166,1,187684,11636,2435,2359,1132,2433,2356,1126,89,100,0,501,2704;
@400000005e7325bf2e45b032 #d,-,18,2432,2357,1130,166,1,187624,11632,2433,2359,1132,2432,2356,1128,89,100,0,501,2704;
@400000005e7325c12e5288b2 #d,-,18,2430,2354,1131,167,1,187645,11634,2432,2358,1131,2430,2354,1128,89,100,0,501,2704;
@400000005e7325c12e5a7c91 #d,-,18,2430,2357,1128,168,1,187506,11625,2430,2357,1134,2430,2354,1126,89,100,0,501,2706;
@400000005e7325c32e67a34d #d,-,18,2429,2357,1126,168,1,187447,11621,2430,2359,1131,2429,2356,1125,89,100,0,501,2704;
@400000005e7325c32e709837 #d,-,18,2428,2357,1128,169,1,187391,11618,2429,2358,1133,2428,2356,1126,89,100,0,501,2704;
@400000005e7325c52e7dee72 #d,-,18,2428,2355,1130,170,1,187334,11614,2428,2357,1132,2428,2355,1127,89,100,0,501,2701;
@400000005e7325c52e8646e6 #d,-,18,2428,2356,1130,170,1,187278,11611,2428,2358,1134,2428,2355,1128,89,100,0,501,2704;
@400000005e7325c72e9333e3 #d,-,18,2427,2356,1131,171,1,187301,11612,2428,2358,1134,2427,2355,1127,89,100,0,501,2706;
@400000005e7325c72e9c28ce #d,-,18,2427,2354,1131,172,1,187166,11604,2427,2357,1133,2427,2354,1126,89,100,0,501,2701;
@400000005e7325c92ea99dc4 #d,-,18,2426,2355,1130,172,1,187111,11600,2427,2357,1134,2426,2354,1128,89,100,0,501,2704;
@400000005e7325c92eb23946 #d,-,18,2426,2354,1130,173,1,187057,11597,2426,2356,1133,2426,2354,1129,89,100,0,501,2704;
@400000005e7325cb2ec18ecd #d,-,18,2426,2355,1130,174,1,187080,11598,2426,2355,1133,2426,2353,1126,89,100,0,501,2701;
@400000005e7325cb2ecb6e69 #d,-,18,2426,2356,1170,174,1,187031,11595,2426,2356,1170,2426,2352,1127,89,100,0,501,2701;
@400000005e7325cd2edc5644 #d,-,18,2701,2353,1407,175,1,187086,11599,2701,2356,1426,2426,2352,1170,92,100,0,501,2910;
@400000005e7325cd2ee65cfd #d,-,18,3088,2356,1374,176,1,187188,11605,3088,2356,1407,2701,2351,1187,93,100,0,501,3287;
@400000005e7325cf2ef6c099 #d,-,18,2890,2357,1213,177,1,187256,11609,3088,2357,1413,2890,2353,1213,91,100,0,501,3154;
@400000005e7325cf2f00227b #d,-,18,2737,2356,1353,178,1,187330,11614,2890,2357,1374,2737,2354,1174,92,100,0,501,2971;
@400000005e7325d12f0e91f8 #d,-,18,3048,2357,1246,178,1,187460,11622,3048,2357,1420,2737,2353,1246,93,100,0,501,3261;
@400000005e7325d12f182acc #d,-,18,2932,2355,1301,179,1,187524,11626,3048,2357,1369,2932,2353,1174,92,100,0,501,3166;
@400000005e7325d32f28d7fb #d,-,18,2727,2356,1330,180,1,187576,11629,2932,2356,1371,2727,2353,1182,90,100,0,501,3014;
@400000005e7325d32f327cea #d,-,18,2986,2355,1401,181,1,187712,11638,2986,2356,1422,2727,2354,1310,94,100,0,501,3159;
@400000005e7325d52f42d0b1 #d,-,18,2984,2355,1260,182,1,187774,11642,2986,2356,1401,2984,2354,1215,92,100,0,501,3227;
@400000005e7325d52f4c23ac #d,-,18,2793,2353,1402,182,1,187806,11644,2984,2357,1402,2793,2352,1149,91,100,0,501,3066;
@400000005e7325d72f5c0219 #d,-,18,2860,2353,1385,183,1,187938,11652,2860,2355,1419,2793,2352,1333,93,100,0,501,3064;
@400000005e7325d72f660c8d #d,-,18,3066,2352,1309,184,1,188017,11657,3066,2355,1399,2860,2352,1172,92,100,0,501,3306;
@400000005e7325d92f762961 #d,-,18,2817,2353,1147,185,1,188024,11657,3066,2355,1309,2817,2352,1147,92,100,0,501,3050;
@400000005e7325d92f7fa733 #d,-,18,2471,2353,1153,185,1,187974,11654,2817,2355,1173,2471,2352,1120,88,100,0,501,2777;
@400000005e7325db2f8f65f6 #d,-,18,2468,2354,1139,186,1,187994,11655,2471,2355,1153,2468,2353,1124,90,100,0,501,2727;
@400000005e7325db2f98b8f1 #d,-,18,2464,2354,1136,187,1,187870,11647,2468,2355,1139,2464,2352,1133,90,100,0,501,2713;
@400000005e7325dd2fa87041 #d,-,18,2460,2354,1134,187,1,187819,11644,2464,2354,1136,2460,2352,1133,90,100,0,501,2713;
@400000005e7325dd2fb25bf9 #d,-,18,2457,2353,1137,188,1,187769,11641,2460,2355,1137,2457,2351,1133,90,100,0,501,2711;
@400000005e7325df2fc28040 #d,-,18,2454,2352,1134,189,1,187719,11638,2457,2354,1138,2454,2352,1134,90,100,0,501,2715;
@400000005e7325df2fcc11a1 #d,-,18,2452,2352,1133,189,1,187670,11635,2454,2354,1139,2452,2351,1133,90,100,0,501,2713;
@400000005e7325e12fdc7cb0 #d,-,18,2450,2351,1134,190,1,187693,11636,2452,2353,1140,2450,2351,1133,90,100,0,501,2715;
@400000005e7325e12fe5d71e #d,-,18,2449,2353,1135,191,1,187573,11629,2450,2354,1138,2449,2351,1133,90,100,0,501,2711;
@400000005e7325e32ff5bdee #d,-,18,2447,2355,1135,191,1,187526,11626,2449,2355,1138,2447,2351,1134,90,100,0,501,2713;
@400000005e7325e32fffbc46 #d,-,18,2446,2355,1136,192,1,187478,11623,2447,2355,1137,2446,2352,1134,90,100,0,501,2713;
@400000005e7325e5300f96fa #d,-,18,2445,2354,1137,193,1,187431,11620,2446,2355,1141,2445,2347,1132,90,100,0,501,2715;
@400000005e7325e530191024 #d,-,18,2443,2350,1136,194,1,187384,11617,2445,2354,1138,2443,2350,1133,90,100,0,501,2711;
@400000005e7325e73028f6f3 #d,-,18,2443,2350,1137,194,1,187407,11619,2443,2352,1140,2443,2350,1133,90,100,0,501,2713;
@400000005e7325e7303249ee #d,-,18,2442,2350,1136,195,1,187292,11612,2443,2353,1139,2442,2349,1134,90,100,0,501,2711;
@400000005e7325e93041e194 #d,-,18,2442,2349,1137,196,1,187246,11609,2442,2352,1138,2442,2349,1134,90,100,0,501,2713;
@400000005e7325e9304b8a3e #d,-,18,2441,2350,1135,196,1,187200,11606,2442,2352,1139,2441,2348,1133,90,100,0,501,2711;
@400000005e7325eb305c18b0 #d,-,18,2440,2351,1136,197,1,187155,11603,2441,2352,1139,2440,2350,1131,90,100,0,501,2711;
@400000005e7325eb3065adcb #d,-,18,2440,2351,1136,198,1,187110,11600,2440,2352,1139,2440,2350,1134,90,100,0,501,2711;
@400000005e7325ed30760192 #d,-,18,2440,2348,1317,198,1,187146,11603,2440,2352,1377,2440,2347,1136,89,100,0,501,2713;
@400000005e7325ed307f7f64 #d,-,18,3036,2349,1398,199,1,187279,11611,3036,2351,1427,2440,2348,1316,94,100,0,501,3204;
@400000005e7325ef308f32fa #d,-,18,2934,2348,1285,200,1,187340,11615,3036,2352,1437,2934,2348,1146,92,100,0,501,3180;
@400000005e7325ef309902c1 #d,-,18,2878,2348,1379,201,1,187373,11617,2934,2351,1379,2878,2348,1145,91,100,0,501,3135;
@400000005e7325f130a8ffeb #d,-,18,2819,2349,1391,201,1,187491,11624,2878,2349,1439,2819,2347,1308,92,100,0,501,3038;
@400000005e7325f130b29d67 #d,-,18,3104,2350,1325,202,1,187577,11629,3104,2350,1410,2819,2347,1200,93,100,0,501,3327;
@400000005e7325f330c1b841 #d,-,18,2846,2350,1165,203,1,187601,11631,3104,2350,1325,2846,2347,1163,92,100,0,501,3083;
@400000005e7325f330cb3613 #d,-,18,2795,2349,1435,204,1,187716,11638,2846,2350,1447,2795,2347,1165,92,100,0,501,3021;
@400000005e7325f530daf4d7 #d,-,18,3114,2347,1336,205,1,187799,11643,3114,2350,1435,2795,2347,1164,93,100,0,501,3313;
@400000005e7325f530e4e08e #d,-,18,2826,2348,1185,205,1,187843,11646,3114,2350,1380,2826,2347,1185,91,100,0,501,3104;
@400000005e7325f730f4c66f #d,-,18,2719,2348,1378,206,1,187907,11650,2826,2350,1394,2719,2347,1145,92,100,0,501,2943;
@400000005e7325f730fe99f0 #d,-,18,3074,2348,1241,207,1,188085,11661,3074,2350,1439,2719,2347,1241,93,100,0,501,3282;
@400000005e7325f9310ee28a #d,-,18,2962,2351,1228,208,1,188136,11664,3074,2351,1364,2962,2347,1228,92,100,0,501,3204;
@400000005e7325f931186415 #d,-,18,2639,2351,1140,209,1,188032,11658,2962,2351,1228,2639,2349,1134,90,100,0,501,2924;
@400000005e7325fb31289beb #d,-,18,2435,2351,1137,209,1,187987,11655,2639,2352,1140,2435,2350,1134,89,100,0,501,2715;
@400000005e7325fb31323d21 #d,-,18,2435,2349,1140,210,1,187942,11652,2435,2352,1141,2435,2348,1133,89,100,0,501,2713;
@400000005e7325fd31423691 #d,-,18,2435,2346,1137,211,1,187897,11649,2435,2351,1140,2435,2346,1134,89,100,0,501,2713;
@400000005e7325fd314bb463 #d,-,18,2435,2345,1137,211,1,187852,11646,2435,2347,1140,2435,2345,1136,89,100,0,501,2711;
@400000005e7325ff315c4a4a #d,-,18,2436,2347,1139,212,1,187873,11648,2436,2347,1141,2435,2344,1135,89,100,0,500,2711;
@400000005e7325ff3165c462 #d,-,18,2436,2346,1134,213,1,187765,11641,2436,2349,1140,2436,2346,1134,89,100,0,500,2713;
@400000005e7326013175646a #d,-,18,2437,2345,1139,213,1,187722,11638,2437,2349,1141,2436,2345,1133,89,100,0,501,2708;
@400000005e732601317ebb1e #d,-,18,2436,2348,1136,214,1,187678,11636,2437,2349,1139,2436,2345,1134,89,100,0,501,2708;
@400000005e732603318dfd16 #d,-,18,2437,2349,1137,215,1,187636,11633,2437,2349,1139,2436,2346,1135,89,100,0,501,2711;
@400000005e7326033197a5bf #d,-,18,2436,2350,1139,215,1,187593,11630,2437,2351,1140,2436,2347,1135,89,100,0,501,2713;
@400000005e73260531a7bed9 #d,-,18,2437,2348,1134,216,1,187613,11632,2437,2351,1139,2436,2348,1133,89,100,0,501,2713;
@400000005e73260531b16783 #d,-,18,2437,2349,1139,217,1,187508,11625,2437,2351,1139,2437,2348,1132,89,100,0,501,2711;
@400000005e73260731c1792a #d,-,18,2436,2350,1134,217,1,187465,11622,2437,2351,1139,2436,2349,1132,89,100,0,501,2708;
@400000005e73260731cafe6f #d,-,18,2436,2349,1137,218,1,187423,11620,2436,2351,1138,2436,2349,1133,89,100,0,501,2708;
@400000005e73260931dab5bf #d,-,18,2436,2353,1132,219,1,187381,11617,2436,2353,1137,2436,2349,1130,89,100,0,501,2713;
@400000005e73260931e45aaf #d,-,18,2436,2352,1134,219,1,187401,11618,2436,2354,1139,2436,2351,1131,89,100,0,501,2711;
@400000005e73260b31f47fe5 #d,-,18,2436,2353,1135,220,1,187298,11612,2436,2353,1138,2436,2350,1132,89,100,0,501,2711;
@400000005e73260b31fe14ff #d,-,18,2435,2352,1135,221,1,187257,11609,2436,2353,1139,2435,2351,1133,89,100,0,501,2711;
@400000005e73260d320d91a3 #d,-,18,2435,2351,1385,221,1,187253,11609,2435,2352,1385,2435,2350,1133,89,100,0,501,2713;
@400000005e73260d3216e857 #d,-,18,2817,2351,1385,222,1,187358,11616,2817,2352,1434,2435,2350,1306,93,100,0,501,3012;
@400000005e73260f3226be64 #d,-,18,3104,2352,1331,223,1,187447,11621,3104,2352,1407,2817,2350,1260,93,100,0,501,3322;
@400000005e73260f32307a9c #d,-,18,2890,2350,1187,224,1,187532,11627,3104,2352,1331,2890,2350,1184,92,100,0,501,3126;
@400000005e732611323fec13 #d,-,18,2828,2350,1418,225,1,187579,11629,2890,2352,1423,2828,2349,1187,92,100,0,501,3047;
@400000005e7326113249da95 #d,-,18,3096,2350,1338,226,1,187661,11635,3096,2351,1418,2828,2350,1212,93,100,0,501,3306;
@400000005e732613325a1acd #d,-,18,2864,2350,1195,226,1,187700,11637,3096,2352,1370,2864,2349,1195,91,100,0,501,3126;
@400000005e7326133263f6af #d,-,18,2759,2349,1405,227,1,187776,11642,2864,2352,1409,2759,2349,1184,92,100,0,501,2979;
@400000005e732615327396b7 #d,-,18,3094,2350,1247,228,1,187930,11651,3094,2352,1431,2759,2349,1237,93,100,0,501,3308;
@400000005e732615327d1bfd #d,-,18,2940,2352,1233,229,1,187923,11651,3094,2353,1363,2940,2350,1233,92,100,0,501,3192;
@400000005e732617328d3d79 #d,-,18,2699,2351,1339,230,1,187979,11654,2940,2354,1414,2699,2351,1177,91,100,0,501,2957;
@400000005e7326173296cdeb #d,-,18,3100,2350,1316,230,1,188086,11661,3100,2352,1427,2699,2349,1316,94,100,0,501,3277;
@400000005e73261932a6bfe8 #d,-,18,2952,2352,1295,231,1,188133,11664,3100,2353,1383,2952,2350,1186,92,100,0,501,3187;
@400000005e73261932b012e3 #d,-,18,2743,2353,1135,232,1,188112,11662,2952,2354,1295,2743,2349,1125,90,100,0,501,3031;
@400000005e73261b32bf942e #d,-,18,2443,2353,1138,233,1,188070,11660,2743,2354,1139,2443,2350,1132,89,100,0,501,2727;
@400000005e73261b32c930bc #d,-,18,2442,2353,1135,233,1,188029,11657,2443,2354,1139,2442,2350,1132,90,100,0,501,2708;
@400000005e73261d32d95d65 #d,-,18,2441,2351,1137,234,1,187989,11655,2442,2354,1139,2441,2351,1134,89,100,0,501,2715;
@400000005e73261d32e3060f #d,-,18,2441,2351,1134,235,1,188006,11656,2441,2354,1139,2441,2350,1132,89,100,0,501,2713;
@400000005e73261f32f30f54 #d,-,18,2440,2353,1134,235,1,187908,11650,2441,2354,1140,2440,2350,1134,89,100,0,501,2713;
@400000005e73261f32fc90e0 #d,-,18,2440,2353,1135,236,1,187868,11647,2440,2354,1140,2440,2352,1132,89,100,0,501,2713;
@400000005e732621330cadb3 #d,-,18,2440,2352,1135,237,1,187828,11645,2440,2354,1139,2440,2352,1132,89,100,0,501,2713;
@400000005e73262133164776 #d,-,18,2439,2352,1137,237,1,187789,11642,2440,2354,1137,2439,2352,1130,89,100,0,501,2713;
@400000005e73262333267b92 #d,-,18,2439,2352,1132,238,1,187749,11640,2439,2354,1138,2439,2352,1131,90,100,0,501,2708;
@400000005e73262333302f69 #d,-,18,2438,2353,1138,239,1,187710,11638,2439,2355,1139,2438,2352,1132,89,100,0,501,2711;
@400000005e732625333fe2ff #d,-,18,2437,2353,1136,239,1,187671,11635,2438,2355,1138,2437,2353,1133,89,100,0,501,2713;
@400000005e7326253349173e #d,-,18,2437,2353,1132,240,1,187631,11633,2437,2355,1137,2437,2353,1131,89,100,0,501,2715;
@400000005e7326273358d248 #d,-,18,2437,2352,1134,241,1,187592,11630,2437,2355,1137,2437,2352,1130,89,100,0,501,2708;
@400000005e7326273362501a #d,-,18,2436,2354,1132,241,1,187608,11631,2437,2354,1138,2436,2351,1131,89,100,0,501,2708;
@400000005e732629337203b1 #d,-,18,2436,2354,1139,242,1,187514,11625,2436,2355,1139,2436,2352,1129,89,100,0,501,2708;
@400000005e732629337b71ae #d,-,18,2435,2354,1133,243,1,187475,11623,2436,2355,1139,2435,2352,1130,89,100,0,501,2711;
@400000005e73262b338b7ead #d,-,18,2435,2354,1135,243,1,187437,11621,2435,2355,1137,2435,2352,1130,89,100,0,501,2711;
@400000005e73262b33952756 #d,-,18,2434,2354,1132,244,1,187454,11622,2435,2354,1137,2434,2352,1131,89,100,0,501,2708;
@400000005e73262d33a4a8a2 #d,-,18,2434,2353,1315,245,1,187379,11617,2434,2354,1315,2434,2351,1131,89,100,0,501,2708;
@400000005e73262d33ae48ea #d,-,18,2761,2353,1390,246,1,187475,11623,2761,2353,1433,2434,2351,1311,92,100,0,501,2971;
@400000005e73262f33bdf50d #d,-,18,3120,2352,1379,246,1,187560,11628,3120,2353,1406,2761,2351,1255,94,100,0,501,3317;
@400000005e73262f33c78de1 #d,-,18,2898,2354,1200,247,1,187592,11630,3120,2355,1379,2898,2351,1200,92,100,0,501,3147;
@400000005e73263133d81039 #d,-,18,2799,2353,1420,248,1,187725,11638,2898,2354,1420,2799,2351,1187,92,100,0,501,3014;
@400000005e73263133e1bc9c #d,-,18,3078,2353,1179,249,1,187800,11643,3078,2353,1433,2799,2351,1177,93,100,0,501,3299;
@400000005e73263333f16505 #d,-,18,2882,2352,1254,250,1,187793,11643,3078,2353,1369,2882,2349,1179,91,100,0,501,3144;
@400000005e73263333fada75 #d,-,18,2699,2351,1317,250,1,187834,11645,2882,2352,1384,2699,2350,1187,91,100,0,501,2962;
@400000005e732635340a6aa8 #d,-,18,3062,2352,1348,251,1,187937,11652,3062,2353,1434,2699,2349,1317,94,100,0,501,3232;
@400000005e73263534141351 #d,-,18,2928,2352,1301,252,1,188025,11657,3062,2353,1367,2928,2350,1163,92,100,0,501,3173;
@400000005e7326373424d8b7 #d,-,18,2751,2351,1385,253,1,187999,11655,2928,2354,1393,2751,2349,1149,90,100,0,501,3033;
@400000005e732637342ee32a #d,-,18,2902,2350,1402,254,1,188094,11661,2902,2352,1438,2751,2349,1311,94,100,0,501,3085;
@400000005e732639343eccc5 #d,-,18,3022,2351,1256,254,1,188142,11664,3022,2352,1414,2902,2349,1181,91,100,0,501,3289;
@400000005e73263934486a42 #d,-,18,2838,2353,1144,255,1,188148,11665,3022,2353,1302,2838,2350,1144,92,100,0,501,3059;
@400000005e73263b34587afa #d,-,18,2479,2351,1133,256,1,188110,11662,2838,2353,1144,2479,2351,1131,89,100,0,501,2777;
@400000005e73263b346223a3 #d,-,18,2474,2350,1138,257,1,188126,11663,2479,2353,1138,2474,2349,1130,91,100,0,501,2711;
@400000005e73263d347248d9 #d,-,18,2468,2350,1134,257,1,188088,11661,2474,2352,1139,2468,2349,1130,91,100,0,501,2708;
@400000005e73263d347bbf38 #d,-,18,2465,2350,1138,258,1,187998,11655,2468,2352,1139,2465,2349,1132,90,100,0,501,2711;
@400000005e73263f348b5e51 #d,-,18,2461,2351,1136,259,1,187961,11653,2465,2351,1138,2461,2349,1132,90,100,0,501,2711;
@400000005e73263f3495464f #d,-,18,2457,2352,1134,259,1,187923,11651,2461,2352,1138,2457,2350,1129,90,100,0,501,2711;
@400000005e73264134a4fd9f #d,-,18,2454,2350,1134,260,1,187886,11648,2457,2352,1138,2454,2349,1131,90,100,0,501,2706;
@400000005e73264134ae633a #d,-,18,2451,2349,1135,261,1,187849,11646,2454,2352,1137,2451,2349,1132,90,100,0,501,2708;
@400000005e73264334bd67ba #d,-,18,2449,2349,1137,261,1,187812,11644,2451,2352,1138,2449,2348,1132,90,100,0,501,2711;
@400000005e73264334c6b9c7 #d,-,18,2447,2349,1133,262,1,187775,11642,2449,2351,1138,2447,2349,1130,90,100,0,501,2708;
@400000005e73264534d6bf52 #d,-,18,2446,2351,1136,263,1,187739,11639,2447,2352,1138,2446,2349,1129,90,100,0,501,2708;
@400000005e73264534e083ec #d,-,18,2444,2351,1135,263,1,187703,11637,2446,2351,1138,2444,2349,1131,90,100,0,501,2706;
@400000005e73264734f0a479 #d,-,18,2443,2352,1138,264,1,187668,11635,2444,2352,1139,2443,2350,1133,90,100,0,501,2711;
@400000005e73264734fa60b2 #d,-,18,2441,2352,1138,265,1,187684,11636,2443,2352,1138,2441,2350,1133,90,100,0,501,2711;
@400000005e732649350ab478 #d,-,18,2441,2351,1132,265,1,187598,11631,2441,2352,1139,2441,2350,1132,90,100,0,501,2711;
@400000005e732649351439be #d,-,18,2440,2351,1138,266,1,187563,11628,2441,2351,1139,2440,2349,1132,89,100,0,501,2713;
@400000005e73264b3523c27d #d,-,18,2440,2350,1134,267,1,187529,11626,2440,2351,1139,2440,2349,1131,90,100,0,501,2708;
@400000005e73264b352dad46 #d,-,18,2439,2350,1137,267,1,187495,11624,2440,2350,1139,2439,2348,1132,89,100,0,501,2711;
@400000005e73264d353d70b2 #d,-,18,2439,2347,1137,268,1,187511,11625,2439,2350,1138,2439,2345,1131,90,100,0,501,2708;
@400000005e73264d3546e622 #d,-,18,2583,2346,1401,269,1,187516,11625,2583,2348,1401,2439,2344,1137,92,100,0,501,2789;
@400000005e73264f35563c97 #d,-,18,3058,2343,1260,270,1,187600,11631,3058,2346,1440,2583,2342,1260,93,100,0,501,3272;
@400000005e73264f355f775b #d,-,18,2996,2344,1258,270,1,187655,11634,3058,2345,1396,2996,2343,1258,92,100,0,501,3227;
@400000005e732651356ecdcf #d,-,18,2731,2343,1341,271,1,187701,11637,2996,2345,1410,2731,2340,1204,91,100,0,501,3000;
@400000005e73265135788dc1 #d,-,18,3070,2342,1395,272,1,187847,11646,3070,2344,1428,2731,2341,1337,94,100,0,501,3242;
@400000005e732653358848cb #d,-,18,2950,2345,1284,273,1,187834,11645,3070,2346,1395,2950,2341,1187,92,100,0,501,3192;
@400000005e7326533591e559 #d,-,18,2820,2345,1388,274,1,187870,11647,2950,2346,1389,2820,2343,1180,91,100,0,501,3078;
@400000005e73265535a248f5 #d,-,18,2906,2344,1407,275,1,187959,11653,2906,2346,1445,2820,2342,1319,93,100,0,501,3095;
@400000005e73265535abe671 #d,-,18,3008,2345,1259,275,1,188004,11656,3008,2345,1418,2906,2343,1168,91,100,0,501,3280;
@400000005e73265735bafd91 #d,-,18,2854,2344,1243,276,1,188017,11657,3008,2345,1307,2854,2344,1156,92,100,0,501,3069;
@400000005e73265735c49dd9 #d,-,18,2775,2343,1404,277,1,188151,11665,2854,2346,1435,2775,2343,1243,92,100,0,501,3005;
@400000005e73265935d4c6c8 #d,-,18,3116,2344,1375,278,1,188163,11666,3116,2347,1407,2775,2343,1193,94,100,0,501,3310;
@400000005e73265935dec166 #d,-,18,2817,2346,1163,279,1,188183,11667,3116,2347,1375,2817,2344,1163,91,100,0,501,3078;
@400000005e73265b35eee2e2 #d,-,18,2563,2348,1135,279,1,188148,11665,2817,2348,1163,2563,2345,1130,89,100,0,501,2855;
@400000005e73265b35f834ef #d,-,18,2433,2349,1134,280,1,188113,11663,2563,2349,1138,2433,2346,1130,89,100,0,501,2704;
@400000005e73265d3607ec3f #d,-,18,2433,2349,1138,281,1,188078,11660,2433,2349,1138,2433,2347,1133,89,100,0,501,2706;
@400000005e73265d36116dcb #d,-,18,2433,2347,1134,281,1,188043,11658,2433,2349,1140,2433,2347,1134,89,100,0,501,2708;
