@400000005e7324d82f4725e5 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e7324d91d991671 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e73265f3620b46a #d,-,18,2433,2348,1137,282,1,188008,11656,2433,2350,1139,2433,2347,1130,89,100,0,501,2708;
@400000005e73265f362a4d3e #d,-,18,2433,2349,1137,283,1,187974,11654,2433,2350,1138,2433,2348,1131,89,100,0,501,2708;
@400000005e732661363a6eba #d,-,18,2433,2350,1135,283,1,187940,11652,2433,2351,1139,2433,2348,1130,89,100,0,501,2708;
@400000005e7326613643fb73 #d,-,18,2433,2349,1138,284,1,187907,11650,2433,2351,1139,2433,2348,1132,89,100,0,501,2708;
@400000005e732663365400ff #d,-,18,2433,2347,1132,285,1,187873,11648,2433,2350,1141,2433,2347,1132,89,100,0,501,2711;
@400000005e732663365db20a #d,-,18,2434,2349,1138,285,1,187840,11646,2434,2351,1139,2433,2347,1131,89,100,0,501,2708;
@400000005e732665366df242 #d,-,18,2434,2349,1137,286,1,187808,11644,2434,2350,1139,2434,2349,1133,89,100,0,501,2711;
@400000005e73266536779289 #d,-,18,2434,2349,1137,287,1,187775,11642,2434,2351,1142,2434,2348,1132,89,100,0,501,2711;
@400000005e7326673687fd98 #d,-,18,2434,2348,1139,287,1,187742,11640,2434,2351,1139,2434,2348,1134,89,100,0,501,2713;
@400000005e73266736915093 #d,-,18,2435,2347,1135,288,1,187757,11640,2435,2349,1140,2434,2347,1128,89,100,0,501,2711;
@400000005e73266936a009a3 #d,-,18,2435,2348,1139,289,1,187678,11636,2435,2350,1139,2435,2347,1131,89,100,0,501,2706;
@400000005e73266936a99390 #d,-,18,2435,2349,1133,289,1,187645,11634,2435,2350,1139,2435,2347,1131,89,100,0,501,2706;
@400000005e73266b36b8ecd0 #d,-,18,2435,2348,1140,290,1,187614,11632,2435,2351,1140,2435,2348,1133,89,100,0,501,2708;
@400000005e73266b36c2adb1 #d,-,18,2435,2349,1134,291,1,187582,11630,2435,2352,1140,2435,2348,1131,89,100,0,501,2711;
@400000005e73266d36d28c1f #d,-,18,2436,2347,1136,291,1,187597,11631,2436,2352,1140,2435,2347,1133,89,100,0,501,2711;
@400000005e73266d36dc151e #d,-,18,2437,2348,1340,292,1,187579,11629,2437,2352,1409,2436,2347,1133,89,100,0,501,2713;
@400000005e73266f36ebb8df #d,-,18,3064,2351,1393,293,1,187668,11635,3064,2351,1420,2437,2348,1339,94,100,0,501,3230;
@400000005e73266f36f542cd #d,-,18,2934,2352,1287,294,1,187708,11637,3064,2353,1416,2934,2350,1152,92,100,0,501,3182;
@400000005e73267137062334 #d,-,18,2868,2351,1380,295,1,187734,11639,2934,2352,1380,2868,2350,1163,91,100,0,501,3126;
@400000005e7326713710059c #d,-,18,2865,2352,1391,295,1,187814,11644,2868,2352,1435,2865,2349,1310,93,100,0,501,3054;
@400000005e73267337203245 #d,-,18,3102,2353,1298,296,1,187866,11647,3102,2353,1410,2865,2351,1198,93,100,0,501,3329;
@400000005e7326733729a4ea #d,-,18,2817,2353,1191,297,1,187885,11648,3102,2354,1312,2817,2351,1185,92,100,0,501,3054;
@400000005e7326753738cf99 #d,-,18,2815,2352,1430,298,1,187960,11653,2817,2353,1434,2815,2351,1191,92,100,0,501,3033;
@400000005e732675374254de #d,-,18,3098,2352,1328,299,1,188015,11656,3098,2353,1430,2815,2350,1169,93,100,0,501,3299;
@400000005e7326773751dd9e #d,-,18,2813,2354,1188,299,1,188087,11661,3098,2354,1358,2813,2351,1188,91,100,0,501,3083;
@400000005e732677375b5b70 #d,-,18,2723,2352,1393,300,1,188088,11661,2813,2354,1401,2723,2351,1145,92,100,0,501,2950;
@400000005e732679376a47b9 #d,-,18,3074,2354,1179,301,1,188156,11665,3074,2354,1437,2723,2351,1179,93,100,0,501,3289;
@400000005e73267937733ca3 #d,-,18,2900,2353,1270,302,1,188192,11667,3074,2354,1358,2900,2351,1165,92,100,0,501,3147;
@400000005e73267b37835d31 #d,-,18,2697,2353,1139,302,1,188216,11669,2900,2354,1270,2697,2352,1121,90,100,0,501,2976;
@400000005e73267b378d0e3c #d,-,18,2431,2354,1138,303,1,188138,11664,2697,2354,1139,2431,2351,1130,89,100,0,501,2718;
@400000005e73267d379cb5b7 #d,-,18,2431,2355,1130,304,1,188106,11662,2431,2355,1138,2431,2352,1129,89,100,0,501,2711;
@400000005e73267d37a623b4 #d,-,18,2431,2354,1136,304,1,188074,11660,2431,2355,1136,2431,2352,1130,89,100,0,501,2708;
@400000005e73267f37b52aff #d,-,18,2431,2355,1133,305,1,188042,11658,2431,2355,1138,2431,2353,1130,89,100,0,501,2708;
@400000005e73267f37becc35 #d,-,18,2431,2355,1135,306,1,188010,11656,2431,2355,1138,2431,2353,1132,89,100,0,501,2713;
@400000005e73268137ce6883 #d,-,18,2432,2356,1132,306,1,187978,11654,2432,2356,1139,2431,2352,1127,89,100,0,501,2711;
@400000005e73268137d7ea0f #d,-,18,2432,2354,1134,307,1,187947,11652,2432,2356,1137,2432,2352,1131,89,100,0,501,2713;
@400000005e73268337e821e5 #d,-,18,2433,2354,1136,308,1,187916,11650,2433,2354,1137,2432,2352,1131,89,100,0,501,2711;
@400000005e73268337f1a819 #d,-,18,2433,2355,1134,308,1,187886,11648,2433,2355,1137,2433,2352,1131,89,100,0,501,2711;
@400000005e73268538013fbf #d,-,18,2433,2354,1136,309,1,187855,11647,2433,2355,1138,2433,2353,1130,89,100,0,501,2713;
@400000005e732685380b69dc #d,-,18,2433,2354,1133,310,1,187868,11647,2433,2355,1137,2433,2352,1130,89,100,0,501,2708;
@400000005e732687381b9df9 #d,-,18,2434,2354,1137,310,1,187794,11643,2434,2354,1138,2433,2352,1132,89,100,0,501,2713;
@400000005e732687382552bd #d,-,18,2434,2353,1137,311,1,187764,11641,2434,2354,1138,2434,2352,1132,89,100,0,501,2711;
@400000005e732689383534e5 #d,-,18,2434,2354,1133,312,1,187734,11639,2434,2354,1140,2434,2352,1133,89,100,0,501,2713;
@400000005e732689383eb671 #d,-,18,2435,2353,1136,312,1,187704,11637,2435,2355,1138,2434,2352,1130,89,100,0,501,2713;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
