@400000005e5e06ef1ed98db7 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e5e06f00d371663 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e5e0ca5227d6bfe #d,-,18,4509,2396,1935,1596,9,283391,17570,4509,2396,1952,4506,2395,1932,96,100,0,500,4692;
@400000005e5e0ca7228ba842 #d,-,18,4513,2395,1956,1598,9,283420,17572,4513,2396,1956,4509,2395,1926,96,100,0,500,4697;
@400000005e5e0ca72294a948 #d,-,18,4515,2395,1929,1599,9,283449,17573,4515,2396,1957,4513,2394,1928,96,100,0,500,4690;
@400000005e5e0ca922a2e946 #d,-,18,4517,2394,1952,1600,9,283478,17575,4517,2395,1953,4515,2393,1922,96,100,0,500,4690;
@400000005e5e0ca922ac1d85 #d,-,18,4518,2395,1930,1601,9,283506,17577,4518,2395,1954,4517,2393,1930,96,100,0,500,4687;
@400000005e5e0cab22bbd88f #d,-,18,4521,2396,1948,1603,9,283535,17579,4521,2396,1951,4518,2395,1930,96,100,0,500,4692;
@400000005e5e0cab22c5df48 #d,-,18,4521,2396,1930,1604,9,283583,17582,4521,2396,1949,4521,2395,1930,96,100,0,500,4687;
@400000005e5e0cad22d4bf76 #d,-,18,4523,2396,1945,1605,9,283612,17583,4523,2397,1949,4521,2396,1929,96,100,0,500,4690;
@400000005e5e0cad22deb2a1 #d,-,18,4523,2395,1930,1606,9,283621,17584,4523,2397,1946,4523,2395,1929,96,100,0,500,4685;
@400000005e5e0caf22eded25 #d,-,18,4524,2393,1947,1608,9,283669,17587,4524,2395,1947,4523,2393,1930,96,100,0,500,4690;
@400000005e5e0caf22f7d07b #d,-,18,4525,2394,1930,1609,9,283697,17589,4525,2395,1951,4524,2393,1927,96,100,0,500,4690;
@400000005e5e0cb123074965 #d,-,18,4526,2394,1944,1610,9,283706,17589,4526,2395,1945,4525,2394,1928,96,100,0,500,4690;
@400000005e5e0cb123117eaf #d,-,18,4526,2394,1934,1611,9,283754,17592,4526,2395,1947,4526,2393,1929,96,100,0,500,4690;
@400000005e5e0cb32321781f #d,-,18,4527,2396,1941,1613,10,283782,17594,4527,2396,1944,4526,2393,1931,96,100,0,500,4687;
@400000005e5e0cb3232bebd0 #d,-,18,4527,2396,1934,1614,10,283811,17596,4527,2397,1944,4527,2396,1931,96,100,0,500,4687;
@400000005e5e0cb5233b8bd8 #d,-,18,4528,2394,1941,1615,10,283820,17596,4528,2396,1942,4527,2394,1934,96,100,0,500,4690;
@400000005e5e0cb5234572e7 #d,-,18,4527,2396,1934,1616,10,283848,17598,4528,2396,1949,4527,2394,1928,96,100,0,500,4685;
@400000005e5e0cb7235516a9 #d,-,18,4528,2394,1944,1618,10,283876,17600,4528,2397,1944,4527,2394,1934,96,100,0,500,4692;
@400000005e5e0cb7235f0d8d #d,-,18,4528,2396,1944,1619,10,283905,17602,4528,2397,1945,4528,2394,1934,96,100,0,500,4687;
@400000005e5e0cb9236e5073 #d,-,18,4531,2394,1945,1620,10,283934,17603,4531,2396,1954,4528,2394,1939,96,100,0,500,4704;
@400000005e5e0cb9237842af #d,-,18,4532,2397,1940,1621,10,283963,17605,4532,2397,1949,4531,2394,1938,96,100,0,500,4702;
@400000005e5e0cbb2387a451 #d,-,18,4534,2396,1952,1623,10,283991,17607,4534,2397,1952,4532,2394,1935,96,100,0,500,4702;
@400000005e5e0cbb23918034 #d,-,18,4535,2394,1944,1624,10,284020,17609,4535,2396,1953,4534,2393,1938,96,100,0,500,4699;
@400000005e5e0cbd23a185bf #d,-,18,4536,2396,1948,1625,10,284048,17611,4536,2396,1951,4535,2393,1937,96,100,0,500,4706;
@400000005e5e0cbd23ac049d #d,-,18,4537,2395,1943,1626,10,284077,17612,4537,2396,1952,4536,2394,1938,96,100,0,500,4699;
@400000005e5e0cbf23bbe7b3 #d,-,18,4538,2396,1949,1628,10,284106,17614,4538,2396,1949,4537,2394,1936,96,100,0,500,4697;
@400000005e5e0cbf23c5ab5e #d,-,18,4538,2395,1941,1629,10,284134,17616,4538,2396,1951,4538,2394,1938,96,100,0,500,4699;
@400000005e5e0cc123d34b2c #d,-,18,4539,2395,1953,1630,10,284162,17618,4539,2396,1956,4538,2394,1931,96,100,0,500,4702;
@400000005e5e0cc123dc38a3 #d,-,18,4539,2394,1933,1631,10,284191,17619,4539,2396,1965,4539,2394,1929,96,100,0,500,4704;
@400000005e5e0cc323e98edd #d,-,18,4540,2393,1950,1633,10,284219,17621,4540,2394,1958,4539,2393,1933,96,100,0,500,4704;
@400000005e5e0cc323f268c6 #d,-,18,4540,2395,1937,1634,10,284248,17623,4540,2395,1955,4540,2393,1937,96,100,0,500,4699;
@400000005e5e0cc52401c206 #d,-,18,4541,2395,1943,1635,10,284276,17625,4541,2395,1953,4540,2395,1936,96,100,0,500,4699;
@400000005e5e0cc5240bc8bf #d,-,18,4540,2393,1942,1637,10,284304,17626,4541,2395,1951,4540,2392,1939,96,100,0,500,4699;
@400000005e5e0cc7241afe9b #d,-,18,4541,2392,1941,1638,10,284332,17628,4541,2393,1953,4540,2391,1937,96,100,0,500,4699;
@400000005e5e0cc7242493b6 #d,-,18,4541,2392,1943,1639,10,284361,17630,4541,2393,1955,4541,2392,1937,96,100,0,500,4702;
@400000005e5e0cc924330f4e #d,-,18,4541,2393,1941,1640,10,284389,17632,4541,2394,1950,4541,2392,1937,96,100,0,500,4697;
@400000005e5e0cc9243c90da #d,-,18,4541,2394,1945,1642,10,284436,17635,4541,2394,1955,4541,2393,1939,96,100,0,500,4702;
@400000005e5e0ccb244babb4 #d,-,18,4541,2393,1944,1643,10,284445,17635,4541,2394,1951,4541,2392,1937,96,100,0,500,4697;
@400000005e5e0ccb2455545d #d,-,18,4541,2393,1945,1644,10,284473,17637,4541,2394,1954,4541,2392,1939,96,100,0,500,4702;
@400000005e5e0ccd2464be61 #d,-,18,4542,2393,1939,1645,10,284520,17640,4542,2393,1953,4541,2392,1937,96,100,0,500,4702;
@400000005e5e0ccd246e959b #d,-,18,4543,2395,1951,1647,10,284548,17642,4543,2396,1954,4542,2393,1935,96,100,0,500,4704;
@400000005e5e0ccf247db42f #d,-,18,4543,2395,1940,1648,10,284576,17643,4543,2395,1951,4543,2394,1937,96,100,0,500,4702;
@400000005e5e0ccf2487bea2 #d,-,18,4544,2394,1948,1649,10,284605,17645,4544,2396,1952,4543,2394,1939,96,100,0,500,4704;
@400000005e5e0cd124974761 #d,-,18,4543,2394,1942,1650,10,284613,17646,4544,2395,1952,4543,2393,1939,96,100,0,500,4699;
@400000005e5e0cd124a11ae2 #d,-,18,4544,2395,1950,1652,10,284642,17647,4544,2395,1956,4543,2393,1941,96,100,0,500,4709;
@400000005e5e0cd324b04a39 #d,-,18,4545,2395,1943,1653,10,284670,17649,4545,2396,1955,4544,2395,1941,96,100,0,500,4704;
@400000005e5e0cd324ba4891 #d,-,18,4545,2395,1950,1654,10,284698,17651,4545,2396,1953,4545,2395,1940,96,100,0,500,4711;
@400000005e5e0cd524c97ab3 #d,-,18,4546,2394,1942,1655,10,284726,17653,4546,2395,1952,4545,2393,1937,96,100,0,500,4702;
@400000005e5e0cd524d36a24 #d,-,18,4546,2392,1950,1657,10,284754,17654,4546,2395,1951,4546,2392,1940,96,100,0,500,4709;
@400000005e5e0cd724e36394 #d,-,18,4546,2394,1945,1658,10,284782,17656,4546,2394,1952,4546,2391,1942,96,100,0,500,4702;
@400000005e5e0cd724ede71a #d,-,18,4547,2394,1953,1659,10,284810,17658,4547,2394,1953,4546,2393,1943,96,100,0,500,4709;
@400000005e5e0cd924fdcdea #d,-,18,4547,2394,1941,1661,10,284838,17659,4547,2394,1953,4547,2391,1940,96,100,0,500,4709;
@400000005e5e0cd92507b051 #d,-,18,4548,2393,1955,1662,10,284866,17661,4548,2395,1957,4547,2393,1941,96,100,0,500,4711;
@400000005e5e0cdb2517030c #d,-,18,4549,2391,1942,1663,10,284894,17663,4549,2393,1956,4548,2391,1941,96,100,0,500,4709;
@400000005e5e0cdb2520e573 #d,-,18,4550,2391,1954,1664,10,284922,17665,4550,2392,1955,4549,2391,1942,96,100,0,500,4711;
@400000005e5e0cdd25305330 #d,-,18,4549,2392,1944,1666,10,284949,17666,4550,2392,1954,4549,2391,1942,96,100,0,500,4706;
@400000005e5e0cdd253a2e24 #d,-,18,4550,2393,1950,1667,10,284977,17668,4550,2393,1954,4549,2392,1944,96,100,0,500,4713;
@400000005e5e0cdf254a4be7 #d,-,18,4551,2391,1944,1668,10,285005,17670,4551,2393,1954,4550,2390,1944,96,100,0,500,4706;
@400000005e5e0cdf25541f67 #d,-,18,4551,2390,1953,1669,10,285033,17672,4551,2391,1953,4551,2390,1943,96,100,0,500,4711;
@400000005e5e0ce125638109 #d,-,18,4551,2392,1946,1671,10,285061,17673,4551,2392,1953,4551,2389,1945,96,100,0,500,4709;
@400000005e5e0ce1256d8a8e #d,-,18,4551,2392,1954,1672,10,285089,17675,4551,2393,1954,4551,2392,1944,96,100,0,500,4711;
@400000005e5e0ce3257d987b #d,-,18,4551,2393,1943,1673,10,285135,17678,4551,2393,1954,4551,2392,1943,96,100,0,500,4706;
@400000005e5e0ce32588431e #d,-,18,4552,2394,1949,1674,10,285144,17678,4552,2394,1953,4551,2392,1942,96,100,0,500,4709;
@400000005e5e0ce52597d70b #d,-,18,4551,2394,1943,1676,10,285171,17680,4552,2395,1951,4551,2394,1943,96,100,0,500,4704;
@400000005e5e0ce525a1c67c #d,-,18,4551,2394,1949,1677,10,285217,17683,4551,2395,1953,4551,2394,1941,96,100,0,500,4709;
@400000005e5e0ce725b18186 #d,-,18,4551,2392,1944,1678,10,285245,17685,4551,2394,1953,4551,2392,1944,96,100,0,500,4709;
@400000005e5e0ce725bbaf5d #d,-,18,4551,2393,1947,1679,10,285253,17685,4551,2393,1953,4551,2392,1943,96,100,0,500,4711;
@400000005e5e0ce925cb2fbb #d,-,18,4551,2392,1944,1681,10,285281,17687,4551,2393,1952,4551,2392,1942,96,100,0,500,4706;
@400000005e5e0ce925d56505 #d,-,18,4550,2392,1945,1682,10,285308,17689,4551,2393,1951,4550,2392,1941,96,100,0,500,4706;
@400000005e5e0ceb25e55abb #d,-,18,4550,2392,1944,1683,10,285335,17690,4550,2392,1951,4550,2391,1942,96,100,0,500,4704;
@400000005e5e0ceb25ef2e3c #d,-,18,4550,2393,1946,1685,10,285363,17692,4550,2394,1952,4550,2392,1939,96,100,0,500,4706;
@400000005e5e0ced25fe6c7a #d,-,18,4550,2392,1945,1686,10,285390,17694,4550,2393,1949,4550,2392,1943,96,100,0,500,4706;
@400000005e5e0ced2608485c #d,-,18,4550,2392,1943,1687,10,285435,17697,4550,2393,1949,4550,2391,1942,96,100,0,500,4706;
@400000005e5e0cef2617b171 #d,-,18,4550,2392,1947,1688,10,285444,17697,4550,2393,1952,4550,2392,1943,96,100,0,500,4706;
@400000005e5e0cef2621fe04 #d,-,18,4550,2393,1945,1690,10,285471,17699,4550,2393,1951,4550,2392,1944,96,100,0,500,4709;
@400000005e5e0cf1263186c4 #d,-,18,4550,2390,1949,1691,10,285498,17700,4550,2393,1955,4550,2389,1941,96,100,0,500,4706;
@400000005e5e0cf1263b5a44 #d,-,18,4549,2390,1945,1692,10,285543,17703,4550,2390,1952,4549,2389,1941,96,100,0,500,4706;
@400000005e5e0cf32649f0df #d,-,18,4549,2389,1947,1693,10,285552,17704,4549,2390,1953,4549,2389,1943,96,100,0,500,4706;
@400000005e5e0cf32653d07b #d,-,18,4549,2389,1944,1695,10,285597,17707,4549,2390,1950,4549,2389,1944,96,100,0,500,4702;
@400000005e5e0cf526640497 #d,-,18,4549,2390,1950,1696,10,285605,17707,4549,2390,1950,4549,2389,1944,96,100,0,500,4702;
@400000005e5e0cf5266deba6 #d,-,18,4549,2390,1955,1697,10,285633,17709,4549,2391,1957,4549,2390,1949,96,100,0,500,4709;
@400000005e5e0cf7267e0d22 #d,-,18,4552,2392,1956,1698,10,285679,17712,4552,2392,1963,4549,2390,1952,96,100,0,500,4728;
@400000005e5e0cf7268849e0 #d,-,18,4554,2391,1956,1700,10,285688,17712,4554,2392,1959,4552,2391,1952,96,100,0,500,4723;
@400000005e5e0cf92697512b #d,-,18,4555,2391,1955,1701,10,285716,17714,4555,2391,1958,4554,2391,1952,96,100,0,500,4721;
@400000005e5e0cf926a13481 #d,-,18,4556,2390,1958,1702,10,285762,17717,4556,2391,1961,4555,2389,1952,96,100,0,500,4723;
@400000005e5e0cfb26b0a23e #d,-,18,4558,2389,1959,1704,10,285771,17717,4558,2390,1962,4556,2389,1949,96,100,0,500,4723;
@400000005e5e0cfb26bac3fa #d,-,18,4559,2390,1956,1705,10,285817,17720,4559,2390,1961,4558,2389,1951,96,100,0,500,4723;
@400000005e5e0cfd26ca20f4 #d,-,18,4560,2391,1957,1706,10,285826,17721,4560,2391,1961,4559,2390,1949,96,100,0,500,4725;
@400000005e5e0cfd26d3f0bb #d,-,18,4561,2393,1956,1707,10,285853,17722,4561,2393,1960,4560,2391,1949,96,100,0,500,4723;
@400000005e5e0cff26e425c5 #d,-,18,4562,2392,1955,1708,10,285880,17724,4562,2393,1960,4561,2391,1945,96,100,0,500,4725;
@400000005e5e0cff26ee1448 #d,-,18,4562,2392,1954,1710,10,285908,17726,4562,2392,1958,4562,2391,1949,96,100,0,500,4723;
@400000005e5e0d0126fd0cad #d,-,18,4563,2392,1888,1711,10,285933,17727,4563,2393,1964,4562,2391,1888,96,100,0,500,4721;
@400000005e5e0d0127065aff #d,-,18,4260,2394,1503,1712,10,285925,17727,4563,2394,1888,4260,2392,1503,95,100,0,500,4484;
@400000005e5e0d0327138a1c #d,-,18,3170,2395,1186,1713,10,285860,17723,4260,2396,1503,3170,2394,1093,90,100,0,500,3521;
@400000005e5e0d03271c8b22 #d,-,18,2627,2394,1181,1713,10,285797,17719,3170,2395,1197,2627,2393,1179,90,100,0,500,2898;
@400000005e5e0d05272a13a7 #d,-,18,2624,2394,1176,1714,10,285733,17715,2627,2394,1185,2624,2393,1176,91,100,0,500,2877;
@400000005e5e0d052732e174 #d,-,18,2620,2396,1168,1715,10,285668,17711,2624,2396,1177,2620,2393,1168,91,100,0,500,2860;
@400000005e5e0d072740725b #d,-,18,2614,2396,1164,1716,10,285603,17707,2620,2396,1171,2614,2394,1164,91,100,0,500,2851;
@400000005e5e0d072749a1f2 #d,-,18,2553,2394,1160,1716,10,285537,17703,2614,2396,1164,2553,2393,1158,90,100,0,500,2834;
@400000005e5e0d092757abeb #d,-,18,2551,2394,1160,1717,10,285471,17699,2553,2394,1161,2551,2393,1157,90,100,0,500,2822;
@400000005e5e0d09276084e5 #d,-,18,2549,2395,1157,1718,10,285404,17695,2551,2395,1160,2549,2393,1154,90,100,0,500,2820;
@400000005e5e0d0b276e31bd #d,-,18,2547,2395,1153,1718,10,285337,17690,2549,2396,1157,2547,2394,1152,90,100,0,500,2808;
@400000005e5e0d0b277768c7 #d,-,18,2544,2394,1148,1719,10,285270,17686,2547,2396,1156,2544,2393,1148,90,100,0,500,2808;
@400000005e5e0d0d278572c0 #d,-,18,2540,2393,1145,1720,10,285203,17682,2544,2394,1151,2540,2392,1145,90,100,0,500,2796;
@400000005e5e0d0d278e4bba #d,-,18,2536,2393,1140,1720,10,285136,17678,2540,2395,1149,2536,2393,1137,90,100,0,500,2789;
@400000005e5e0d0f279b8339 #d,-,18,2531,2392,1147,1721,10,285068,17674,2536,2394,1147,2531,2392,1140,91,100,0,500,2777;
@400000005e5e0d0f27a47824 #d,-,18,2528,2393,1145,1722,10,285019,17671,2531,2394,1147,2528,2392,1144,90,100,0,500,2784;
@400000005e5e0d1127b279bb #d,-,18,2525,2392,1142,1723,10,284952,17667,2528,2394,1146,2525,2392,1141,90,100,0,500,2784;
@400000005e5e0d1127bb5b17 #d,-,18,2521,2390,1142,1723,10,284884,17662,2525,2392,1144,2521,2390,1138,90,100,0,500,2775;
@400000005e5e0d1327c8a9de #d,-,18,2517,2391,1139,1724,10,284816,17658,2521,2391,1145,2517,2390,1137,90,100,0,500,2777;
@400000005e5e0d1327d1c13e #d,-,18,2513,2395,1137,1725,10,284748,17654,2517,2396,1140,2513,2391,1136,90,100,0,500,2770;
@400000005e5e0d1527dfe280 #d,-,18,2509,2396,1139,1725,10,284662,17649,2513,2396,1140,2509,2395,1137,90,100,0,500,2770;
@400000005e5e0d1527e8a166 #d,-,18,2506,2394,1142,1726,10,284595,17644,2509,2396,1142,2506,2394,1136,90,100,0,500,2770;
@400000005e5e0d1727f64d4f #d,-,18,2503,2392,1138,1727,10,284527,17640,2506,2394,1142,2503,2392,1135,90,100,0,500,2770;
@400000005e5e0d1727ff8459 #d,-,18,2501,2391,1138,1727,10,284460,17636,2503,2393,1141,2501,2391,1137,90,100,0,500,2770;
@400000005e5e0d19280d2c89 #d,-,18,2499,2391,1134,1728,10,284392,17632,2501,2392,1140,2499,2391,1133,90,100,0,500,2770;
@400000005e5e0d192815e30d #d,-,18,2496,2393,1134,1729,10,284324,17628,2499,2394,1137,2496,2391,1129,90,100,0,500,2758;
@400000005e5e0d1b282382db #d,-,18,2494,2394,1134,1729,10,284257,17623,2496,2394,1136,2494,2392,1133,90,100,0,500,2761;
@400000005e5e0d1b282ccaa9 #d,-,18,2491,2394,1136,1730,10,284189,17619,2494,2394,1137,2491,2393,1132,90,100,0,500,2761;
@400000005e5e0d1d283b0333 #d,-,18,2489,2393,1132,1731,10,284122,17615,2491,2395,1136,2489,2393,1129,90,100,0,500,2761;
@400000005e5e0d1d2843c4e4 #d,-,18,2486,2394,1129,1732,10,284054,17611,2489,2395,1133,2486,2393,1126,90,100,0,500,2753;
@400000005e5e0d1f285170cd #d,-,18,2484,2396,1128,1732,10,283986,17607,2486,2396,1135,2484,2394,1128,90,100,0,500,2751;
@400000005e5e0d1f285ab3f3 #d,-,18,2482,2394,1129,1733,10,283918,17602,2484,2396,1131,2482,2394,1127,90,100,0,500,2749;
@400000005e5e0d212868e8c4 #d,-,18,2479,2395,1130,1734,10,283851,17598,2482,2396,1130,2479,2394,1126,90,100,0,500,2749;
@400000005e5e0d212871a302 #d,-,18,2477,2395,1129,1734,10,283783,17594,2479,2395,1130,2477,2395,1128,90,100,0,500,2749;
@400000005e5e0d23287ee967 #d,-,18,2475,2395,1130,1735,10,283715,17590,2477,2395,1131,2475,2394,1128,90,100,0,500,2746;
@400000005e5e0d232887f689 #d,-,18,2473,2395,1125,1736,10,283647,17586,2475,2396,1130,2473,2395,1125,89,100,0,500,2749;
@400000005e5e0d2528961322 #d,-,18,2470,2397,1122,1736,10,283597,17583,2473,2398,1125,2470,2395,1121,90,100,0,500,2742;
@400000005e5e0d25289ee597 #d,-,18,2466,2395,1123,1737,10,283529,17578,2470,2397,1125,2466,2395,1121,90,100,0,500,2737;
@400000005e5e0d2728ac372a #d,-,18,2464,2399,1123,1738,10,283461,17574,2466,2399,1125,2464,2395,1121,90,100,0,500,2734;
@400000005e5e0d2728b53476 #d,-,18,2462,2398,1122,1738,10,283376,17569,2464,2399,1125,2462,2398,1121,89,100,0,500,2737;
@400000005e5e0d2928c35110 #d,-,18,2460,2397,1123,1739,10,283308,17565,2462,2398,1126,2460,2396,1121,89,100,0,500,2737;
@400000005e5e0d2928cc0794 #d,-,18,2459,2397,1125,1740,10,283240,17560,2460,2398,1126,2459,2396,1123,89,100,0,500,2739;
@400000005e5e0d2b28d9565b #d,-,18,2457,2398,1126,1740,10,283173,17556,2459,2399,1128,2457,2397,1123,89,100,0,500,2742;
@400000005e5e0d2b28e28d66 #d,-,18,2457,2400,1124,1741,10,283106,17552,2457,2400,1128,2457,2398,1123,89,100,0,500,2742;
@400000005e5e0d2d28f031db #d,-,18,2456,2400,1123,1742,10,283039,17548,2457,2400,1128,2456,2399,1123,89,100,0,500,2746;
@400000005e5e0d2d28f8efd3 #d,-,18,2456,2400,1126,1742,10,282971,17544,2456,2400,1127,2456,2400,1122,89,100,0,500,2744;
@400000005e5e0d2f29027519 #d,-,18,2455,2399,1126,1743,10,282905,17540,2456,2400,1127,2455,2399,1122,89,100,0,500,2744;
@400000005e5e0d2f290730bf #d,-,18,2647,2397,1557,1744,10,282875,17538,2647,2399,1701,2455,2396,1122,93,100,0,500,2829;
@400000005e5e0d312915d9fa #d,-,18,3527,2395,2131,1745,10,282877,17538,3527,2398,2385,2647,2394,1349,93,100,0,500,3773;
@400000005e5e0d31291fb996 #d,-,18,4541,2395,1909,1746,10,282912,17540,4541,2397,2131,3527,2394,1909,95,100,0,500,4732;
@400000005e5e0d33292f9804 #d,-,18,4675,2394,1917,1748,10,282938,17542,4675,2395,2034,4541,2394,1869,95,100,0,500,4910;
@400000005e5e0d33293a2b5f #d,-,18,4425,2394,1804,1749,10,282958,17543,4675,2394,1917,4425,2393,1790,96,100,0,500,4590;
@400000005e5e0d352949fdb1 #d,-,18,4422,2393,1914,1750,10,282981,17544,4425,2394,1970,4422,2392,1804,96,100,0,500,4569;
@400000005e5e0d35295400b1 #d,-,18,4421,2394,1889,1751,10,283003,17546,4422,2395,1914,4421,2393,1881,96,100,0,500,4578;
@400000005e5e0d372963ea4c #d,-,18,4423,2395,1912,1753,10,283025,17547,4423,2395,1912,4421,2393,1889,96,100,0,500,4593;
@400000005e5e0d37296ea4c4 #d,-,18,4424,2395,1897,1754,10,283047,17548,4424,2395,1919,4423,2395,1891,96,100,0,500,4597;
@400000005e5e0d39297e8332 #d,-,18,4428,2394,1920,1755,10,283070,17550,4428,2395,1923,4424,2394,1894,96,100,0,500,4609;
@400000005e5e0d392988cfc5 #d,-,18,4429,2394,1893,1756,10,283093,17551,4429,2394,1939,4428,2393,1881,96,100,0,500,4604;
@400000005e5e0d3b29986fcd #d,-,18,4434,2393,1925,1758,10,283116,17553,4434,2395,1944,4429,2392,1880,95,100,0,500,4619;
@400000005e5e0d3b29a29189 #d,-,18,4436,2392,1906,1759,10,283139,17554,4436,2393,1926,4434,2392,1895,96,100,0,500,4614;
@400000005e5e0d3d29b0ca13 #d,-,18,4440,2392,1908,1760,10,283162,17556,4440,2393,1936,4436,2392,1889,96,100,0,500,4619;
@400000005e5e0d3d29b9d28c #d,-,18,4443,2393,1918,1761,10,283187,17557,4443,2393,1942,4440,2391,1896,95,100,0,500,4633;
@400000005e5e0d3f29c8a78d #d,-,18,4447,2393,1916,1762,10,283210,17559,4447,2393,1931,4443,2391,1906,96,100,0,500,4630;
@400000005e5e0d3f29d25c52 #d,-,18,4451,2392,1920,1764,10,283235,17560,4451,2394,1930,4447,2392,1916,95,100,0,500,4647;
@400000005e5e0d4129e0df5d #d,-,18,4455,2392,1918,1765,10,283259,17562,4455,2393,1926,4451,2392,1911,96,100,0,500,4638;
@400000005e5e0d4129ea1a21 #d,-,18,4459,2394,1920,1766,10,283283,17563,4459,2394,1950,4455,2392,1900,95,100,0,500,4647;
@400000005e5e0d4329f7e5b4 #d,-,18,4463,2394,1913,1767,10,283307,17565,4463,2394,1940,4459,2394,1904,96,100,0,500,4642;
@400000005e5e0d432a011192 #d,-,18,4465,2394,1923,1769,10,283332,17566,4465,2394,1940,4463,2393,1910,96,100,0,500,4647;
@400000005e5e0d452a0f5549 #d,-,18,4469,2393,1918,1770,10,283356,17568,4469,2394,1955,4465,2393,1902,96,100,0,500,4645;
@400000005e5e0d452a187151 #d,-,18,4474,2394,1931,1771,10,283381,17569,4474,2394,1948,4469,2393,1918,95,100,0,500,4671;
@400000005e5e0d472a27d2f3 #d,-,18,4477,2394,1918,1772,10,283406,17571,4477,2395,1939,4474,2393,1918,96,100,0,500,4657;
@400000005e5e0d472a32233f #d,-,18,4480,2394,1936,1774,11,283431,17572,4480,2394,1942,4477,2393,1917,96,100,0,500,4664;
@400000005e5e0d492a41bf8e #d,-,18,4482,2394,1918,1775,11,283455,17574,4482,2394,1946,4480,2394,1913,96,100,0,500,4654;
@400000005e5e0d492a4bba2c #d,-,18,4486,2394,1955,1776,11,283480,17575,4486,2394,1958,4482,2393,1899,96,100,0,500,4671;
@400000005e5e0d4b2a5b46a5 #d,-,18,4486,2392,1920,1777,11,283505,17577,4486,2394,1955,4486,2392,1909,96,100,0,500,4652;
@400000005e5e0d4b2a65c2b7 #d,-,18,4490,2391,1955,1779,11,283530,17578,4490,2393,1955,4486,2391,1909,96,100,0,500,4671;
@400000005e5e0d4d2a754f30 #d,-,18,4491,2391,1919,1780,11,283554,17580,4491,2392,1955,4490,2391,1916,96,100,0,500,4659;
@400000005e5e0d4d2a7f4d88 #d,-,18,4494,2391,1946,1781,11,283579,17581,4494,2392,1947,4491,2391,1917,96,100,0,500,4668;
@400000005e5e0d4f2a8eddbb #d,-,18,4494,2391,1925,1782,11,283604,17583,4494,2391,1952,4494,2390,1913,96,100,0,500,4657;
@400000005e5e0d4f2a98e82e #d,-,18,4498,2390,1960,1784,11,283629,17585,4498,2391,1962,4494,2390,1917,96,100,0,500,4678;
@400000005e5e0d512aa8edb9 #d,-,18,4500,2391,1926,1785,11,283655,17586,4500,2391,1960,4498,2389,1922,96,100,0,500,4678;
@400000005e5e0d512ab32304 #d,-,18,4504,2391,1946,1786,11,283680,17588,4504,2392,1955,4500,2391,1926,96,100,0,500,4687;
@400000005e5e0d532ac26d5d #d,-,18,4506,2390,1934,1788,11,283705,17589,4506,2392,1949,4504,2390,1930,96,100,0,500,4676;
@400000005e5e0d532acc82fd #d,-,18,4508,2390,1950,1789,11,283730,17591,4508,2391,1950,4506,2390,1922,96,100,0,500,4680;
@400000005e5e0d552adc3ef6 #d,-,18,4509,2388,1925,1790,11,283756,17592,4509,2390,1961,4508,2388,1916,96,100,0,500,4676;
@400000005e5e0d552ae65c09 #d,-,18,4511,2388,1947,1791,11,283780,17594,4511,2389,1975,4509,2387,1900,96,100,0,500,4668;
@400000005e5e0d572af63a77 #d,-,18,4511,2392,1929,1793,11,283805,17595,4511,2392,1955,4511,2388,1925,96,100,0,500,4680;
@400000005e5e0d572b005879 #d,-,18,4512,2391,1947,1794,11,283830,17597,4512,2392,1947,4511,2391,1927,96,100,0,500,4673;
@400000005e5e0d592b102f74 #d,-,18,4514,2391,1935,1795,11,283856,17599,4514,2392,1962,4512,2390,1927,96,100,0,500,4685;
@400000005e5e0d592b1aa324 #d,-,18,4517,2391,1945,1796,11,283882,17600,4517,2391,1956,4514,2391,1934,96,100,0,500,4694;
@400000005e5e0d5b2b2a149b #d,-,18,4518,2392,1937,1798,11,283907,17602,4518,2392,1950,4517,2391,1935,96,100,0,500,4690;
@400000005e5e0d5b2b340f39 #d,-,18,4520,2393,1944,1799,11,283933,17603,4520,2393,1948,4518,2392,1929,96,100,0,500,4690;
@400000005e5e0d5d2b4370db #d,-,18,4522,2391,1933,1800,11,283958,17605,4522,2394,1951,4520,2391,1931,96,100,0,500,4687;
@400000005e5e0d5d2b4d445c #d,-,18,4524,2392,1947,1801,11,283984,17607,4524,2393,1952,4522,2391,1932,96,100,0,500,4690;
@400000005e5e0d5f2b5cc873 #d,-,18,4524,2395,1935,1803,11,284009,17608,4524,2395,1955,4524,2391,1927,96,100,0,500,4687;
@400000005e5e0d5f2b67a296 #d,-,18,4525,2393,1944,1804,11,284034,17610,4525,2395,1946,4524,2393,1933,96,100,0,500,4692;
@400000005e5e0d612b773a3c #d,-,18,4526,2395,1939,1805,11,284060,17611,4526,2395,1946,4525,2393,1933,96,100,0,500,4690;
@400000005e5e0d612b8140f5 #d,-,18,4527,2393,1942,1806,11,284102,17614,4527,2396,1945,4526,2393,1929,96,100,0,500,4690;
@400000005e5e0d632b9136ac #d,-,18,4527,2395,1935,1807,11,284110,17614,4527,2395,1953,4527,2393,1931,96,100,0,500,4690;
