@400000005e5e06ef1ed98db7 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e5e06f00d371663 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e5e08e42e83592f #d,-,18,4570,2398,1956,548,3,285136,17678,4570,2400,1959,4570,2397,1940,96,100,0,500,4730;
@400000005e5e08e42e8e7571 #d,-,18,4570,2400,1943,549,3,285222,17683,4570,2400,1956,4570,2398,1941,96,100,0,500,4725;
@400000005e5e08e62ea06300 #d,-,18,4570,2400,1954,550,3,285366,17692,4570,2400,1959,4570,2397,1942,96,100,0,500,4732;
@400000005e5e08e62eac1711 #d,-,18,4570,2398,1944,552,3,285395,17694,4570,2400,1960,4570,2397,1942,96,100,0,500,4725;
@400000005e5e08e82ebdaef1 #d,-,18,4570,2400,1953,553,3,285481,17699,4570,2400,1958,4570,2396,1944,96,100,0,500,4730;
@400000005e5e08e82ec8a7cf #d,-,18,4570,2399,1948,554,3,285566,17705,4570,2400,1959,4570,2398,1942,96,100,0,500,4728;
@400000005e5e08ea2eda0149 #d,-,18,4570,2398,1951,556,3,285651,17710,4570,2401,1958,4570,2398,1945,96,100,0,500,4730;
@400000005e5e08ea2ee4b71a #d,-,18,4571,2400,1952,557,3,285736,17715,4571,2400,1960,4570,2398,1942,96,100,0,500,4725;
@400000005e5e08ec2ef63f25 #d,-,18,4570,2401,1947,558,3,285821,17720,4571,2401,1958,4570,2400,1945,96,100,0,500,4732;
@400000005e5e08ec2f014f4c #d,-,18,4571,2398,1952,559,3,285961,17729,4571,2401,1958,4570,2398,1941,96,100,0,500,4728;
@400000005e5e08ee2f12186b #d,-,18,4570,2400,1947,561,3,285989,17731,4571,2401,1960,4570,2398,1942,96,100,0,500,4730;
@400000005e5e08ee2f1cda57 #d,-,18,4571,2398,1953,562,3,286128,17739,4571,2401,1959,4570,2398,1943,96,100,0,500,4730;
@400000005e5e08f02f360717 #d,-,18,4571,2401,1947,563,3,286212,17745,4571,2401,1958,4571,2398,1945,96,100,0,500,4730;
@400000005e5e08f02f442c13 #d,-,18,4571,2403,1949,564,3,286238,17746,4571,2403,1954,4571,2401,1944,96,100,0,500,4730;
@400000005e5e08f22f52b780 #d,-,18,4571,2402,1949,566,3,286321,17751,4571,2403,1957,4571,2401,1943,96,100,0,500,4735;
@400000005e5e08f22f5b3acc #d,-,18,4572,2404,1712,567,3,286378,17755,4572,2404,1970,4571,2401,1709,96,100,0,500,4732;
@400000005e5e08f42f6a657b #d,-,18,3974,2405,1216,568,3,286252,17747,4572,2406,1712,3974,2404,1114,93,100,0,500,4256;
@400000005e5e08f42f743542 #d,-,18,2641,2404,1178,568,3,286061,17735,3974,2405,1228,2641,2403,1162,88,100,0,500,3000;
@400000005e5e08f62f840883 #d,-,18,2637,2405,1175,569,3,285868,17723,2641,2405,1183,2637,2403,1172,91,100,0,500,2888;
@400000005e5e08f62f8db89f #d,-,18,2631,2406,1166,570,3,285673,17711,2637,2406,1176,2631,2405,1163,91,100,0,500,2867;
@400000005e5e08f82f9e08ac #d,-,18,2569,2405,1157,571,3,285476,17699,2631,2407,1168,2569,2404,1157,90,100,0,500,2853;
@400000005e5e08f82fa776a9 #d,-,18,2567,2405,1161,571,3,285280,17687,2569,2405,1164,2567,2404,1155,90,100,0,500,2836;
@400000005e5e08fa2fb783a8 #d,-,18,2565,2406,1151,572,3,285083,17675,2567,2406,1161,2565,2405,1150,90,100,0,500,2834;
@400000005e5e08fa2fc16f5f #d,-,18,2561,2401,1153,573,3,284884,17662,2565,2406,1154,2561,2401,1147,90,100,0,500,2825;
@400000005e5e08fc2fd1fce4 #d,-,18,2557,2403,1146,573,3,284685,17650,2561,2403,1153,2557,2401,1143,91,100,0,500,2808;
@400000005e5e08fc2fdbadef #d,-,18,2552,2403,1149,574,3,284486,17638,2557,2403,1150,2552,2403,1141,91,100,0,500,2801;
@400000005e5e08fe2fec242b #d,-,18,2547,2401,1146,575,3,284288,17625,2552,2404,1149,2547,2401,1142,91,100,0,500,2798;
@400000005e5e08fe2ff59228 #d,-,18,2543,2403,1137,576,3,284088,17613,2547,2404,1147,2543,2401,1134,90,100,0,500,2801;
@400000005e5e090030064b72 #d,-,18,2537,2402,1142,576,3,283890,17601,2543,2403,1146,2537,2401,1137,91,100,0,500,2784;
@400000005e5e0900300faa89 #d,-,18,2533,2403,1142,577,3,283692,17588,2537,2403,1144,2533,2401,1138,90,100,0,500,2789;
@400000005e5e0902301fb3ce #d,-,18,2529,2406,1145,578,3,283496,17576,2533,2406,1146,2529,2402,1139,90,100,0,500,2791;
@400000005e5e09023029936a #d,-,18,2526,2404,1136,578,3,283299,17564,2529,2406,1145,2526,2404,1135,90,100,0,500,2791;
@400000005e5e0904303998f5 #d,-,18,2522,2405,1131,579,3,283101,17552,2526,2405,1137,2522,2404,1131,90,100,0,500,2782;
@400000005e5e090430430aac #d,-,18,2516,2405,1137,580,3,282903,17540,2522,2406,1137,2516,2405,1129,90,100,0,500,2772;
@400000005e5e090630530c7d #d,-,18,2512,2402,1132,580,3,282707,17527,2516,2405,1139,2512,2402,1132,90,100,0,500,2772;
@400000005e5e0906305c5ad0 #d,-,18,2509,2404,1138,581,3,282512,17515,2512,2404,1140,2509,2402,1132,90,100,0,500,2775;
@400000005e5e0908306b9db6 #d,-,18,2506,2402,1135,582,3,282317,17503,2509,2404,1139,2506,2402,1130,90,100,0,500,2772;
@400000005e5e09083075a381 #d,-,18,2504,2405,1131,582,3,282175,17494,2506,2405,1137,2504,2402,1131,90,100,0,500,2775;
@400000005e5e090a30860363 #d,-,18,2501,2403,1130,583,3,281927,17479,2504,2405,1135,2501,2402,1125,90,100,0,500,2768;
@400000005e5e090a308f88a9 #d,-,18,2497,2404,1130,584,3,281786,17470,2501,2404,1132,2497,2402,1128,90,100,0,500,2761;
@400000005e5e090c309fc16d #d,-,18,2494,2405,1130,584,3,281540,17455,2497,2405,1133,2494,2404,1129,90,100,0,500,2765;
@400000005e5e090c30a93324 #d,-,18,2492,2404,1126,585,3,281346,17443,2494,2405,1130,2492,2403,1125,90,100,0,500,2763;
@400000005e5e090e30b90dd8 #d,-,18,2488,2403,1128,586,3,281153,17431,2492,2404,1130,2488,2402,1123,90,100,0,500,2753;
@400000005e5e090e30c32378 #d,-,18,2485,2403,1129,587,3,280961,17419,2488,2404,1131,2485,2403,1125,90,100,0,500,2758;
@400000005e5e091030d3d195 #d,-,18,2483,2402,1126,587,3,280769,17407,2485,2404,1131,2483,2402,1125,90,100,0,500,2758;
@400000005e5e091030dd6208 #d,-,18,2481,2401,1129,588,3,280578,17395,2483,2402,1133,2481,2401,1125,89,100,0,500,2758;
@400000005e5e091230ee1025 #d,-,18,2478,2401,1127,589,3,280387,17384,2481,2402,1131,2478,2401,1126,89,100,0,500,2756;
@400000005e5e091230f7a186 #d,-,18,2476,2401,1129,589,3,280197,17372,2478,2402,1130,2476,2401,1125,89,100,0,500,2753;
@400000005e5e0914310869b7 #d,-,18,2474,2401,1127,590,3,280007,17360,2476,2402,1130,2474,2401,1124,89,100,0,500,2751;
@400000005e5e09143111e789 #d,-,18,2472,2402,1122,591,3,279818,17348,2474,2403,1130,2472,2401,1122,89,100,0,500,2749;
@400000005e5e091631226e89 #d,-,18,2470,2399,1122,591,3,279628,17336,2472,2403,1128,2470,2399,1120,89,100,0,500,2749;
@400000005e5e0916312c0b16 #d,-,18,2467,2400,1120,592,3,279438,17325,2470,2400,1124,2467,2399,1119,90,100,0,500,2739;
@400000005e5e0918313c2ba4 #d,-,18,2464,2401,1124,593,3,279250,17313,2467,2401,1125,2464,2399,1120,89,100,0,500,2739;
@400000005e5e09183145a203 #d,-,18,2463,2401,1123,593,3,279063,17301,2464,2401,1125,2463,2400,1121,89,100,0,500,2739;
@400000005e5e091a3155af01 #d,-,18,2461,2403,1121,594,3,278927,17293,2463,2404,1125,2461,2400,1120,89,100,0,500,2744;
@400000005e5e091a315f0970 #d,-,18,2460,2404,1123,595,3,278690,17278,2461,2404,1126,2460,2403,1119,89,100,0,500,2744;
@400000005e5e091c316e95e9 #d,-,18,2459,2404,1121,595,3,278555,17270,2460,2405,1126,2459,2404,1120,89,100,0,500,2744;
@400000005e5e091c317813bb #d,-,18,2458,2402,1124,596,3,278371,17259,2459,2405,1125,2458,2401,1121,89,100,0,500,2746;
@400000005e5e091e3187e253 #d,-,18,2457,2402,1122,597,3,278137,17244,2458,2403,1125,2457,2401,1120,89,100,0,500,2746;
@400000005e5e091e31916c41 #d,-,18,2457,2405,1126,597,3,277954,17233,2457,2405,1128,2457,2402,1119,89,100,0,500,2744;
@400000005e5e092031ab7c40 #d,-,18,2456,2405,1122,598,3,277771,17221,2457,2406,1126,2456,2405,1120,89,100,0,500,2746;
@400000005e5e092031bc296e #d,-,18,2456,2400,1481,599,3,277611,17211,2456,2405,1481,2456,2400,1119,89,100,0,500,2746;
@400000005e5e092231cfdc8b #d,-,18,3070,2401,1357,600,3,277553,17208,3070,2402,1604,2456,2400,1357,94,100,0,500,3242;
@400000005e5e092231da3180 #d,-,18,3232,2400,2124,601,3,277497,17204,3232,2405,2373,3070,2399,1158,93,100,0,500,3474;
@400000005e5e092431ec462c #d,-,18,4138,2399,2067,602,3,277613,17212,4138,2401,2124,3232,2398,1989,94,100,0,500,4384;
@400000005e5e092431f7d31f #d,-,18,4761,2399,1910,603,3,277701,17217,4761,2399,2067,4138,2398,1863,95,100,0,500,4965;
@400000005e5e092632072c5f #d,-,18,4441,2401,1805,604,3,277769,17221,4761,2401,1913,4441,2399,1805,96,100,0,500,4626;
@400000005e5e09263210c17a #d,-,18,4436,2399,1912,606,3,277838,17225,4441,2401,1968,4436,2398,1780,97,100,0,500,4552;
@400000005e5e092832254446 #d,-,18,4432,2399,1884,607,3,277909,17230,4436,2399,1921,4432,2398,1876,96,100,0,500,4588;
@400000005e5e09283231804f #d,-,18,4433,2397,1877,608,3,277979,17234,4433,2400,1915,4432,2397,1864,96,100,0,500,4590;
@400000005e5e092a3245fe73 #d,-,18,4431,2397,1889,609,3,278100,17242,4433,2398,1927,4431,2397,1873,96,100,0,500,4597;
@400000005e5e092a32526289 #d,-,18,4431,2398,1889,610,3,278121,17243,4431,2398,1921,4431,2396,1871,96,100,0,500,4581;
@400000005e5e092c32659078 #d,-,18,4431,2397,1901,612,3,278242,17251,4431,2398,1917,4431,2397,1885,96,100,0,500,4600;
@400000005e5e092c3270a09e #d,-,18,4429,2395,1869,613,3,278313,17255,4431,2398,1965,4429,2394,1848,96,100,0,500,4588;
@400000005e5e092e3283d6ef #d,-,18,4435,2394,1940,614,3,278387,17260,4435,2396,1946,4429,2394,1865,96,100,0,500,4616;
@400000005e5e092e328fecca #d,-,18,4437,2397,1907,615,3,278460,17264,4437,2397,1940,4435,2394,1891,96,100,0,500,4619;
@400000005e5e093032a1de12 #d,-,18,4441,2397,1927,617,3,278487,17266,4441,2397,1927,4437,2397,1900,95,100,0,500,4633;
@400000005e5e093032ad7ada #d,-,18,4444,2398,1907,618,3,278560,17270,4444,2398,1927,4441,2397,1901,96,100,0,500,4626;
@400000005e5e093232bfd295 #d,-,18,4448,2397,1923,619,3,278635,17275,4448,2398,1925,4444,2396,1902,96,100,0,500,4633;
@400000005e5e093232cb3c24 #d,-,18,4451,2397,1912,620,3,278710,17280,4451,2398,1926,4448,2397,1906,96,100,0,500,4635;
@400000005e5e093432ddcd9c #d,-,18,4456,2397,1924,622,3,278786,17284,4456,2398,1926,4451,2397,1907,95,100,0,500,4647;
@400000005e5e093432e8e625 #d,-,18,4459,2399,1913,623,3,278860,17289,4459,2399,1924,4456,2397,1909,96,100,0,500,4640;
@400000005e5e093632fb357d #d,-,18,4462,2398,1927,624,3,278934,17293,4462,2399,1927,4459,2398,1902,96,100,0,500,4645;
@400000005e5e093633062240 #d,-,18,4464,2396,1908,625,3,279008,17298,4464,2399,1931,4462,2396,1906,96,100,0,500,4638;
@400000005e5e09383319352d #d,-,18,4467,2396,1931,627,3,279083,17303,4467,2397,1931,4464,2395,1907,96,100,0,500,4645;
@400000005e5e09383324baad #d,-,18,4469,2398,1916,628,3,279158,17307,4469,2398,1932,4467,2396,1914,96,100,0,500,4654;
@400000005e5e093a3337636e #d,-,18,4473,2397,1936,629,3,279233,17312,4473,2399,1936,4469,2397,1906,96,100,0,500,4657;
@400000005e5e093a33433ae2 #d,-,18,4474,2397,1911,630,3,279307,17317,4474,2398,1937,4473,2396,1907,96,100,0,500,4645;
@400000005e5e093c33553c00 #d,-,18,4477,2399,1929,632,3,279381,17321,4477,2400,1929,4474,2397,1908,96,100,0,500,4652;
@400000005e5e093c33609a62 #d,-,18,4477,2399,1916,633,3,279455,17326,4477,2399,1935,4477,2398,1910,96,100,0,500,4642;
@400000005e5e093e3372c29d #d,-,18,4481,2397,1932,634,3,279530,17330,4481,2399,1938,4477,2397,1914,96,100,0,500,4661;
@400000005e5e093e337e3c01 #d,-,18,4483,2396,1925,635,3,279605,17335,4483,2397,1937,4481,2396,1917,96,100,0,500,4661;
@400000005e5e09403390e1f7 #d,-,18,4488,2398,1942,637,3,279729,17343,4488,2398,1942,4483,2396,1921,96,100,0,500,4673;
@400000005e5e0940339c0104 #d,-,18,4491,2395,1922,638,3,279757,17344,4491,2398,1944,4488,2395,1921,96,100,0,500,4676;
@400000005e5e094233af0c7d #d,-,18,4494,2395,1940,639,3,279880,17352,4494,2396,1942,4491,2395,1920,96,100,0,500,4676;
@400000005e5e094233ba8228 #d,-,18,4496,2398,1925,640,3,279908,17354,4496,2398,1944,4494,2395,1920,96,100,0,500,4673;
@400000005e5e094433cd5a68 #d,-,18,4498,2397,1908,642,3,279981,17358,4498,2399,1950,4496,2396,1905,96,100,0,500,4668;
@400000005e5e094433d8c3f7 #d,-,18,4500,2397,1922,643,3,280057,17363,4500,2398,1952,4498,2396,1908,96,100,0,500,4676;
@400000005e5e094633eaf84e #d,-,18,4501,2398,1926,644,3,280130,17368,4501,2399,1936,4500,2397,1920,96,100,0,500,4671;
@400000005e5e094633f68541 #d,-,18,4502,2397,1927,645,4,280205,17372,4502,2399,1940,4501,2397,1917,96,100,0,500,4673;
@400000005e5e094834087eeb #d,-,18,4505,2397,1921,647,4,280279,17377,4505,2398,1939,4502,2396,1919,96,100,0,500,4673;
@400000005e5e094834136f68 #d,-,18,4506,2399,1926,648,4,280353,17381,4506,2399,1942,4505,2397,1920,96,100,0,500,4678;
@400000005e5e094a34266b0c #d,-,18,4508,2398,1931,649,4,280428,17386,4508,2399,1943,4506,2398,1923,96,100,0,500,4680;
@400000005e5e094a3431e470 #d,-,18,4511,2399,1934,650,4,280505,17391,4511,2399,1949,4508,2397,1931,96,100,0,500,4694;
@400000005e5e094c34440cab #d,-,18,4515,2399,1929,652,4,280580,17395,4515,2399,1944,4511,2398,1927,96,100,0,500,4694;
@400000005e5e094c34500784 #d,-,18,4517,2399,1938,653,4,280655,17400,4517,2400,1943,4515,2398,1928,96,100,0,500,4694;
@400000005e5e094e34621876 #d,-,18,4519,2398,1934,654,4,280730,17405,4519,2399,1945,4517,2398,1927,96,100,0,500,4690;
@400000005e5e094e346d4759 #d,-,18,4521,2399,1938,655,4,280804,17409,4521,2400,1944,4519,2398,1930,96,100,0,500,4694;
@400000005e5e0950347f8b85 #d,-,18,4523,2400,1933,657,4,280878,17414,4523,2400,1946,4521,2399,1930,96,100,0,500,4692;
@400000005e5e0950348a7fbb #d,-,18,4525,2398,1939,658,4,280953,17419,4525,2400,1946,4523,2398,1931,96,100,0,500,4699;
@400000005e5e0952349d9b09 #d,-,18,4526,2398,1938,659,4,281027,17423,4526,2399,1944,4525,2398,1930,96,100,0,500,4692;
@400000005e5e095234a942fe #d,-,18,4527,2395,1942,661,4,281101,17428,4527,2398,1948,4526,2394,1931,96,100,0,500,4699;
@400000005e5e095434bbc590 #d,-,18,4528,2397,1938,662,4,281220,17435,4528,2397,1948,4527,2394,1932,96,100,0,500,4692;
@400000005e5e095434c6fcd5 #d,-,18,4529,2395,1943,663,4,281248,17437,4529,2397,1945,4528,2394,1930,96,100,0,500,4694;
@400000005e5e095634d91181 #d,-,18,4530,2397,1936,664,4,281367,17444,4530,2397,1945,4529,2394,1933,96,100,0,500,4692;
@400000005e5e095634e453f3 #d,-,18,4531,2396,1943,666,4,281394,17446,4531,2398,1946,4530,2396,1929,96,100,0,500,4697;
@400000005e5e095834f63654 #d,-,18,4531,2397,1935,667,4,281465,17450,4531,2397,1944,4531,2396,1929,96,100,0,500,4690;
@400000005e5e09583501617d #d,-,18,4532,2398,1944,668,4,281538,17455,4532,2398,1947,4531,2397,1928,96,100,0,500,4694;
@400000005e5e095a3513ccc7 #d,-,18,4532,2399,1935,669,4,281609,17459,4532,2400,1946,4532,2398,1929,96,100,0,500,4692;
@400000005e5e095a351f49e4 #d,-,18,4533,2398,1943,671,4,281682,17464,4533,2399,1945,4532,2398,1929,96,100,0,500,4697;
@400000005e5e095c35314748 #d,-,18,4532,2399,1933,672,4,281753,17468,4533,2399,1943,4532,2397,1929,96,100,0,500,4692;
@400000005e5e095c353d7825 #d,-,18,4533,2400,1948,673,4,281825,17473,4533,2401,1949,4532,2399,1927,96,100,0,500,4697;
@400000005e5e095e354fe728 #d,-,18,4535,2398,1940,674,4,281898,17477,4535,2401,1951,4533,2398,1937,96,100,0,500,4702;
@400000005e5e095e355b87aa #d,-,18,4537,2400,1948,676,4,281971,17482,4537,2400,1951,4535,2398,1931,96,100,0,500,4716;
@400000005e5e0960356da0fe #d,-,18,4538,2401,1939,677,4,282042,17486,4538,2401,1949,4537,2399,1934,96,100,0,500,4704;
@400000005e5e09603578eae3 #d,-,18,4540,2400,1950,678,4,282114,17491,4540,2401,1950,4538,2399,1932,96,100,0,500,4711;
@400000005e5e0962358b17c6 #d,-,18,4541,2400,1937,679,4,282231,17498,4541,2400,1950,4540,2399,1932,96,100,0,500,4709;
@400000005e5e09623595f86e #d,-,18,4542,2401,1946,681,4,282257,17499,4542,2401,1947,4541,2399,1932,96,100,0,500,4709;
@400000005e5e096435a7d35c #d,-,18,4542,2399,1934,682,4,282373,17507,4542,2402,1948,4542,2399,1929,96,100,0,500,4704;
@400000005e5e096435b35434 #d,-,18,4543,2399,1947,683,4,282399,17508,4543,2400,1947,4542,2399,1928,96,100,0,500,4706;
@400000005e5e096635c52f22 #d,-,18,4543,2402,1933,684,4,282515,17515,4543,2402,1949,4543,2399,1927,96,100,0,500,4704;
@400000005e5e096635d07daf #d,-,18,4544,2402,1948,686,4,282540,17517,4544,2402,1948,4543,2402,1927,96,100,0,500,4704;
@400000005e5e096835e20974 #d,-,18,4544,2400,1935,687,4,282610,17521,4544,2402,1949,4544,2400,1930,96,100,0,500,4704;
@400000005e5e096835ecfdaa #d,-,18,4545,2400,1945,688,4,282680,17526,4545,2401,1948,4544,2400,1929,96,100,0,500,4704;
@400000005e5e096a35feec27 #d,-,18,4544,2402,1936,690,4,282750,17530,4545,2403,1945,4544,2400,1935,96,100,0,500,4704;
@400000005e5e096a3609d531 #d,-,18,4545,2402,1943,691,4,282819,17534,4545,2403,1944,4544,2402,1932,96,100,0,500,4706;
@400000005e5e096c3619a783 #d,-,18,4545,2400,1938,692,4,282888,17539,4545,2403,1944,4545,2400,1936,96,100,0,500,4704;
@400000005e5e096c3622ee62 #d,-,18,4545,2400,1948,693,4,282958,17543,4545,2401,1949,4545,2399,1931,96,100,0,500,4709;
@400000005e5e096e36371e4b #d,-,18,4545,2401,1940,695,4,283026,17547,4545,2401,1948,4545,2399,1935,96,100,0,500,4706;
@400000005e5e096e36430595 #d,-,18,4546,2401,1947,696,4,283095,17551,4546,2402,1948,4545,2401,1932,96,100,0,500,4709;
@400000005e5e097036542463 #d,-,18,4545,2400,1937,697,4,283164,17556,4546,2402,1947,4545,2400,1932,96,100,0,500,4706;
@400000005e5e0970365f3489 #d,-,18,4547,2402,1948,698,4,283232,17560,4547,2402,1951,4545,2400,1931,96,100,0,500,4709;
@400000005e5e09723670a906 #d,-,18,4546,2401,1935,700,4,283300,17564,4547,2403,1949,4546,2401,1933,96,100,0,500,4704;
@400000005e5e0972367bb92d #d,-,18,4547,2399,1953,701,4,283368,17568,4547,2402,1953,4546,2399,1932,96,100,0,500,4709;
@400000005e5e0974368d3d7e #d,-,18,4546,2399,1936,702,4,283480,17575,4547,2400,1953,4546,2398,1934,96,100,0,500,4704;
@400000005e5e09743697e821 #d,-,18,4547,2402,1947,703,4,283503,17577,4547,2402,1949,4546,2399,1934,96,100,0,500,4709;
@400000005e5e097636a8e745 #d,-,18,4547,2398,1938,705,4,283570,17581,4547,2402,1947,4547,2398,1936,96,100,0,500,4704;
@400000005e5e097636b46551 #d,-,18,4548,2397,1950,706,4,283681,17588,4548,2398,1953,4547,2397,1934,96,100,0,500,4711;
@400000005e5e097836c6147a #d,-,18,4547,2397,1939,707,4,283748,17592,4548,2398,1951,4547,2397,1934,96,100,0,500,4702;
@400000005e5e097836d0ddd9 #d,-,18,4548,2399,1953,708,4,283815,17596,4548,2399,1954,4547,2397,1931,96,100,0,500,4709;
@400000005e5e097a36e27200 #d,-,18,4547,2399,1941,710,4,283837,17597,4548,2399,1953,4547,2399,1935,96,100,0,500,4702;
@400000005e5e097a36ecf93f #d,-,18,4548,2397,1953,711,4,283903,17602,4548,2399,1953,4547,2397,1933,96,100,0,500,4711;
@400000005e5e097c36fead10 #d,-,18,4547,2398,1933,712,4,283969,17606,4548,2399,1953,4547,2396,1932,96,100,0,500,4702;
@400000005e5e097c370914a5 #d,-,18,4547,2400,1952,713,4,284035,17610,4547,2400,1954,4547,2397,1933,96,100,0,500,4709;
@400000005e5e097e371a1871 #d,-,18,4546,2400,1933,715,4,284099,17614,4547,2400,1953,4546,2400,1930,96,100,0,500,4699;
@400000005e5e097e37254fb5 #d,-,18,4547,2399,1953,716,4,284165,17618,4547,2400,1953,4546,2399,1929,96,100,0,500,4709;
@400000005e5e09803736eb4f #d,-,18,4546,2398,1933,717,4,284230,17622,4547,2400,1954,4546,2398,1932,96,100,0,500,4699;
@400000005e5e09803741a11f #d,-,18,4546,2399,1955,718,4,284295,17626,4546,2399,1955,4546,2398,1929,96,100,0,500,4706;
@400000005e5e098237532dd3 #d,-,18,4546,2399,1932,720,4,284359,17630,4546,2399,1955,4546,2398,1930,96,100,0,500,4699;
@400000005e5e0982375db8cc #d,-,18,4546,2399,1954,721,4,284423,17634,4546,2400,1956,4546,2399,1927,96,100,0,500,4704;
@400000005e5e0984376f5bd9 #d,-,18,4545,2399,1933,722,4,284487,17638,4546,2400,1955,4545,2399,1930,96,100,0,500,4697;
@400000005e5e0984377a60d3 #d,-,18,4546,2397,1952,723,4,284551,17642,4546,2399,1954,4545,2396,1929,96,100,0,500,4706;
@400000005e5e0986378c2afe #d,-,18,4545,2399,1934,725,4,284614,17646,4546,2399,1955,4545,2396,1930,96,100,0,500,4699;
@400000005e5e098637977217 #d,-,18,4545,2399,1950,726,4,284678,17650,4545,2400,1952,4545,2399,1930,96,100,0,500,4704;
@400000005e5e098837a89c12 #d,-,18,4544,2398,1933,727,4,284741,17653,4545,2400,1954,4544,2397,1932,96,100,0,500,4702;
@400000005e5e098837b32f6d #d,-,18,4545,2398,1945,729,4,284804,17657,4545,2399,1953,4544,2397,1930,96,100,0,500,4706;
@400000005e5e098a37c665bd #d,-,18,4545,2399,1935,730,4,284867,17661,4545,2399,1955,4545,2397,1931,96,100,0,500,4702;
@400000005e5e098a37d1799e #d,-,18,4545,2399,1944,731,4,284973,17668,4545,2400,1952,4545,2399,1931,96,100,0,500,4706;
@400000005e5e098c37e1447d #d,-,18,4545,2397,1931,732,4,284993,17669,4545,2400,1954,4545,2397,1929,96,100,0,500,4702;
@400000005e5e098c37ebeb67 #d,-,18,4545,2397,1946,734,4,285055,17673,4545,2398,1955,4545,2396,1929,96,100,0,500,4704;
@400000005e5e098e37fc5de9 #d,-,18,4545,2398,1939,735,4,285161,17679,4545,2398,1952,4545,2396,1932,96,100,0,500,4704;
@400000005e5e098e3806ca26 #d,-,18,4546,2398,1943,736,4,285180,17681,4546,2398,1955,4545,2398,1933,96,100,0,500,4704;
@400000005e5e09903817f8c9 #d,-,18,4546,2396,1941,737,4,285243,17685,4546,2398,1955,4546,2396,1937,96,100,0,500,4709;
@400000005e5e09903822d1fd #d,-,18,4547,2398,1943,739,4,285305,17688,4547,2398,1951,4546,2396,1936,96,100,0,500,4709;
@400000005e5e09923833dd3d #d,-,18,4548,2398,1941,740,4,285368,17692,4548,2398,1957,4547,2397,1935,96,100,0,500,4713;
@400000005e5e0992383ec646 #d,-,18,4549,2396,1940,741,4,285430,17696,4549,2399,1951,4548,2396,1936,96,100,0,500,4711;
@400000005e5e0994384f96d8 #d,-,18,4549,2398,1947,742,4,285492,17700,4549,2398,1956,4549,2395,1938,96,100,0,500,4711;
@400000005e5e0994385a1a5e #d,-,18,4550,2398,1941,744,4,285553,17704,4550,2398,1956,4549,2397,1934,96,100,0,500,4709;
@400000005e5e0996386b409f #d,-,18,4550,2397,1945,745,4,285615,17708,4550,2398,1952,4550,2396,1936,96,100,0,500,4711;
@400000005e5e0996387687b9 #d,-,18,4550,2397,1941,746,4,285676,17711,4550,2397,1953,4550,2396,1935,96,100,0,500,4706;
@400000005e5e099838886dd4 #d,-,18,4550,2398,1943,747,4,285738,17715,4550,2398,1954,4550,2396,1936,96,100,0,500,4711;
@400000005e5e099838931789 #d,-,18,4551,2398,1943,749,4,285798,17719,4551,2398,1949,4550,2398,1937,96,100,0,500,4706;
@400000005e5e099a38a509c0 #d,-,18,4551,2395,1948,750,4,285860,17723,4551,2398,1954,4551,2395,1938,96,100,0,500,4711;
@400000005e5e099a38b0215a #d,-,18,4551,2395,1945,751,4,285920,17727,4551,2396,1953,4551,2395,1935,96,100,0,500,4706;
@400000005e5e099c38c1bcf4 #d,-,18,4551,2394,1950,753,4,286022,17733,4551,2395,1955,4551,2394,1939,96,100,0,500,4711;
@400000005e5e099c38ccf07f #d,-,18,4551,2396,1942,754,4,286082,17737,4551,2396,1957,4551,2393,1940,96,100,0,500,4709;
@400000005e5e099e38d6b42b #d,-,18,4551,2397,1950,755,4,286142,17740,4551,2397,1954,4551,2395,1936,96,100,0,500,4709;
@400000005e5e099e38dbb5aa #d,-,18,4551,2396,1951,756,4,286160,17741,4551,2397,1952,4551,2396,1939,96,100,0,500,4706;
@400000005e5e09a038e82d4f #d,-,18,4479,2396,1611,757,4,286171,17742,4551,2397,1951,4479,2394,1592,95,100,0,500,4671;
@400000005e5e09a038efa72d #d,-,18,3892,2399,1435,758,4,286130,17740,4479,2399,1740,3892,2396,1422,95,100,0,500,4095;
@400000005e5e09a238ff7a6e #d,-,18,2952,2403,1181,759,4,286022,17733,3892,2403,1435,2952,2399,1077,89,100,0,500,3315;
@400000005e5e09a239092a8b #d,-,18,2597,2402,1174,760,4,285835,17721,2952,2403,1184,2597,2402,1169,90,100,0,500,2879;
@400000005e5e09a439174813 #d,-,18,2595,2402,1169,761,4,285690,17712,2597,2402,1176,2595,2401,1169,90,100,0,500,2867;
@400000005e5e09a4391fdb33 #d,-,18,2594,2400,1168,761,4,285544,17703,2595,2402,1172,2594,2400,1165,90,100,0,500,2860;
@400000005e5e09a63926d845 #d,-,18,2590,2401,1158,762,4,285396,17694,2594,2401,1168,2590,2400,1154,91,100,0,500,2846;
@400000005e5e09a6392a42c8 #d,-,18,2584,2401,1158,763,4,285248,17685,2590,2402,1161,2584,2400,1155,91,100,0,500,2829;
@400000005e5e09a83937fe87 #d,-,18,2579,2401,1155,763,4,285100,17676,2584,2402,1159,2579,2400,1153,91,100,0,500,2822;
