@400000005e81963533d3752b #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e8196362223c746 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e8197b439513fc4 #d,-,18,2452,2399,1206,265,1,179794,11147,2454,2400,1231,2452,2398,1115,89,100,0,500,2734;
@400000005e8197b639605a9e #d,-,18,2777,2398,1282,265,1,179863,11151,2777,2399,1304,2452,2398,1206,92,100,0,500,3014;
@400000005e8197b63969e48c #d,-,18,2856,2396,1280,266,1,179929,11155,2856,2398,1282,2777,2395,1277,91,100,0,500,3114;
@400000005e8197b8397974be #d,-,18,2856,2399,1280,267,1,180042,11162,2856,2399,1283,2856,2395,1279,91,100,0,500,3116;
@400000005e8197b83982d2e6 #d,-,18,2857,2398,1228,268,1,180052,11163,2857,2400,1282,2856,2398,1224,91,100,0,500,3116;
@400000005e8197ba399038f6 #d,-,18,2603,2400,1122,269,1,180037,11162,2857,2400,1228,2603,2398,1055,89,100,0,500,2922;
@400000005e8197ba3998dbec #d,-,18,2455,2399,1130,269,1,180026,11161,2603,2401,1132,2455,2399,1120,89,100,0,500,2753;
@400000005e8197bc39a635e0 #d,-,18,2453,2403,1116,270,1,180014,11160,2455,2403,1130,2453,2399,1116,89,100,0,500,2742;
@400000005e8197bc39af0b20 #d,-,18,2453,2405,1122,271,1,180002,11160,2453,2405,1127,2453,2402,1116,89,100,0,500,2744;
@400000005e8197be39bc1f3b #d,-,18,2452,2402,1122,271,1,179990,11159,2453,2405,1127,2452,2397,1120,89,100,0,500,2744;
@400000005e8197be39c5369b #d,-,18,2450,2402,1123,272,1,179979,11158,2452,2403,1126,2450,2402,1121,89,100,0,500,2742;
@400000005e8197c039d2c00f #d,-,18,2450,2402,1128,273,1,179969,11158,2450,2402,1132,2450,2402,1121,89,100,0,500,2744;
@400000005e8197c039db56e9 #d,-,18,2451,2402,1124,273,1,179959,11157,2451,2403,1129,2450,2401,1121,88,100,0,500,2756;
@400000005e8197c239e847a0 #d,-,18,2451,2402,1128,274,1,179950,11156,2451,2402,1133,2451,2401,1122,89,100,0,500,2751;
@400000005e8197c239f163a8 #d,-,18,2451,2401,1128,275,1,179940,11156,2451,2402,1134,2451,2401,1118,89,100,0,500,2749;
@400000005e8197c439ff26d9 #d,-,18,2452,2401,1126,275,1,179930,11155,2452,2402,1129,2451,2401,1118,89,100,0,500,2749;
@400000005e8197c43a07e117 #d,-,18,2451,2402,1128,276,1,179920,11155,2452,2402,1133,2451,2401,1118,89,100,0,500,2744;
@400000005e8197c63a1591a9 #d,-,18,2450,2403,1101,277,1,179904,11154,2451,2403,1128,2450,2402,1101,89,100,0,500,2742;
@400000005e8197c63a1e535a #d,-,18,2314,2402,1132,277,1,179865,11151,2450,2403,1141,2314,2401,1008,87,100,0,500,2640;
@400000005e8197c83a2be087 #d,-,18,2389,2402,1116,278,1,179849,11150,2389,2402,1132,2314,2402,1103,89,100,0,500,2678;
@400000005e8197c83a34b981 #d,-,18,2393,2401,1119,279,1,179834,11149,2393,2403,1119,2389,2401,1113,87,100,0,500,2725;
@400000005e8197ca3a425684 #d,-,18,2397,2400,1117,279,1,179820,11148,2397,2402,1119,2393,2400,1112,87,100,0,500,2725;
@400000005e8197ca3a4b3426 #d,-,18,2400,2401,1116,280,1,179805,11147,2400,2401,1119,2397,2400,1112,88,100,0,500,2725;
@400000005e8197cc3a587229 #d,-,18,2403,2401,1117,281,1,179791,11147,2403,2402,1118,2400,2400,1113,88,100,0,500,2727;
@400000005e8197cc3a61aa22 #d,-,18,2406,2402,1115,281,1,179777,11146,2406,2402,1122,2403,2401,1114,88,100,0,500,2725;
@400000005e8197ce3a6efbb4 #d,-,18,2408,2402,1116,282,1,179763,11145,2408,2402,1119,2406,2401,1114,88,100,0,500,2727;
@400000005e8197ce3a77ece5 #d,-,18,2411,2402,1117,283,1,179750,11144,2411,2403,1120,2408,2402,1113,88,100,0,500,2727;
@400000005e8197d03a852f91 #d,-,18,2413,2402,1116,283,1,179736,11143,2413,2403,1119,2411,2402,1114,88,100,0,500,2727;
@400000005e8197d03a8e8645 #d,-,18,2415,2402,1121,284,1,179723,11142,2415,2403,1121,2413,2401,1116,88,100,0,500,2730;
@400000005e8197d23a9c2613 #d,-,18,2416,2402,1117,285,1,179710,11142,2416,2402,1121,2415,2401,1114,88,100,0,500,2730;
@400000005e8197d23aa4b1c0 #d,-,18,2418,2402,1120,285,1,179696,11141,2418,2402,1121,2416,2402,1115,88,100,0,500,2730;
@400000005e8197d43ab1b9c0 #d,-,18,2419,2400,1115,286,1,179683,11140,2419,2403,1120,2418,2400,1114,88,100,0,500,2730;
@400000005e8197d43abab264 #d,-,18,2420,2401,1117,287,1,179669,11139,2420,2401,1121,2419,2400,1113,88,100,0,500,2730;
@400000005e8197d63ac89186 #d,-,18,2420,2401,1118,287,1,179655,11138,2420,2401,1119,2420,2400,1112,88,100,0,500,2723;
@400000005e8197d63ad157e0 #d,-,18,2421,2400,1118,288,1,179641,11137,2421,2401,1120,2420,2400,1113,88,100,0,500,2727;
@400000005e8197d83ade8e70 #d,-,18,2421,2402,1112,289,1,179628,11136,2421,2402,1118,2421,2400,1111,88,100,0,500,2723;
@400000005e8197d83ae7835a #d,-,18,2421,2402,1114,289,1,179614,11136,2421,2403,1121,2421,2402,1111,88,100,0,500,2725;
@400000005e8197da3af51441 #d,-,18,2422,2402,1117,290,1,179601,11135,2422,2402,1121,2421,2401,1113,88,100,0,500,2725;
@400000005e8197da3afe2074 #d,-,18,2423,2400,1117,291,1,179588,11134,2423,2402,1120,2422,2400,1114,88,100,0,500,2730;
@400000005e8197dc3b0b112b #d,-,18,2424,2399,1117,291,1,179576,11133,2424,2400,1120,2423,2399,1114,88,100,0,500,2727;
@400000005e8197dc3b142118 #d,-,18,2424,2400,1122,292,1,179564,11132,2424,2400,1122,2424,2398,1116,88,100,0,500,2727;
@400000005e8197de3b2163c4 #d,-,18,2425,2401,1115,293,1,179551,11132,2425,2401,1124,2424,2399,1113,88,100,0,500,2730;
@400000005e8197de3b29ff46 #d,-,18,2425,2401,1119,293,1,179538,11131,2425,2401,1123,2425,2400,1114,88,100,0,500,2727;
@400000005e8197e03b373990 #d,-,18,2426,2400,1115,294,1,179525,11130,2426,2401,1121,2425,2399,1113,89,100,0,500,2723;
@400000005e8197e03b403234 #d,-,18,2426,2401,1117,295,1,179513,11129,2426,2401,1119,2426,2399,1113,88,100,0,500,2727;
@400000005e8197e23b4da45f #d,-,18,2426,2400,1115,295,1,179541,11131,2426,2401,1122,2426,2400,1113,89,100,0,500,2723;
@400000005e8197e23b566257 #d,-,18,2425,2400,1116,296,1,179529,11130,2426,2400,1118,2425,2399,1114,89,100,0,500,2723;
@400000005e8197e43b653ecb #d,-,18,2425,2400,1226,297,1,179488,11128,2425,2401,1226,2425,2400,1115,88,100,0,500,2727;
@400000005e8197e43b6ea554 #d,-,18,2629,2399,1268,298,1,179579,11133,2629,2400,1303,2425,2399,1192,91,100,0,500,2877;
@400000005e8197e63b7dc02e #d,-,18,2868,2399,1278,298,1,179597,11135,2868,2400,1283,2629,2399,1268,92,100,0,500,3116;
@400000005e8197e63b86dff0 #d,-,18,2866,2399,1275,299,1,179655,11138,2868,2400,1279,2866,2399,1274,92,100,0,500,3111;
@400000005e8197e83b94d2a1 #d,-,18,2864,2399,1278,300,1,179714,11142,2866,2399,1279,2864,2398,1275,92,100,0,500,3109;
@400000005e8197e90003c893 #d,-,18,2783,2399,1136,301,1,179723,11142,2864,2400,1279,2783,2398,1125,90,100,0,500,3073;
@400000005e8197eb0012c4b1 #d,-,18,2457,2401,1049,301,1,179692,11140,2783,2401,1136,2457,2399,1020,88,100,0,500,2768;
@400000005e8197eb001c0f4a #d,-,18,2314,2400,1125,302,1,179682,11140,2457,2401,1142,2314,2399,1049,88,100,0,500,2621;
@400000005e8197ed0029693e #d,-,18,2441,2401,1124,303,1,179672,11139,2441,2402,1125,2314,2400,1121,88,100,0,500,2744;
@400000005e8197ed00327660 #d,-,18,2441,2402,1122,303,1,179661,11139,2441,2403,1125,2441,2401,1120,89,100,0,500,2742;
@400000005e8197ef004029bc #d,-,18,2441,2402,1122,304,1,179651,11138,2441,2403,1127,2441,2402,1118,89,100,0,500,2742;
@400000005e8197ef0048c53e #d,-,18,2441,2402,1121,305,1,179641,11137,2441,2402,1126,2441,2401,1118,89,100,0,500,2737;
@400000005e8197f100552866 #d,-,18,2441,2400,1123,305,1,179631,11137,2441,2402,1123,2441,2400,1119,89,100,0,500,2742;
@400000005e8197f1005e6418 #d,-,18,2441,2400,1123,306,1,179621,11136,2441,2401,1125,2441,2400,1120,89,100,0,500,2737;
@400000005e8197f3006c13bb #d,-,18,2441,2398,1127,307,1,179612,11135,2441,2400,1128,2441,2398,1122,89,100,0,500,2742;
@400000005e8197f30074ab83 #d,-,18,2442,2399,1127,307,1,179603,11135,2442,2400,1128,2441,2397,1122,88,100,0,500,2746;
@400000005e8197f500826eb5 #d,-,18,2443,2400,1129,308,1,179637,11137,2443,2400,1134,2442,2399,1127,88,100,0,500,2751;
@400000005e8197f5008b2180 #d,-,18,2446,2397,1131,309,1,179591,11134,2446,2400,1133,2443,2396,1129,88,100,0,500,2758;
@400000005e8197f700998c54 #d,-,18,2448,2400,1121,309,1,179581,11134,2448,2400,1134,2446,2397,1113,88,100,0,500,2758;
@400000005e8197f700a2d334 #d,-,18,2446,2401,1196,310,1,179591,11134,2448,2401,1230,2446,2400,1115,89,100,0,500,2732;
@400000005e8197f900b17d5d #d,-,18,2755,2400,1284,311,1,179648,11138,2755,2401,1310,2446,2400,1195,92,100,0,500,2981;
@400000005e8197f900bb5497 #d,-,18,2856,2399,1277,312,1,179705,11141,2856,2400,1284,2755,2398,1277,91,100,0,500,3114;
@400000005e8197fb00cb0cd6 #d,-,18,2856,2398,1276,312,1,179762,11145,2856,2399,1282,2856,2398,1276,91,100,0,500,3116;
@400000005e8197fb00d4921b #d,-,18,2857,2399,1254,313,1,179817,11148,2857,2399,1282,2856,2398,1254,91,100,0,500,3116;
@400000005e8197fd00e1dff4 #d,-,18,2629,2400,1118,314,1,179803,11147,2857,2400,1254,2629,2398,1052,89,100,0,500,2950;
@400000005e8197fd00eb1f60 #d,-,18,2455,2400,1121,315,1,179793,11147,2629,2400,1128,2455,2399,1118,89,100,0,500,2746;
@400000005e8197ff00f85e52 #d,-,18,2453,2400,1122,315,1,179784,11146,2455,2400,1127,2453,2399,1121,89,100,0,500,2742;
@400000005e8197ff01012866 #d,-,18,2452,2401,1127,316,1,179775,11146,2453,2401,1127,2452,2398,1122,89,100,0,500,2742;
@400000005e819801010e825a #d,-,18,2451,2401,1124,317,1,179765,11145,2452,2402,1127,2451,2400,1121,89,100,0,500,2746;
@400000005e8198010117d0ad #d,-,18,2451,2400,1125,317,1,179756,11144,2451,2401,1127,2451,2400,1122,89,100,0,500,2742;
@400000005e81980301255578 #d,-,18,2450,2399,1125,318,1,179747,11144,2451,2400,1127,2450,2399,1122,89,100,0,500,2746;
@400000005e819803012ded41 #d,-,18,2450,2398,1124,319,1,179738,11143,2450,2399,1127,2450,2398,1123,89,100,0,500,2744;
@400000005e819805013a7fe7 #d,-,18,2450,2399,1125,319,1,179729,11143,2450,2399,1127,2450,2398,1123,89,100,0,500,2744;
@400000005e8198050143ca80 #d,-,18,2449,2400,1131,320,1,179721,11142,2450,2400,1132,2449,2399,1123,89,100,0,500,2746;
@400000005e8198070151863e #d,-,18,2451,2400,1129,321,1,179714,11142,2451,2400,1134,2449,2400,1128,88,100,0,500,2756;
@400000005e819807015a6027 #d,-,18,2452,2398,1130,321,1,179707,11141,2452,2400,1132,2451,2398,1126,88,100,0,500,2758;
@400000005e8198090168e6ec #d,-,18,2451,2398,1115,322,2,179696,11141,2452,2399,1131,2451,2397,1114,89,100,0,500,2749;
@400000005e81980901729709 #d,-,18,2537,2397,1311,323,2,179732,11143,2537,2398,1313,2451,2396,1115,90,100,0,500,2801;
@400000005e81980b018129ea #d,-,18,2813,2399,1284,324,2,179786,11146,2813,2400,1311,2537,2397,1266,91,100,0,500,3059;
@400000005e81980b018a70c9 #d,-,18,2864,2398,1283,324,2,179841,11150,2864,2400,1286,2813,2398,1277,91,100,0,500,3118;
@400000005e81980d0198e400 #d,-,18,2864,2396,1283,325,2,179897,11153,2864,2398,1284,2864,2396,1280,91,100,0,500,3121;
@400000005e81980d01a2f22d #d,-,18,2863,2398,1046,326,2,179922,11155,2864,2398,1284,2863,2396,1046,91,100,0,500,3118;
@400000005e81980f01b0d060 #d,-,18,2397,2399,1115,327,2,179897,11153,2863,2399,1148,2397,2398,1008,87,100,0,500,2749;
@400000005e81980f01b9b664 #d,-,18,2403,2398,1126,327,2,179926,11155,2403,2400,1130,2397,2398,1115,88,100,0,500,2727;
@400000005e81981101c6f910 #d,-,18,2408,2399,1124,328,2,179916,11154,2408,2399,1126,2403,2397,1122,87,100,0,500,2742;
@400000005e81981101cfedfa #d,-,18,2412,2399,1124,329,2,179869,11151,2412,2399,1127,2408,2398,1120,87,100,0,500,2742;
@400000005e81981301dcf152 #d,-,18,2416,2399,1122,329,2,179859,11151,2416,2399,1128,2412,2399,1121,88,100,0,500,2742;
@400000005e81981301e5b3f2 #d,-,18,2419,2396,1124,330,2,179850,11150,2419,2399,1126,2416,2396,1120,88,100,0,500,2739;
@400000005e81981501f2f69d #d,-,18,2422,2396,1124,331,2,179840,11150,2422,2397,1129,2419,2396,1121,88,100,0,500,2742;
@400000005e81981501fc351b #d,-,18,2426,2399,1128,331,2,179869,11151,2426,2399,1128,2422,2396,1123,88,100,0,500,2742;
@400000005e819817020a0910 #d,-,18,2428,2400,1126,332,2,179823,11149,2428,2400,1129,2426,2398,1124,88,100,0,500,2746;
@400000005e8198170212a3a4 #d,-,18,2431,2399,1133,333,2,179816,11148,2431,2400,1134,2428,2398,1125,88,100,0,500,2749;
@400000005e819819021f7959 #d,-,18,2435,2398,1130,333,2,179810,11148,2435,2399,1133,2431,2397,1129,88,100,0,500,2758;
@400000005e8198190228c3f2 #d,-,18,2439,2400,1127,334,2,179803,11147,2439,2400,1132,2435,2398,1127,88,100,0,500,2761;
@400000005e81981b0237db12 #d,-,18,2440,2400,1159,335,2,179795,11147,2440,2401,1159,2439,2400,1114,88,100,0,500,2744;
@400000005e81981b024125ab #d,-,18,2563,2399,1280,335,2,179834,11149,2563,2400,1307,2440,2399,1159,90,100,0,500,2829;
@400000005e81981d024fe363 #d,-,18,2840,2397,1280,336,2,179886,11152,2840,2399,1288,2563,2397,1264,92,100,0,500,3076;
@400000005e81981d0259f54a #d,-,18,2842,2399,1278,337,2,179938,11156,2842,2399,1280,2840,2397,1277,91,100,0,500,3111;
@400000005e81981f026956eb #d,-,18,2844,2399,1281,338,2,179990,11159,2844,2399,1281,2842,2397,1276,91,100,0,500,3114;
@400000005e81981f0272a184 #d,-,18,2844,2401,1130,339,2,180005,11160,2844,2401,1281,2844,2398,1057,91,100,0,500,3109;
@400000005e819821027fe077 #d,-,18,2445,2400,1120,339,2,179997,11159,2844,2401,1153,2445,2400,1113,88,100,0,500,2772;
@400000005e81982102890038 #d,-,18,2446,2399,1126,340,2,179988,11159,2446,2401,1130,2445,2399,1120,88,100,0,500,2751;
@400000005e8198230296047e #d,-,18,2446,2399,1128,341,2,179980,11158,2446,2400,1132,2446,2398,1122,89,100,0,500,2746;
@400000005e819823029edaad #d,-,18,2447,2401,1123,341,2,179971,11158,2447,2401,1130,2446,2399,1120,89,100,0,500,2746;
@400000005e81982502ac08db #d,-,18,2447,2401,1124,342,2,179963,11157,2447,2401,1133,2447,2401,1120,89,100,0,500,2744;
@400000005e81982502b4fa0c #d,-,18,2447,2400,1126,343,2,179954,11157,2447,2402,1130,2447,2400,1120,89,100,0,500,2749;
@400000005e81982702c1e350 #d,-,18,2447,2400,1125,343,2,179982,11158,2447,2401,1128,2447,2400,1121,89,100,0,500,2744;
@400000005e81982702caa148 #d,-,18,2447,2401,1120,344,2,179973,11158,2447,2402,1132,2447,2400,1119,89,100,0,500,2744;
@400000005e81982902d7e3f3 #d,-,18,2447,2401,1125,345,2,179928,11155,2447,2401,1130,2447,2400,1120,89,100,0,500,2749;
@400000005e81982902e10fd0 #d,-,18,2447,2398,1131,345,2,179921,11155,2447,2401,1132,2447,2398,1122,89,100,0,500,2746;
@400000005e81982b02eee2d7 #d,-,18,2449,2398,1127,346,2,179950,11156,2449,2399,1133,2447,2398,1125,88,100,0,500,2756;
@400000005e81982b02f7723e #d,-,18,2450,2400,1119,347,2,179942,11156,2450,2401,1134,2449,2398,1119,88,100,0,500,2756;
@400000005e81982d030364b5 #d,-,18,2449,2401,1118,347,2,179896,11153,2450,2401,1126,2449,2400,1114,89,100,0,500,2744;
@400000005e81982d030c4d84 #d,-,18,2448,2398,1120,348,2,179886,11152,2449,2401,1122,2448,2398,1114,89,100,0,500,2732;
@400000005e81982f031a2532 #d,-,18,2446,2399,1115,349,2,179875,11152,2448,2399,1122,2446,2397,1114,89,100,0,500,2730;
@400000005e81982f0322bfc6 #d,-,18,2444,2397,1121,349,2,179864,11151,2446,2399,1125,2444,2397,1114,89,100,0,500,2730;
@400000005e8198310330484b #d,-,18,2443,2398,1119,350,2,179854,11150,2444,2399,1124,2443,2397,1115,89,100,0,500,2730;
@400000005e8198310339397c #d,-,18,2441,2398,1116,351,2,179843,11150,2443,2400,1122,2441,2397,1116,89,100,0,500,2732;
@400000005e81983303469bd2 #d,-,18,2440,2397,1119,351,2,179832,11149,2441,2398,1122,2440,2397,1113,89,100,0,500,2727;
@400000005e819833034f59ca #d,-,18,2438,2398,1116,352,2,179821,11148,2440,2399,1123,2438,2397,1114,89,100,0,500,2727;
@400000005e819835035cde96 #d,-,18,2437,2398,1118,353,2,179810,11148,2438,2399,1121,2437,2397,1114,89,100,0,500,2727;
@400000005e8198350365a135 #d,-,18,2436,2398,1117,353,2,179799,11147,2437,2399,1121,2436,2397,1113,89,100,0,500,2727;
@400000005e81983703724ede #d,-,18,2435,2400,1115,354,2,179788,11146,2436,2400,1121,2435,2397,1113,89,100,0,500,2725;
@400000005e819837037b2153 #d,-,18,2434,2400,1121,355,2,179814,11148,2435,2400,1123,2434,2399,1113,89,100,0,500,2727;
@400000005e8198390388d869 #d,-,18,2434,2398,1115,355,2,179803,11147,2434,2400,1122,2434,2397,1115,89,100,0,500,2730;
@400000005e81983903919750 #d,-,18,2433,2399,1121,356,2,179758,11145,2434,2399,1122,2433,2398,1115,89,100,0,500,2730;
@400000005e81983b039efc71 #d,-,18,2433,2401,1118,357,2,179747,11144,2433,2401,1123,2433,2399,1114,89,100,0,500,2730;
@400000005e81983b03a80130 #d,-,18,2433,2399,1123,358,2,179738,11143,2433,2401,1126,2433,2398,1116,89,100,0,500,2732;
@400000005e81983d03b5e40c #d,-,18,2433,2398,1120,358,2,179727,11143,2433,2399,1125,2433,2398,1114,88,100,0,500,2734;
@400000005e81983d03be8348 #d,-,18,2433,2400,1118,359,2,179717,11142,2433,2400,1125,2433,2398,1117,88,100,0,500,2734;
@400000005e81983f03cbd121 #d,-,18,2433,2401,1119,360,2,179707,11141,2433,2401,1123,2433,2400,1113,89,100,0,500,2730;
@400000005e81983f03d51800 #d,-,18,2432,2401,1114,360,2,179696,11141,2433,2401,1122,2432,2400,1113,89,100,0,500,2730;
@400000005e81984103e2c7a3 #d,-,18,2432,2401,1120,361,2,179686,11140,2432,2401,1120,2432,2400,1111,89,100,0,500,2727;
@400000005e81984103eb6325 #d,-,18,2431,2400,1116,362,2,179675,11139,2432,2402,1121,2431,2399,1114,89,100,0,500,2727;
@400000005e81984303f89e5e #d,-,18,2430,2400,1117,362,2,179664,11139,2431,2400,1121,2430,2399,1114,89,100,0,500,2727;
@400000005e81984304019348 #d,-,18,2430,2399,1120,363,2,179654,11138,2430,2400,1124,2430,2399,1117,89,100,0,500,2730;
@400000005e819845040ef0f6 #d,-,18,2430,2398,1118,364,2,179644,11137,2430,2399,1123,2430,2398,1116,88,100,0,500,2732;
@400000005e8198450417ab34 #d,-,18,2431,2399,1121,364,2,179635,11137,2431,2399,1123,2430,2397,1116,88,100,0,500,2734;
@400000005e819847042533b9 #d,-,18,2431,2399,1117,365,2,179625,11136,2431,2399,1124,2431,2398,1115,89,100,0,500,2730;
@400000005e819847042e19bd #d,-,18,2431,2398,1119,366,2,179616,11136,2431,2400,1122,2431,2397,1115,89,100,0,500,2730;
@400000005e819849043d30de #d,-,18,2431,2398,1120,366,2,179606,11135,2431,2398,1123,2431,2397,1115,89,100,0,500,2730;
@400000005e81984904464ce6 #d,-,18,2431,2399,1114,367,2,179596,11134,2431,2399,1122,2431,2398,1114,89,100,0,500,2727;
@400000005e81984b0454337b #d,-,18,2435,2397,1232,368,2,179611,11135,2435,2399,1232,2431,2396,1113,88,100,0,500,2739;
@400000005e81984b045df727 #d,-,18,2781,2398,1277,368,2,179694,11141,2781,2398,1308,2435,2396,1232,91,100,0,500,3026;
@400000005e81984d046d58c8 #d,-,18,2862,2398,1283,369,2,179742,11144,2862,2398,1284,2781,2397,1277,91,100,0,500,3114;
@400000005e81984d0476a71b #d,-,18,2862,2396,1280,370,2,179791,11147,2862,2398,1283,2862,2396,1277,91,100,0,500,3116;
@400000005e81984f04858faa #d,-,18,2862,2396,1231,371,2,179799,11147,2862,2396,1285,2862,2395,1231,91,100,0,500,3121;
@400000005e81984f048f24c5 #d,-,18,2555,2398,1117,371,2,179770,11145,2862,2399,1231,2555,2396,1011,88,100,0,500,2896;
@400000005e819851049cbd1f #d,-,18,2367,2398,1119,372,2,179762,11145,2555,2398,1144,2367,2398,1109,89,100,0,500,2651;
@400000005e81985104a5784c #d,-,18,2443,2396,1123,373,2,179754,11144,2443,2398,1126,2367,2396,1116,89,100,0,500,2734;
@400000005e81985304b2804b #d,-,18,2443,2397,1121,374,2,179745,11144,2443,2397,1125,2443,2396,1117,89,100,0,500,2734;
@400000005e81985304bbce9e #d,-,18,2442,2397,1121,374,2,179737,11143,2443,2398,1125,2442,2397,1118,89,100,0,500,2737;
@400000005e81985504c966f8 #d,-,18,2442,2395,1133,375,2,179730,11143,2442,2398,1135,2442,2395,1118,89,100,0,500,2734;
@400000005e81985504d1fa19 #d,-,18,2444,2396,1118,376,2,179722,11142,2444,2396,1133,2442,2395,1118,88,100,0,500,2753;
@400000005e81985704de71bd #d,-,18,2443,2396,1125,376,2,179713,11142,2444,2397,1125,2443,2395,1116,89,100,0,500,2732;
@400000005e81985704e70986 #d,-,18,2442,2397,1118,377,2,179703,11141,2443,2397,1126,2442,2396,1115,89,100,0,500,2732;
@400000005e81985904f485ef #d,-,18,2441,2397,1122,378,2,179694,11141,2442,2397,1126,2441,2397,1115,89,100,0,500,2732;
@400000005e81985904fd488f #d,-,18,2440,2395,1118,378,2,179685,11140,2441,2398,1122,2440,2395,1114,89,100,0,500,2727;
@400000005e81985b050b811a #d,-,18,2439,2395,1122,379,2,179676,11139,2440,2397,1123,2439,2395,1115,89,100,0,500,2730;
@400000005e81985b0514db88 #d,-,18,2439,2395,1180,380,2,179670,11139,2439,2396,1180,2439,2395,1115,89,100,0,500,2730;
@400000005e81985d05239cfa #d,-,18,2575,2396,1272,380,2,179707,11141,2575,2396,1311,2439,2395,1180,90,100,0,500,2839;
@400000005e81985d052cc42f #d,-,18,2862,2394,1286,381,2,179754,11144,2862,2396,1291,2575,2394,1267,92,100,0,500,3095;
@400000005e81985f053ace28 #d,-,18,2862,2394,1284,382,2,179802,11147,2862,2394,1286,2862,2393,1281,91,100,0,500,3118;
@400000005e81985f0544adc4 #d,-,18,2863,2396,1285,383,2,179882,11152,2863,2396,1286,2862,2394,1280,91,100,0,500,3121;
@400000005e8198610553dfe6 #d,-,18,2863,2395,1119,383,2,179894,11153,2863,2397,1285,2863,2395,1061,91,100,0,500,3118;
@400000005e819861055d661a #d,-,18,2423,2395,1119,384,2,179854,11150,2863,2396,1143,2423,2394,1115,87,100,0,500,2756;
@400000005e819863056aac80 #d,-,18,2425,2397,1122,385,2,179878,11152,2425,2397,1129,2423,2394,1119,88,100,0,500,2739;
@400000005e8198630573efa5 #d,-,18,2427,2397,1120,386,2,179837,11149,2427,2397,1126,2425,2396,1119,88,100,0,500,2734;
@400000005e81986505816c0f #d,-,18,2429,2396,1124,386,2,179829,11149,2429,2397,1129,2427,2395,1120,88,100,0,500,2737;
@400000005e819865058a273c #d,-,18,2431,2396,1126,387,2,179821,11148,2431,2397,1128,2429,2395,1120,88,100,0,500,2737;
@400000005e8198670596a29a #d,-,18,2433,2397,1122,388,2,179815,11148,2433,2398,1135,2431,2395,1122,88,100,0,500,2746;
@400000005e81986705a02f53 #d,-,18,2435,2396,1124,388,2,179807,11148,2435,2397,1127,2433,2395,1121,88,100,0,500,2746;
@400000005e81986905adc3f3 #d,-,18,2436,2395,1122,389,2,179799,11147,2436,2396,1130,2435,2395,1121,88,100,0,500,2742;
@400000005e81986905b67a78 #d,-,18,2437,2396,1125,390,2,179791,11147,2437,2397,1128,2436,2395,1122,88,100,0,500,2742;
@400000005e81986b05c3ef6e #d,-,18,2438,2394,1123,390,2,179784,11146,2438,2397,1131,2437,2393,1121,89,100,0,500,2739;
@400000005e81986b05cd07bc #d,-,18,2439,2396,1125,391,2,179808,11148,2439,2397,1129,2438,2394,1120,88,100,0,500,2742;
@400000005e81986d05db5c37 #d,-,18,2440,2395,1126,392,2,179801,11147,2440,2397,1127,2439,2395,1121,89,100,0,500,2739;
@400000005e81986d05e4a316 #d,-,18,2443,2397,1210,392,2,179781,11146,2443,2398,1232,2440,2395,1118,88,100,0,500,2746;
@400000005e81986f05f2814a #d,-,18,2779,2395,1278,393,2,179827,11149,2779,2397,1305,2443,2394,1210,92,100,0,500,3019;
@400000005e81986f05fc077e #d,-,18,2852,2397,1277,394,2,179871,11152,2852,2397,1280,2779,2395,1273,91,100,0,500,3102;
@400000005e819871060b93f7 #d,-,18,2852,2395,1278,395,2,179916,11154,2852,2398,1280,2852,2395,1277,91,100,0,500,3109;
@400000005e81987106151cf6 #d,-,18,2853,2395,1221,396,2,179957,11157,2853,2396,1282,2852,2394,1221,91,100,0,500,3109;
@400000005e819873062286bf #d,-,18,2619,2394,1116,396,2,179946,11156,2853,2395,1221,2619,2393,1070,88,100,0,500,2943;
@400000005e819873062b1626 #d,-,18,2449,2396,1128,397,2,179938,11156,2619,2396,1129,2449,2394,1116,89,100,0,500,2730;
@400000005e8198750637dc06 #d,-,18,2448,2396,1124,398,2,179931,11155,2449,2396,1129,2448,2393,1122,89,100,0,500,2742;
@400000005e81987506409db7 #d,-,18,2448,2394,1127,398,2,179955,11157,2448,2397,1130,2448,2393,1121,89,100,0,500,2742;
@400000005e819877064e0b3a #d,-,18,2448,2397,1123,399,2,179947,11156,2448,2397,1128,2448,2394,1121,89,100,0,500,2739;
@400000005e81987706575e35 #d,-,18,2448,2394,1134,400,2,179909,11154,2448,2397,1138,2448,2394,1121,89,100,0,500,2742;
@400000005e8198790664cf72 #d,-,18,2450,2397,1123,400,2,179902,11153,2450,2397,1134,2448,2394,1119,88,100,0,500,2753;
@400000005e819879066d6af4 #d,-,18,2449,2395,1127,401,2,179895,11153,2450,2397,1127,2449,2394,1121,89,100,0,500,2737;
@400000005e81987b067a7a67 #d,-,18,2448,2395,1123,401,2,179887,11153,2449,2396,1127,2448,2394,1120,89,100,0,500,2737;
@400000005e81987b0683c146 #d,-,18,2447,2395,1122,402,2,179878,11152,2448,2396,1125,2447,2394,1120,89,100,0,500,2737;
