@400000005e81963533d3752b #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e8196362223c746 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e8196ee30509331 #d,-,18,2854,2400,1278,126,0,179953,11157,2854,2402,1280,2791,2399,1273,91,100,0,501,3109;
@400000005e8196ee3059d657 #d,-,18,2853,2402,1276,127,0,180088,11165,2854,2402,1279,2853,2400,1275,91,100,0,501,3109;
@400000005e8196f030677713 #d,-,18,2853,2403,1067,128,0,180177,11170,2853,2403,1278,2853,2400,1067,91,100,0,501,3109;
@400000005e8196f0307002c0 #d,-,18,2555,2403,1121,128,0,180146,11169,2853,2404,1155,2555,2401,1043,88,100,0,501,2877;
@400000005e8196f2307d4925 #d,-,18,2431,2401,1122,129,0,180118,11167,2555,2403,1123,2431,2401,1119,88,100,0,501,2734;
@400000005e8196f2308625d9 #d,-,18,2431,2401,1120,130,0,180089,11165,2431,2403,1125,2431,2401,1119,88,100,0,501,2737;
@400000005e8196f43093af4c #d,-,18,2432,2401,1120,130,0,180062,11163,2432,2403,1126,2431,2401,1119,88,100,0,501,2739;
@400000005e8196f4309c49e0 #d,-,18,2433,2402,1122,131,0,180036,11162,2433,2403,1126,2432,2400,1120,88,100,0,501,2734;
@400000005e8196f630aa1ce7 #d,-,18,2434,2402,1127,132,0,180014,11160,2434,2402,1131,2433,2400,1119,88,100,0,501,2739;
@400000005e8196f630b2d813 #d,-,18,2437,2400,1123,132,0,179994,11159,2437,2402,1132,2434,2399,1119,88,100,0,501,2753;
@400000005e8196f830bfe013 #d,-,18,2438,2400,1123,133,0,180061,11163,2438,2402,1125,2437,2399,1120,88,100,0,501,2744;
@400000005e8196f830c9224a #d,-,18,2438,2402,1123,134,0,179944,11156,2438,2402,1126,2438,2400,1122,89,100,0,501,2739;
@400000005e8196fa30d68c13 #d,-,18,2439,2401,1122,134,0,179919,11155,2439,2402,1128,2438,2400,1121,88,100,0,501,2744;
@400000005e8196fa30df798b #d,-,18,2440,2400,1117,135,0,179897,11153,2440,2402,1132,2439,2400,1117,88,100,0,501,2742;
@400000005e8196fc30ecbff0 #d,-,18,2440,2401,1123,136,0,179873,11152,2440,2402,1127,2440,2400,1117,88,100,0,500,2742;
@400000005e8196fc30f5a8bf #d,-,18,2440,2402,1115,136,0,179846,11150,2440,2402,1130,2440,2400,1112,89,100,0,500,2739;
@400000005e8196fe31037cb4 #d,-,18,2438,2400,1115,137,0,179907,11154,2440,2402,1122,2438,2399,1112,89,100,0,500,2730;
@400000005e8196fe310c6583 #d,-,18,2436,2401,1113,138,0,179786,11146,2438,2402,1118,2436,2400,1112,89,100,0,500,2723;
@400000005e819700311a0db3 #d,-,18,2434,2402,1118,138,0,179755,11144,2436,2402,1119,2434,2400,1112,89,100,0,500,2720;
@400000005e81970031236f94 #d,-,18,2432,2401,1117,139,0,179726,11143,2434,2403,1122,2432,2400,1112,89,100,0,500,2723;
@400000005e819702313185a9 #d,-,18,2431,2402,1117,140,0,179697,11141,2432,2403,1119,2431,2400,1114,89,100,0,500,2725;
@400000005e819702313a4b14 #d,-,18,2430,2402,1117,140,0,179670,11139,2431,2402,1121,2430,2400,1115,89,100,0,500,2727;
@400000005e81970431477ed9 #d,-,18,2430,2401,1117,141,0,179643,11137,2430,2402,1122,2430,2400,1112,89,100,0,500,2730;
@400000005e81970431516140 #d,-,18,2430,2402,1119,142,0,179616,11136,2430,2402,1120,2430,2400,1112,89,100,0,500,2725;
@400000005e819706315fa5e6 #d,-,18,2429,2399,1119,142,0,179590,11134,2430,2402,1121,2429,2399,1112,89,100,0,500,2725;
@400000005e81970631695e64 #d,-,18,2429,2400,1117,143,0,179650,11138,2429,2402,1120,2429,2399,1113,89,100,0,500,2727;
@400000005e8197083178002c #d,-,18,2429,2401,1119,144,0,179537,11131,2429,2401,1121,2429,2399,1115,89,100,0,500,2725;
@400000005e8197083181a162 #d,-,18,2428,2399,1114,144,0,179510,11129,2429,2401,1122,2428,2399,1114,89,100,0,500,2725;
@400000005e81970a31904b8b #d,-,18,2428,2400,1119,145,0,179485,11128,2428,2400,1120,2428,2398,1112,89,100,0,500,2727;
@400000005e81970a319a1f0c #d,-,18,2427,2398,1114,146,0,179458,11126,2428,2400,1121,2427,2397,1113,89,100,0,500,2720;
@400000005e81970c31a9ab85 #d,-,18,2427,2400,1117,146,0,179432,11124,2427,2401,1120,2427,2397,1113,89,100,0,500,2723;
@400000005e81970c31b39a08 #d,-,18,2426,2402,1117,147,0,179405,11123,2427,2402,1123,2426,2399,1114,89,100,0,500,2723;
@400000005e81970e31c28297 #d,-,18,2425,2398,1117,148,0,179463,11126,2426,2402,1120,2425,2398,1112,88,100,0,500,2725;
@400000005e81970e31cd9a31 #d,-,18,2425,2401,1117,148,0,179436,11125,2425,2401,1119,2425,2398,1111,89,100,0,500,2723;
@400000005e81970e31d625de #d,-,18,2425,2399,1116,149,0,179329,11118,2425,2401,1123,2425,2399,1114,89,100,0,500,2723;
@400000005e81971031e39361 #d,-,18,2425,2398,1118,150,0,179304,11116,2425,2401,1121,2425,2398,1113,89,100,0,500,2723;
@400000005e81971031ec2ee4 #d,-,18,2425,2400,1118,150,0,179280,11115,2425,2400,1122,2425,2398,1116,88,100,0,500,2725;
@400000005e81971231f91739 #d,-,18,2425,2401,1117,151,0,179256,11113,2425,2401,1123,2425,2398,1116,88,100,0,500,2727;
@400000005e819712320200f6 #d,-,18,2425,2399,1120,152,0,179233,11112,2425,2401,1122,2425,2399,1115,88,100,0,500,2727;
@400000005e819714320f2b6b #d,-,18,2425,2400,1114,152,0,179291,11116,2425,2401,1124,2425,2399,1114,88,100,0,500,2727;
@400000005e81971432185ebc #d,-,18,2425,2399,1122,153,0,179267,11114,2425,2400,1122,2425,2397,1112,88,100,0,500,2725;
@400000005e81971632261e34 #d,-,18,2425,2401,1114,154,0,179163,11108,2425,2401,1122,2425,2398,1112,88,100,0,500,2725;
@400000005e819716322edd1a #d,-,18,2425,2400,1122,155,0,179142,11106,2425,2401,1122,2425,2400,1114,88,100,0,500,2727;
@400000005e819718323ceacd #d,-,18,2425,2402,1117,155,0,179118,11105,2425,2402,1122,2425,2399,1112,88,100,0,500,2725;
@400000005e81971832469ae9 #d,-,18,2425,2400,1117,156,0,179095,11103,2425,2402,1120,2425,2400,1111,88,100,0,500,2725;
@400000005e81971a32556877 #d,-,18,2529,2399,1302,157,0,179167,11108,2529,2402,1302,2425,2399,1117,90,100,0,500,2796;
@400000005e81971a325f014b #d,-,18,2797,2401,1272,157,0,179276,11115,2797,2401,1302,2529,2399,1263,91,100,0,500,3045;
@400000005e81971c326df14e #d,-,18,2852,2399,1280,158,0,179387,11122,2852,2401,1281,2797,2399,1272,91,100,0,500,3109;
@400000005e81971c3277382d #d,-,18,2852,2398,1274,159,0,179575,11133,2852,2400,1282,2852,2398,1273,91,100,0,500,3107;
@400000005e81971e32861949 #d,-,18,2851,2401,1128,160,0,179548,11131,2852,2401,1280,2851,2398,1128,91,100,0,500,3109;
@400000005e81971e328ff7f7 #d,-,18,2501,2401,1029,160,0,179519,11130,2851,2402,1137,2501,2400,1029,88,100,0,500,2817;
@400000005e819720329db3b5 #d,-,18,2306,2399,1120,161,1,179475,11127,2501,2402,1148,2306,2399,1022,87,100,0,500,2635;
@400000005e81972032a646d5 #d,-,18,2457,2401,1132,162,1,179462,11126,2457,2401,1133,2306,2399,1117,89,100,0,500,2737;
@400000005e81972232b2c6dc #d,-,18,2457,2400,1128,162,1,179449,11125,2457,2402,1132,2457,2400,1126,89,100,0,500,2756;
@400000005e81972232bbb71e #d,-,18,2457,2401,1131,163,1,179437,11125,2457,2402,1133,2457,2400,1125,89,100,0,500,2756;
@400000005e81972432c967af #d,-,18,2457,2402,1126,164,1,179423,11124,2457,2402,1132,2457,2400,1125,89,100,0,500,2753;
@400000005e81972432d1fe89 #d,-,18,2457,2400,1118,164,1,179406,11123,2457,2403,1132,2457,2399,1114,89,100,0,500,2756;
@400000005e81972632dfd190 #d,-,18,2454,2402,1120,165,1,179385,11121,2457,2402,1122,2454,2399,1115,89,100,0,500,2732;
@400000005e81972632e880a1 #d,-,18,2450,2401,1116,166,1,179363,11120,2454,2402,1122,2450,2400,1114,89,100,0,500,2727;
@400000005e81972832f633fd #d,-,18,2448,2400,1119,166,1,179342,11119,2450,2402,1122,2448,2400,1111,89,100,0,500,2727;
@400000005e81972832ff0de6 #d,-,18,2445,2403,1111,167,1,179320,11117,2448,2403,1122,2445,2400,1111,89,100,0,500,2725;
@400000005e81972a330cb25c #d,-,18,2443,2402,1124,168,1,179299,11116,2445,2403,1124,2443,2401,1111,89,100,0,500,2725;
@400000005e81972a3315b273 #d,-,18,2440,2401,1114,168,1,179277,11115,2443,2403,1124,2440,2401,1114,89,100,0,500,2727;
@400000005e81972c3324c5da #d,-,18,2438,2400,1211,169,1,179290,11116,2440,2402,1233,2438,2399,1113,89,100,0,500,2727;
@400000005e81972c332de1e2 #d,-,18,2695,2402,1285,170,1,179385,11121,2695,2402,1309,2438,2399,1196,92,100,0,500,2926;
@400000005e81972e333c1a6c #d,-,18,2862,2402,1277,171,1,179490,11128,2862,2402,1288,2695,2400,1274,91,100,0,500,3123;
@400000005e81972e33457982 #d,-,18,2862,2400,1282,172,1,179595,11134,2862,2403,1283,2862,2400,1276,91,100,0,500,3118;
@400000005e819730335465cb #d,-,18,2862,2402,1264,172,1,179697,11141,2862,2402,1285,2862,2400,1264,91,100,0,500,3118;
@400000005e819730335db41e #d,-,18,2713,2400,1121,173,1,179692,11140,2862,2402,1264,2713,2400,1061,89,100,0,500,3028;
@400000005e819732336aa11b #d,-,18,2455,2402,1128,174,1,179679,11140,2713,2402,1136,2455,2400,1115,89,100,0,500,2742;
@400000005e819732337305ab #d,-,18,2455,2402,1129,174,1,179666,11139,2455,2402,1132,2455,2400,1125,89,100,0,500,2753;
@400000005e81973433804768 #d,-,18,2456,2400,1132,175,1,179654,11138,2456,2402,1132,2455,2400,1125,89,100,0,500,2753;
@400000005e81973433890dc2 #d,-,18,2455,2402,1125,176,1,179640,11137,2456,2402,1132,2455,2400,1125,89,100,0,500,2756;
@400000005e819736339663fc #d,-,18,2455,2401,1118,176,1,179625,11136,2455,2402,1133,2455,2401,1118,89,100,0,500,2753;
@400000005e819736339f5ca1 #d,-,18,2453,2403,1115,177,1,179603,11135,2455,2403,1123,2453,2401,1113,89,100,0,500,2742;
@400000005e81973833ad088a #d,-,18,2450,2404,1121,178,1,179583,11134,2453,2404,1122,2450,2401,1112,89,100,0,500,2730;
@400000005e81973833b5ab7f #d,-,18,2447,2403,1117,178,1,179561,11132,2450,2404,1122,2447,2403,1111,89,100,0,500,2725;
@400000005e81973a33c32c91 #d,-,18,2445,2402,1119,179,1,179541,11131,2447,2404,1123,2445,2402,1113,89,100,0,500,2730;
@400000005e81973a33cc2535 #d,-,18,2442,2404,1121,180,1,179590,11134,2445,2404,1121,2442,2401,1114,89,100,0,500,2730;
@400000005e81973c33db5c00 #d,-,18,2441,2403,1119,180,1,179502,11129,2442,2404,1122,2441,2401,1114,89,100,0,500,2732;
@400000005e81973c33e4b66e #d,-,18,2439,2400,1115,181,1,179549,11132,2441,2403,1122,2439,2400,1112,89,100,0,500,2730;
@400000005e81973e33f3ab19 #d,-,18,2527,2400,1305,182,1,179539,11131,2527,2401,1305,2439,2400,1115,90,100,0,500,2796;
@400000005e81973e33fd10b4 #d,-,18,2801,2399,1277,183,1,179635,11137,2801,2400,1306,2527,2399,1265,91,100,0,500,3047;
@400000005e819740340c4b38 #d,-,18,2860,2400,1282,183,1,179732,11143,2860,2400,1283,2801,2399,1276,91,100,0,500,3116;
@400000005e8197403415735c #d,-,18,2859,2401,1279,184,1,179828,11149,2860,2402,1282,2859,2399,1274,91,100,0,500,3114;
@400000005e8197423423b359 #d,-,18,2859,2401,1039,185,1,179874,11152,2859,2402,1282,2859,2398,1038,91,100,0,500,3116;
@400000005e819742342d44ba #d,-,18,2511,2403,1123,186,1,179863,11151,2859,2403,1162,2511,2400,1039,88,100,0,500,2839;
@400000005e819744343c4492 #d,-,18,2453,2401,1128,186,1,179849,11150,2511,2404,1130,2453,2401,1123,89,100,0,500,2746;
@400000005e8197443445ab1b #d,-,18,2453,2400,1127,187,1,179835,11149,2453,2403,1131,2453,2400,1123,89,100,0,500,2749;
@400000005e8197463454d984 #d,-,18,2453,2402,1127,188,1,179887,11153,2453,2402,1132,2453,2400,1124,89,100,0,500,2756;
@400000005e819746345e389a #d,-,18,2453,2403,1129,188,1,179807,11148,2453,2403,1132,2453,2401,1126,89,100,0,500,2751;
@400000005e819748346cde1c #d,-,18,2453,2403,1129,189,1,179795,11147,2453,2404,1134,2453,2402,1124,89,100,0,500,2756;
@400000005e81974834762141 #d,-,18,2454,2404,1133,190,1,179785,11146,2454,2404,1133,2453,2402,1127,88,100,0,500,2761;
@400000005e81974a3484a807 #d,-,18,2456,2405,1130,190,1,179775,11146,2456,2405,1135,2454,2403,1127,88,100,0,500,2761;
@400000005e81974a348dcb82 #d,-,18,2457,2404,1135,191,1,179766,11145,2457,2406,1135,2456,2404,1128,88,100,0,500,2765;
@400000005e81974c349ba331 #d,-,18,2458,2405,1133,192,1,179756,11144,2458,2405,1135,2457,2403,1128,88,100,0,500,2765;
@400000005e81974c34a55ac1 #d,-,18,2459,2402,1129,193,1,179746,11144,2459,2405,1135,2458,2402,1127,88,100,0,500,2765;
@400000005e81974e34b499ed #d,-,18,2460,2404,1130,193,1,179800,11147,2460,2405,1133,2459,2402,1127,89,100,0,500,2761;
@400000005e81974e34bde0cd #d,-,18,2461,2403,1124,194,1,179724,11142,2461,2405,1133,2460,2403,1124,89,100,0,500,2761;
@400000005e81975034cc9623 #d,-,18,2464,2402,1226,195,1,179753,11144,2464,2403,1229,2461,2401,1123,89,100,0,500,2765;
@400000005e81975034d669a3 #d,-,18,2775,2403,1270,195,1,179844,11150,2775,2403,1303,2464,2401,1226,91,100,0,500,3028;
@400000005e81975234e5847d #d,-,18,2850,2402,1277,196,1,179931,11155,2850,2404,1281,2775,2402,1270,91,100,0,500,3102;
@400000005e81975234eec7a3 #d,-,18,2850,2403,1278,197,1,180018,11161,2850,2403,1279,2850,2402,1270,91,100,0,500,3111;
@400000005e81975434fd6e13 #d,-,18,2849,2403,1202,198,1,180095,11165,2850,2404,1278,2849,2402,1202,91,100,0,500,3107;
@400000005e81975435068661 #d,-,18,2601,2404,1134,198,1,180071,11164,2849,2404,1202,2601,2402,1045,89,100,0,500,2907;
@400000005e8197563514cec1 #d,-,18,2451,2402,1122,199,1,180057,11163,2601,2404,1136,2451,2402,1121,88,100,0,500,2758;
@400000005e819756351e504c #d,-,18,2451,2404,1127,200,1,180106,11166,2451,2405,1131,2451,2402,1122,89,100,0,500,2751;
@400000005e819758352d5f0b #d,-,18,2451,2402,1129,200,1,180092,11165,2451,2404,1131,2451,2402,1123,89,100,0,500,2753;
@400000005e8197583536b5bf #d,-,18,2452,2403,1129,201,1,180080,11164,2452,2405,1133,2451,2401,1124,88,100,0,500,2756;
@400000005e81975a354538cb #d,-,18,2452,2404,1134,202,1,180005,11160,2452,2405,1134,2452,2403,1125,89,100,0,500,2753;
@400000005e81975a354f1867 #d,-,18,2454,2403,1129,202,1,179995,11159,2454,2405,1135,2452,2402,1128,88,100,0,500,2763;
@400000005e81975c355e00f6 #d,-,18,2456,2404,1133,203,1,179985,11159,2456,2405,1135,2454,2402,1128,88,100,0,500,2765;
@400000005e81975c35675b65 #d,-,18,2457,2404,1132,204,1,179975,11158,2457,2404,1136,2456,2402,1129,88,100,0,500,2765;
@400000005e81975e3574d8bd #d,-,18,2459,2403,1130,204,1,179965,11157,2459,2405,1136,2457,2403,1128,88,100,0,500,2765;
@400000005e81975e357e3a9e #d,-,18,2460,2405,1134,205,1,180017,11161,2460,2406,1137,2459,2403,1124,88,100,0,500,2765;
@400000005e819760358cd139 #d,-,18,2460,2405,1126,206,1,180006,11160,2460,2405,1135,2460,2403,1126,89,100,0,500,2763;
@400000005e819760359646a9 #d,-,18,2461,2402,1131,206,1,179934,11155,2461,2405,1134,2460,2402,1125,89,100,0,500,2763;
@400000005e81976235a5662b #d,-,18,2460,2405,1017,207,1,179892,11153,2461,2406,1131,2460,2402,1006,89,100,0,500,2756;
@400000005e81976235ae9208 #d,-,18,2266,2404,1115,208,1,179860,11151,2460,2405,1136,2266,2402,1017,87,100,0,500,2590;
@400000005e81976435bc4cd8 #d,-,18,2427,2402,1115,208,1,179839,11150,2427,2404,1119,2266,2402,1111,88,100,0,500,2730;
@400000005e81976435c50bbe #d,-,18,2426,2402,1116,209,1,179819,11148,2427,2403,1119,2426,2401,1107,89,100,0,500,2723;
@400000005e81976635d28916 #d,-,18,2425,2404,1116,210,1,179798,11147,2426,2404,1119,2425,2402,1111,89,100,0,500,2723;
@400000005e81976635db523b #d,-,18,2424,2403,1110,210,1,179778,11146,2425,2404,1119,2424,2403,1110,89,100,0,500,2720;
@400000005e81976835e8f6b1 #d,-,18,2424,2401,1116,211,1,179817,11148,2424,2405,1118,2424,2401,1109,88,100,0,500,2725;
@400000005e81976835f1dbc6 #d,-,18,2423,2403,1111,212,1,179798,11147,2424,2404,1122,2423,2401,1111,88,100,0,500,2725;
@400000005e81976a35ff9fe6 #d,-,18,2424,2401,1117,212,1,179721,11142,2424,2404,1120,2423,2401,1111,88,100,0,500,2725;
@400000005e81976a36083307 #d,-,18,2424,2402,1117,213,1,179702,11141,2424,2403,1119,2424,2401,1113,89,100,0,500,2723;
@400000005e81976c36156224 #d,-,18,2423,2404,1117,214,1,179684,11140,2424,2405,1121,2423,2402,1110,88,100,0,500,2725;
@400000005e81976c361e4af3 #d,-,18,2424,2403,1120,214,1,179665,11139,2424,2405,1121,2423,2402,1112,88,100,0,500,2727;
@400000005e81976e362b99ba #d,-,18,2424,2404,1113,215,1,179647,11138,2424,2405,1122,2424,2403,1111,88,100,0,500,2730;
@400000005e81976e3634c951 #d,-,18,2424,2405,1116,216,1,179629,11137,2424,2405,1121,2424,2403,1110,88,100,0,500,2727;
@400000005e81977036425949 #d,-,18,2424,2402,1112,217,1,179668,11139,2424,2405,1117,2424,2402,1110,88,100,0,500,2725;
@400000005e819770364b3b93 #d,-,18,2424,2401,1117,217,1,179593,11134,2424,2402,1120,2424,2401,1110,88,100,0,500,2725;
@400000005e81977236586e6a #d,-,18,2424,2403,1115,218,1,179574,11133,2424,2403,1118,2424,2401,1111,89,100,0,500,2723;
@400000005e81977236619959 #d,-,18,2423,2400,1115,219,1,179613,11136,2424,2403,1121,2423,2400,1112,88,100,0,500,2723;
@400000005e819774366f5517 #d,-,18,2423,2400,1115,219,1,179537,11131,2423,2401,1118,2423,2399,1111,88,100,0,500,2723;
@400000005e819774367817b7 #d,-,18,2422,2402,1111,220,1,179518,11130,2423,2402,1118,2422,2399,1110,89,100,0,500,2720;
@400000005e819776368546d4 #d,-,18,2422,2403,1114,221,1,179500,11129,2422,2403,1118,2422,2401,1110,89,100,0,500,2720;
@400000005e819776368e3bbe #d,-,18,2422,2401,1116,221,1,179482,11127,2422,2403,1118,2422,2401,1110,89,100,0,500,2720;
@400000005e819778369b4eeb #d,-,18,2422,2403,1113,222,1,179463,11126,2422,2404,1119,2422,2401,1113,88,100,0,500,2723;
@400000005e81977836a428d3 #d,-,18,2422,2402,1121,223,1,179447,11125,2422,2403,1121,2422,2401,1111,88,100,0,500,2725;
@400000005e81977a36b15baa #d,-,18,2422,2403,1112,223,1,179429,11124,2422,2404,1121,2422,2400,1112,88,100,0,500,2727;
@400000005e81977a36baa643 #d,-,18,2422,2403,1120,224,1,179413,11123,2422,2404,1120,2422,2402,1111,88,100,0,500,2727;
@400000005e81977c36c86201 #d,-,18,2423,2406,1111,225,1,179396,11122,2423,2406,1121,2422,2402,1111,88,100,0,500,2723;
@400000005e81977c36d10d58 #d,-,18,2423,2404,1120,225,1,179379,11121,2423,2407,1120,2423,2404,1109,88,100,0,500,2727;
@400000005e81977e36ddb748 #d,-,18,2423,2407,1113,226,1,179418,11123,2423,2407,1120,2423,2404,1111,88,100,0,500,2725;
@400000005e81977e36e69130 #d,-,18,2423,2405,1115,227,1,179346,11119,2423,2407,1119,2423,2404,1112,88,100,0,500,2730;
@400000005e81978036f59c35 #d,-,18,2426,2406,1198,227,1,179365,11120,2426,2406,1225,2423,2404,1113,88,100,0,500,2732;
@400000005e81978036fee314 #d,-,18,2759,2405,1273,228,1,179442,11125,2759,2406,1301,2426,2405,1198,91,100,0,500,3002;
@400000005e819782370d6d93 #d,-,18,2844,2404,1274,229,1,179517,11130,2844,2405,1277,2759,2403,1268,91,100,0,500,3099;
@400000005e8197823716e3f2 #d,-,18,2844,2406,1272,230,1,179592,11134,2844,2406,1275,2844,2402,1269,91,100,0,500,3104;
@400000005e81978437266809 #d,-,18,2844,2404,1225,230,1,179655,11138,2844,2407,1275,2844,2404,1219,91,100,0,500,3109;
@400000005e819784372fa3bc #d,-,18,2705,2407,1033,231,1,179641,11137,2844,2408,1227,2705,2403,1009,90,100,0,500,2998;
@400000005e819786373ba9c1 #d,-,18,2286,2405,1114,232,1,179615,11136,2705,2408,1146,2286,2405,1033,87,100,0,500,2625;
@400000005e81978637440e51 #d,-,18,2449,2406,1125,232,1,179656,11138,2449,2407,1129,2286,2405,1114,89,100,0,500,2746;
@400000005e81978837519f37 #d,-,18,2448,2405,1119,233,1,179589,11134,2449,2407,1125,2448,2404,1117,89,100,0,500,2742;
@400000005e819788375a3258 #d,-,18,2447,2406,1123,234,1,179630,11137,2448,2408,1127,2447,2405,1118,89,100,0,500,2744;
@400000005e81978a37678893 #d,-,18,2447,2407,1124,234,1,179565,11133,2447,2407,1126,2447,2405,1119,89,100,0,500,2744;
@400000005e81978a37708137 #d,-,18,2446,2404,1126,235,1,179553,11132,2447,2407,1126,2446,2404,1121,89,100,0,500,2746;
@400000005e81978c377db40d #d,-,18,2447,2406,1123,236,1,179543,11131,2447,2406,1132,2446,2404,1120,88,100,0,500,2753;
@400000005e81978c37867a67 #d,-,18,2447,2405,1126,237,1,179532,11131,2447,2406,1130,2447,2403,1120,89,100,0,500,2749;
@400000005e81978e37940b4e #d,-,18,2448,2403,1126,237,1,179520,11130,2448,2405,1130,2447,2403,1119,88,100,0,500,2753;
@400000005e81978e379cbd2a #d,-,18,2448,2403,1121,238,1,179509,11129,2448,2404,1133,2448,2402,1120,89,100,0,500,2749;
@400000005e81979037aa233a #d,-,18,2448,2405,1122,239,1,179550,11132,2448,2405,1132,2448,2403,1120,88,100,0,500,2751;
@400000005e81979037b337cf #d,-,18,2448,2404,1118,239,1,179537,11131,2448,2406,1131,2448,2402,1113,89,100,0,500,2749;
@400000005e81979237c232fe #d,-,18,2446,2406,1194,240,1,179499,11128,2448,2406,1226,2446,2402,1111,89,100,0,500,2732;
@400000005e81979237cb95ce #d,-,18,2749,2404,1284,241,1,179622,11136,2749,2406,1302,2446,2404,1192,92,100,0,500,2981;
@400000005e81979437dac07d #d,-,18,2850,2405,1273,242,1,179644,11137,2850,2405,1284,2749,2404,1273,91,100,0,500,3114;
@400000005e81979437e461b3 #d,-,18,2851,2406,1279,242,1,179718,11142,2851,2406,1281,2850,2404,1273,91,100,0,500,3116;
@400000005e81979637f34954 #d,-,18,2852,2404,1215,243,1,179783,11146,2852,2406,1281,2851,2404,1215,91,100,0,500,3118;
@400000005e81979637fc9122 #d,-,18,2613,2403,1115,244,1,179767,11145,2852,2405,1215,2613,2402,1056,88,100,0,500,2938;
@400000005e819798380a82e5 #d,-,18,2455,2403,1124,244,1,179755,11144,2613,2403,1133,2455,2401,1115,89,100,0,500,2749;
@400000005e8197983813124b #d,-,18,2453,2404,1120,245,1,179742,11144,2455,2404,1126,2453,2402,1119,89,100,0,500,2742;
@400000005e81979a381f8636 #d,-,18,2452,2404,1124,246,1,179731,11143,2453,2404,1126,2452,2403,1119,89,100,0,500,2746;
@400000005e81979a3828c95c #d,-,18,2451,2403,1123,247,1,179719,11142,2452,2404,1128,2451,2403,1121,89,100,0,500,2744;
@400000005e81979c3836c73a #d,-,18,2451,2403,1128,247,1,179708,11141,2451,2404,1129,2451,2403,1122,89,100,0,500,2749;
@400000005e81979c383f9507 #d,-,18,2450,2403,1128,248,1,179698,11141,2451,2403,1132,2450,2403,1122,89,100,0,500,2746;
@400000005e81979e384cb095 #d,-,18,2452,2402,1125,249,1,179687,11140,2452,2403,1134,2450,2402,1120,88,100,0,500,2761;
@400000005e81979e3855acf3 #d,-,18,2452,2402,1123,249,1,179677,11140,2452,2404,1133,2452,2402,1121,89,100,0,500,2749;
@400000005e8197a038628dd5 #d,-,18,2451,2402,1126,250,1,179667,11139,2452,2402,1133,2451,2401,1118,89,100,0,500,2751;
@400000005e8197a0386b4813 #d,-,18,2451,2401,1127,251,1,179656,11138,2451,2403,1130,2451,2401,1117,89,100,0,500,2746;
@400000005e8197a2387a6f08 #d,-,18,2450,2402,1124,251,1,179645,11138,2451,2402,1130,2450,2401,1115,89,100,0,500,2746;
@400000005e8197a23883e1ad #d,-,18,2449,2403,1141,252,1,179631,11137,2450,2403,1141,2449,2402,1109,89,100,0,500,2742;
@400000005e8197a43892a6d9 #d,-,18,2551,2402,1287,253,1,179682,11140,2551,2404,1299,2449,2402,1141,90,100,0,500,2822;
@400000005e8197a4389bbf27 #d,-,18,2828,2402,1275,253,1,179750,11144,2828,2403,1287,2551,2401,1262,92,100,0,500,3069;
@400000005e8197a638a962ae #d,-,18,2831,2401,1281,254,1,179819,11148,2831,2403,1281,2828,2401,1273,90,100,0,500,3111;
@400000005e8197a638b2dcc7 #d,-,18,2834,2401,1276,255,1,179888,11153,2834,2402,1281,2831,2401,1275,91,100,0,500,3114;
@400000005e8197a838c19e38 #d,-,18,2835,2400,1077,256,1,179909,11154,2835,2402,1282,2834,2395,1049,91,100,0,500,3107;
@400000005e8197a838cae15e #d,-,18,2469,2399,1119,256,1,179901,11153,2835,2400,1153,2469,2399,1077,88,100,0,500,2794;
@400000005e8197aa38d832f1 #d,-,18,2466,2400,1125,257,1,179889,11153,2469,2400,1127,2466,2399,1119,89,100,0,500,2742;
@400000005e8197aa38e17abe #d,-,18,2464,2400,1123,258,1,179878,11152,2466,2401,1126,2464,2400,1120,89,100,0,500,2742;
@400000005e8197ac38ef5538 #d,-,18,2462,2398,1122,259,1,179866,11151,2464,2400,1128,2462,2398,1122,89,100,0,500,2744;
@400000005e8197ac38f7f0bb #d,-,18,2460,2399,1127,259,1,179855,11151,2462,2400,1127,2460,2398,1121,89,100,0,500,2744;
@400000005e8197ae39045c44 #d,-,18,2458,2399,1129,260,1,179891,11153,2460,2400,1129,2458,2399,1121,89,100,0,500,2742;
@400000005e8197ae390d6fea #d,-,18,2457,2399,1126,261,1,179882,11152,2458,2400,1131,2457,2399,1118,89,100,0,500,2753;
@400000005e8197b0391b340a #d,-,18,2456,2402,1127,261,1,179871,11152,2457,2402,1133,2456,2399,1119,89,100,0,500,2744;
@400000005e8197b03923f5bb #d,-,18,2456,2402,1122,262,1,179811,11148,2456,2402,1133,2456,2402,1118,89,100,0,500,2753;
@400000005e8197b2393182e9 #d,-,18,2455,2401,1123,263,1,179801,11147,2456,2402,1135,2455,2401,1119,89,100,0,500,2749;
@400000005e8197b2393a34c5 #d,-,18,2454,2400,1124,263,1,179790,11147,2455,2401,1133,2454,2400,1117,89,100,0,500,2746;
@400000005e8197b4394807cc #d,-,18,2454,2399,1117,264,1,179778,11146,2454,2400,1133,2454,2399,1116,89,100,0,500,2746;
