@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e142fe7337d65cd #d,-,18,2914,2361,1241,912,5,207331,12854,2914,2362,1243,2914,2360,1240,99,100,0,500,2942;
@400000005e142fe9338e5d7d #d,-,18,2911,2363,1220,913,5,207330,12854,2914,2364,1241,2911,2360,1215,99,100,0,500,2927;
@400000005e142fe933991707 #d,-,18,2853,2364,1273,914,5,207330,12854,2911,2365,1274,2853,2363,1209,98,100,0,500,2886;
@400000005e142feb33a93021 #d,-,18,2935,2365,1237,914,5,207331,12854,2935,2365,1273,2853,2364,1231,99,100,0,500,2961;
@400000005e142feb33b1e2ec #d,-,18,2929,2365,1228,915,5,207313,12853,2935,2366,1237,2929,2365,1225,100,100,0,500,2929;
@400000005e142fed33c02b4b #d,-,18,2923,2363,1230,916,5,207330,12854,2929,2366,1230,2923,2363,1228,100,100,0,500,2923;
@400000005e142fed33c9c420 #d,-,18,2918,2363,1229,917,5,207311,12853,2923,2364,1232,2918,2362,1227,100,100,0,500,2918;
@400000005e142fef33d9c238 #d,-,18,2914,2362,1272,918,5,207313,12853,2918,2364,1272,2914,2362,1229,99,100,0,500,2915;
@400000005e142fef33e4a787 #d,-,18,2917,2363,1236,919,5,207314,12853,2917,2364,1277,2914,2362,1228,98,100,0,500,2970;
@400000005e142ff133f5f8a0 #d,-,18,2914,2364,1236,919,5,207315,12853,2917,2364,1237,2914,2362,1235,99,100,0,500,2926;
@400000005e142ff134004179 #d,-,18,2913,2364,1237,920,5,207315,12853,2914,2364,1238,2913,2363,1236,99,100,0,500,2931;
@400000005e142ff334117ff1 #d,-,18,2911,2364,1235,921,5,207316,12853,2913,2365,1237,2911,2363,1235,99,100,0,500,2933;
@400000005e142ff3341bcc84 #d,-,18,2909,2364,1262,922,5,207317,12853,2911,2365,1262,2909,2363,1235,99,100,0,500,2931;
@400000005e142ff5342c75f9 #d,-,18,2914,2363,1239,923,5,207320,12853,2914,2365,1282,2909,2362,1231,97,100,0,500,2975;
@400000005e142ff534374f2d #d,-,18,2912,2361,1243,923,5,207321,12853,2914,2363,1244,2912,2361,1239,99,100,0,500,2933;
@400000005e142ff7344871b5 #d,-,18,2912,2360,1242,924,5,207322,12853,2912,2361,1243,2912,2359,1240,99,100,0,500,2940;
@400000005e142ff73452ea0e #d,-,18,2911,2359,1242,925,5,207323,12854,2912,2361,1243,2911,2359,1241,99,100,0,500,2940;
@400000005e142ff9346423dd #d,-,18,2911,2362,1248,926,5,207324,12854,2911,2362,1248,2911,2359,1240,99,100,0,500,2938;
@400000005e142ff9346e9b48 #d,-,18,2915,2361,1241,927,5,207326,12854,2915,2362,1273,2911,2361,1234,98,100,0,500,2967;
@400000005e142ffb34803328 #d,-,18,2913,2361,1241,927,5,207327,12854,2915,2362,1243,2913,2361,1240,99,100,0,500,2938;
@400000005e142ffb348aa6d9 #d,-,18,2912,2361,1241,928,5,207328,12854,2913,2362,1242,2912,2361,1240,99,100,0,500,2940;
@400000005e142ffd349bb218 #d,-,18,2911,2363,1241,929,5,207329,12854,2912,2364,1242,2911,2361,1235,99,100,0,500,2938;
@400000005e142ffd34a5faf1 #d,-,18,2911,2363,1241,930,5,207330,12854,2911,2364,1242,2911,2363,1240,99,100,0,500,2938;
@400000005e142fff34b62027 #d,-,18,2914,2362,1235,931,5,207333,12854,2914,2363,1273,2911,2361,1232,98,100,0,500,2961;
@400000005e142fff34c17e89 #d,-,18,2913,2361,1241,931,5,207334,12854,2914,2362,1242,2913,2361,1235,98,100,0,500,2943;
@400000005e14300134d2b49f #d,-,18,2912,2361,1241,932,5,207335,12854,2913,2362,1242,2912,2360,1239,99,100,0,500,2938;
@400000005e14300134dd3825 #d,-,18,2911,2362,1241,933,5,207335,12854,2912,2363,1242,2911,2360,1237,99,100,0,500,2938;
@400000005e14300334eecc4b #d,-,18,2911,2362,1241,934,5,207336,12854,2911,2363,1242,2911,2362,1239,99,100,0,500,2936;
@400000005e14300334f92c6d #d,-,18,2913,2362,1233,935,5,207339,12855,2913,2362,1272,2911,2362,1233,98,100,0,500,2954;
@400000005e14300535099b36 #d,-,18,2913,2362,1241,935,5,207340,12855,2913,2363,1243,2913,2362,1233,98,100,0,500,2951;
@400000005e1430053513f3e4 #d,-,18,2912,2362,1241,936,5,207359,12856,2913,2363,1242,2912,2362,1240,99,100,0,500,2938;
@400000005e14300735253d89 #d,-,18,2911,2363,1240,937,5,207359,12856,2912,2364,1241,2911,2362,1239,99,100,0,500,2938;
@400000005e143007352f7a47 #d,-,18,2910,2361,1241,938,5,207360,12856,2911,2363,1242,2910,2361,1239,99,100,0,500,2938;
@400000005e143009353f9f7d #d,-,18,2912,2363,1231,939,5,207345,12855,2912,2365,1272,2910,2361,1231,98,100,0,500,2947;
@400000005e143009354ad219 #d,-,18,2913,2364,1240,939,5,207346,12855,2913,2364,1241,2912,2363,1230,98,100,0,500,2958;
@400000005e14300b355b31fb #d,-,18,2912,2366,1240,940,5,207365,12856,2913,2366,1240,2912,2363,1238,99,100,0,500,2940;
@400000005e14300b356595d7 #d,-,18,2912,2366,1239,941,5,207348,12855,2912,2367,1240,2912,2366,1238,99,100,0,500,2940;
@400000005e14300d3576d808 #d,-,18,2911,2364,1240,942,5,207367,12856,2912,2366,1240,2911,2364,1237,99,100,0,500,2936;
@400000005e14300d35815b8e #d,-,18,2911,2364,1237,943,5,207352,12855,2911,2365,1271,2911,2363,1237,98,100,0,500,2942;
@400000005e14300f3591b6c8 #d,-,18,2913,2366,1239,943,5,207352,12855,2913,2367,1240,2911,2364,1227,98,100,0,500,2961;
@400000005e14300f359be859 #d,-,18,2913,2366,1240,944,5,207353,12855,2913,2366,1241,2913,2366,1238,99,100,0,500,2938;
@400000005e14301135ac24d7 #d,-,18,2912,2364,1238,945,5,207354,12855,2913,2366,1240,2912,2364,1238,99,100,0,500,2940;
@400000005e14301135b77364 #d,-,18,2911,2364,1238,946,5,207355,12856,2912,2365,1240,2911,2364,1238,99,100,0,500,2938;
@400000005e14301335c7b755 #d,-,18,2911,2365,1256,947,5,207358,12856,2911,2365,1271,2911,2364,1238,99,100,0,500,2938;
@400000005e14301335d2f9c7 #d,-,18,2914,2366,1238,948,5,207359,12856,2914,2366,1256,2911,2365,1232,98,100,0,500,2967;
@400000005e14301535e424b0 #d,-,18,2913,2365,1240,948,5,207360,12856,2914,2366,1240,2913,2365,1237,99,100,0,500,2938;
@400000005e14301535eeb363 #d,-,18,2912,2365,1241,949,5,207361,12856,2913,2365,1241,2912,2365,1238,99,100,0,500,2938;
@400000005e14301735ffee21 #d,-,18,2912,2363,1239,950,5,207361,12856,2912,2365,1241,2912,2363,1237,99,100,0,500,2938;
@400000005e143017360a5e18 #d,-,18,2911,2363,1269,951,5,207364,12856,2912,2365,1272,2911,2363,1239,99,100,0,500,2940;
@400000005e143019361bb6a4 #d,-,18,2914,2362,1241,951,5,207365,12856,2914,2364,1269,2911,2362,1234,98,100,0,500,2968;
@400000005e14301936260425 #d,-,18,2914,2363,1240,952,5,207366,12856,2914,2364,1243,2914,2361,1240,99,100,0,500,2942;
@400000005e14301b36373df5 #d,-,18,2913,2364,1241,953,5,207367,12856,2914,2364,1242,2913,2362,1239,99,100,0,500,2938;
@400000005e14301b36418315 #d,-,18,2913,2362,1242,954,5,207368,12856,2913,2364,1242,2913,2362,1240,99,100,0,500,2942;
@400000005e14301d3651ac04 #d,-,18,2912,2361,1272,955,5,207371,12857,2913,2363,1272,2912,2361,1240,99,100,0,500,2938;
@400000005e14301d365ce703 #d,-,18,2915,2363,1242,956,5,207372,12857,2915,2363,1272,2912,2361,1233,98,100,0,500,2970;
@400000005e14301f366e05d0 #d,-,18,2914,2363,1239,956,5,207390,12858,2915,2364,1242,2914,2362,1239,99,100,0,500,2936;
@400000005e14301f36787981 #d,-,18,2913,2361,1242,957,5,207391,12858,2914,2364,1242,2913,2361,1239,99,100,0,500,2940;
@400000005e14302136899fc2 #d,-,18,2912,2361,1244,958,5,207375,12857,2913,2362,1244,2912,2360,1238,99,100,0,500,2938;
@400000005e14302136940bff #d,-,18,2912,2360,1272,959,5,207394,12858,2912,2361,1272,2912,2360,1239,99,100,0,500,2940;
@400000005e14302336a52e87 #d,-,18,2915,2363,1243,960,5,207378,12857,2915,2363,1273,2912,2360,1234,98,100,0,500,2972;
@400000005e14302336af678b #d,-,18,2914,2362,1241,960,5,207397,12858,2915,2363,1243,2914,2362,1240,99,100,0,500,2936;
@400000005e14302536bfe26f #d,-,18,2914,2362,1242,961,5,207398,12858,2914,2363,1242,2914,2361,1239,99,100,0,500,2940;
@400000005e14302536ca3ed7 #d,-,18,2913,2361,1242,962,5,207399,12858,2914,2363,1243,2913,2361,1241,99,100,0,500,2938;
@400000005e14302736d9ea0c #d,-,18,2912,2362,1264,963,5,207383,12857,2913,2363,1264,2912,2360,1240,98,100,0,500,2942;
@400000005e14302736e529b2 #d,-,18,2916,2364,1240,964,5,207385,12857,2916,2364,1272,2912,2361,1232,98,100,0,500,2972;
@400000005e14302936f66382 #d,-,18,2914,2365,1241,964,5,207386,12857,2916,2366,1241,2914,2364,1239,99,100,0,500,2934;
@400000005e1430293700d379 #d,-,18,2914,2365,1241,965,5,207387,12858,2914,2365,1241,2914,2364,1239,99,100,0,500,2940;
@400000005e14302b3711fe63 #d,-,18,2913,2364,1242,966,5,207388,12858,2914,2366,1242,2913,2363,1238,99,100,0,500,2938;
@400000005e14302b371c69b1 #d,-,18,2912,2364,1250,967,5,207389,12858,2913,2364,1250,2912,2363,1239,98,100,0,500,2942;
@400000005e14302d372d810c #d,-,18,2916,2365,1240,968,6,207391,12858,2916,2365,1271,2912,2363,1232,98,100,0,500,2968;
@400000005e14302d3737cd9f #d,-,18,2914,2369,1238,968,6,207392,12858,2916,2370,1241,2914,2365,1236,99,100,0,500,2938;
@400000005e14302f37481dac #d,-,18,2914,2368,1239,969,6,207393,12858,2914,2369,1240,2914,2368,1236,99,100,0,500,2940;
@400000005e14302f37534161 #d,-,18,2913,2367,1240,970,6,207394,12858,2914,2369,1240,2913,2367,1237,99,100,0,500,2940;
@400000005e1430313763a7c8 #d,-,18,2912,2366,1239,971,6,207395,12858,2913,2367,1240,2912,2365,1237,99,100,0,500,2940;
@400000005e143031376edf0d #d,-,18,2915,2366,1235,972,6,207397,12858,2915,2367,1270,2912,2366,1230,98,100,0,500,2961;
@400000005e14303337801523 #d,-,18,2914,2368,1239,973,6,207398,12858,2915,2368,1239,2914,2366,1235,99,100,0,500,2942;
@400000005e143033378a79ed #d,-,18,2913,2367,1238,973,6,207399,12858,2914,2368,1239,2913,2367,1238,99,100,0,500,2940;
@400000005e143035379bb777 #d,-,18,2912,2368,1238,974,6,207400,12858,2913,2368,1239,2912,2367,1236,99,100,0,500,2938;
@400000005e14303537a6ac9b #d,-,18,2912,2367,1238,975,6,207401,12858,2912,2368,1239,2912,2367,1238,99,100,0,500,2940;
@400000005e14303737b7eecd #d,-,18,2914,2366,1231,976,6,207403,12859,2914,2367,1270,2912,2366,1229,98,100,0,500,2958;
@400000005e14303737c232fe #d,-,18,2914,2366,1239,977,6,207404,12859,2914,2366,1241,2914,2365,1231,98,100,0,500,2951;
@400000005e14303937d39894 #d,-,18,2913,2366,1240,977,6,207405,12859,2914,2366,1240,2913,2365,1238,99,100,0,500,2938;
@400000005e14303937dde527 #d,-,18,2913,2366,1240,978,6,207406,12859,2913,2366,1240,2913,2365,1237,99,100,0,500,2940;
@400000005e14303b37ee05b5 #d,-,18,2912,2368,1238,979,6,207407,12859,2913,2368,1240,2912,2365,1237,99,100,0,500,2940;
@400000005e14303b37f8a8e5 #d,-,18,2913,2367,1231,980,6,207426,12860,2913,2368,1270,2912,2367,1231,98,100,0,500,2949;
@400000005e14303d3809c7b2 #d,-,18,2914,2364,1239,980,6,207410,12859,2914,2367,1241,2913,2364,1230,98,100,0,500,2954;
@400000005e14303d38144ef2 #d,-,18,2913,2363,1239,981,6,207411,12859,2914,2365,1241,2913,2363,1237,99,100,0,500,2942;
@400000005e14303f3825df5f #d,-,18,2913,2362,1241,982,6,207412,12859,2913,2363,1241,2913,2361,1237,99,100,0,500,2938;
@400000005e14303f383046f4 #d,-,18,2912,2362,1240,983,6,207413,12859,2913,2363,1241,2912,2362,1239,99,100,0,500,2940;
@400000005e143041384198fb #d,-,18,2913,2364,1238,984,6,207433,12860,2913,2364,1273,2912,2362,1238,98,100,0,500,2943;
@400000005e143041384c0cab #d,-,18,2914,2363,1240,985,6,207433,12860,2914,2364,1244,2913,2363,1232,98,100,0,500,2961;
@400000005e143043385c6072 #d,-,18,2914,2362,1241,985,6,207417,12859,2914,2363,1242,2914,2362,1239,99,100,0,500,2940;
@400000005e1430433866a0e9 #d,-,18,2913,2363,1240,986,6,207418,12859,2914,2363,1242,2913,2361,1240,99,100,0,500,2940;
@400000005e1430453876d5f4 #d,-,18,2912,2363,1241,987,6,207419,12860,2913,2363,1241,2912,2362,1238,99,100,0,500,2940;
@400000005e143045388214ac #d,-,18,2912,2362,1251,988,6,207422,12860,2912,2364,1273,2912,2362,1238,99,100,0,500,2940;
@400000005e14304738927c01 #d,-,18,2914,2363,1239,989,6,207422,12860,2914,2363,1251,2912,2362,1233,98,100,0,500,2967;
@400000005e143047389ce750 #d,-,18,2914,2363,1240,989,6,207423,12860,2914,2363,1242,2914,2362,1239,99,100,0,500,2940;
@400000005e14304938ae0264 #d,-,18,2913,2364,1235,990,6,207424,12860,2914,2364,1241,2913,2362,1235,99,100,0,500,2940;
@400000005e14304938b87e77 #d,-,18,2912,2364,1236,991,6,207425,12860,2913,2364,1243,2912,2363,1230,99,100,0,500,2933;
@400000005e14304b38c9a871 #d,-,18,2911,2364,1264,992,6,207427,12860,2912,2364,1272,2911,2363,1230,99,100,0,500,2936;
@400000005e14304b38d3ed91 #d,-,18,2914,2363,1240,993,6,207428,12860,2914,2364,1264,2911,2363,1234,98,100,0,500,2968;
@400000005e14304d38e51019 #d,-,18,2913,2362,1237,993,6,207429,12860,2914,2364,1242,2913,2362,1237,99,100,0,500,2940;
@400000005e14304d38ef6c81 #d,-,18,2912,2362,1240,994,6,207430,12860,2913,2364,1243,2912,2362,1233,99,100,0,500,2936;
@400000005e14304f38ffa545 #d,-,18,2912,2362,1238,995,6,207430,12860,2912,2363,1242,2912,2362,1238,99,100,0,500,2940;
@400000005e14304f390adb9b #d,-,18,2911,2363,1273,996,6,207433,12860,2912,2363,1273,2911,2362,1233,99,100,0,500,2936;
@400000005e143051391c165a #d,-,18,2914,2369,1238,997,6,207434,12860,2914,2369,1273,2911,2363,1232,98,100,0,500,2968;
@400000005e14305139268dc4 #d,-,18,2913,2369,1237,997,6,207435,12860,2914,2369,1238,2913,2368,1237,99,100,0,500,2940;
@400000005e1430533937c794 #d,-,18,2913,2372,1238,998,6,207436,12861,2913,2374,1238,2913,2369,1235,99,100,0,500,2942;
@400000005e143053394233d1 #d,-,18,2912,2373,1235,999,6,207436,12861,2913,2373,1238,2912,2372,1235,98,100,0,500,2942;
@400000005e14305539536274 #d,-,18,2912,2372,1266,1000,6,207439,12861,2912,2373,1266,2912,2372,1234,98,100,0,500,2942;
@400000005e143055395dd625 #d,-,18,2915,2373,1237,1001,6,207440,12861,2915,2373,1266,2912,2372,1230,98,100,0,500,2970;
@400000005e143057396f5e30 #d,-,18,2914,2373,1236,1002,6,207441,12861,2915,2374,1237,2914,2373,1229,99,100,0,500,2936;
@400000005e1430573979c6b3 #d,-,18,2913,2374,1234,1002,6,207442,12861,2914,2375,1236,2913,2373,1234,99,100,0,500,2942;
@400000005e143059398a21ed #d,-,18,2913,2374,1234,1003,6,207442,12861,2913,2375,1237,2913,2374,1230,99,100,0,500,2938;
@400000005e1430593995707a #d,-,18,2912,2375,1259,1004,6,207444,12861,2913,2375,1259,2912,2374,1232,99,100,0,500,2938;
@400000005e14305b39a697aa #d,-,18,2915,2375,1236,1005,6,207445,12861,2915,2376,1262,2912,2375,1228,98,100,0,500,2970;
@400000005e14305b39b13278 #d,-,18,2913,2375,1236,1005,6,207446,12861,2915,2375,1237,2913,2375,1232,99,100,0,500,2934;
@400000005e14305d39c27c1d #d,-,18,2913,2373,1237,1006,6,207447,12861,2913,2375,1237,2913,2373,1233,99,100,0,500,2942;
@400000005e14305d39cd0e89 #d,-,18,2912,2373,1235,1007,6,207448,12861,2913,2374,1237,2912,2372,1235,98,100,0,500,2942;
@400000005e14305f39dd2030 #d,-,18,2912,2373,1250,1008,6,207449,12861,2912,2374,1250,2912,2373,1233,99,100,0,500,2940;
@400000005e14305f39e7690a #d,-,18,2916,2374,1235,1009,6,207451,12862,2916,2374,1266,2912,2373,1228,98,100,0,500,2974;
@400000005e14306139f8c9f7 #d,-,18,2911,2375,1239,1010,6,207451,12861,2916,2375,1239,2911,2373,1204,99,100,0,500,2920;
@400000005e1430613a033da8 #d,-,18,2909,2373,1219,1010,6,207450,12861,2911,2375,1239,2909,2373,1219,99,100,0,500,2926;
@400000005e1430633a137de0 #d,-,18,2905,2372,1226,1011,6,207450,12861,2909,2374,1230,2905,2371,1219,99,100,0,500,2911;
@400000005e1430633a1ec8b3 #d,-,18,2902,2372,1227,1012,6,207449,12861,2905,2373,1227,2902,2371,1223,99,100,0,500,2915;
@400000005e1430653a300283 #d,-,18,2904,2371,1229,1013,6,207450,12861,2904,2372,1258,2902,2371,1222,98,100,0,500,2942;
@400000005e1430653a3aa1f9 #d,-,18,2903,2371,1235,1014,6,207451,12861,2904,2372,1242,2903,2370,1229,99,100,0,500,2927;
@400000005e1430673a4bdf83 #d,-,18,2902,2371,1234,1014,6,207451,12862,2903,2371,1235,2902,2370,1228,98,100,0,500,2938;
@400000005e1430673a565b95 #d,-,18,2902,2371,1233,1015,6,207452,12862,2902,2371,1234,2902,2370,1232,98,100,0,500,2933;
@400000005e1430693a679565 #d,-,18,2902,2371,1231,1016,6,207452,12862,2902,2371,1234,2902,2370,1231,98,100,0,500,2933;
@400000005e1430693a72205e #d,-,18,2905,2370,1228,1017,6,207454,12862,2905,2371,1266,2902,2370,1226,98,100,0,500,2952;
@400000005e14306b3a836a03 #d,-,18,2905,2370,1233,1018,6,207454,12862,2905,2371,1235,2905,2369,1228,98,100,0,500,2942;
@400000005e14306b3a8dc66b #d,-,18,2904,2370,1234,1018,6,207455,12862,2905,2371,1235,2904,2369,1231,99,100,0,500,2933;
@400000005e14306d3a9e5898 #d,-,18,2904,2369,1234,1019,6,207455,12862,2904,2370,1235,2904,2369,1232,99,100,0,500,2933;
@400000005e14306d3aa9bf5c #d,-,18,2904,2371,1232,1020,6,207456,12862,2904,2371,1235,2904,2369,1232,98,100,0,500,2934;
@400000005e14306f3aba034d #d,-,18,2905,2369,1226,1021,6,207458,12862,2905,2371,1266,2904,2369,1226,98,100,0,500,2943;
@400000005e14306f3ac5c28b #d,-,18,2906,2370,1234,1022,6,207458,12862,2906,2371,1236,2905,2369,1226,98,100,0,500,2949;
@400000005e1430713ad72467 #d,-,18,2905,2371,1235,1022,6,207458,12862,2906,2371,1235,2905,2369,1230,99,100,0,500,2933;
@400000005e1430713ae1ca62 #d,-,18,2905,2370,1234,1023,6,207459,12862,2905,2372,1236,2905,2370,1232,99,100,0,500,2933;
@400000005e1430733af3104d #d,-,18,2904,2369,1235,1024,6,207459,12862,2905,2370,1236,2904,2369,1233,99,100,0,500,2933;
@400000005e1430733afd93d3 #d,-,18,2905,2359,1236,1025,6,207461,12862,2905,2371,1266,2904,2359,1231,98,100,0,500,2938;
@400000005e1430753b0ed9be #d,-,18,2907,2370,1226,1026,6,207461,12862,2907,2371,1240,2905,2359,1222,98,100,0,500,2958;
@400000005e1430753b1964b7 #d,-,18,2905,2370,1235,1026,6,207462,12862,2907,2370,1237,2905,2369,1226,99,100,0,500,2927;
@400000005e1430773b2ace07 #d,-,18,2905,2368,1237,1027,6,207462,12862,2905,2370,1237,2905,2364,1232,99,100,0,500,2933;
@400000005e1430773b35368a #d,-,18,2904,2369,1232,1028,6,207462,12862,2905,2371,1237,2904,2368,1231,99,100,0,500,2931;
@400000005e1430793b45721a #d,-,18,2904,2370,1240,1029,6,207465,12862,2904,2371,1265,2904,2369,1232,99,100,0,500,2933;
@400000005e1430793b50b57a #d,-,18,2906,2371,1232,1030,6,207465,12862,2906,2371,1240,2904,2370,1225,98,100,0,500,2959;
@400000005e14307b3b610498 #d,-,18,2906,2371,1233,1030,6,207465,12862,2906,2373,1234,2906,2371,1230,99,100,0,500,2933;
@400000005e14307b3b6b943a #d,-,18,2905,2371,1233,1031,6,207466,12862,2906,2372,1235,2905,2371,1232,99,100,0,500,2933;
@400000005e14307d3b7cd1c3 #d,-,18,2905,2371,1233,1032,6,207466,12862,2905,2372,1235,2905,2371,1232,99,100,0,500,2934;
@400000005e14307d3b875dab #d,-,18,2904,2370,1256,1033,6,207468,12863,2905,2371,1266,2904,2370,1232,99,100,0,500,2933;
@400000005e14307f3b989eee #d,-,18,2907,2371,1234,1034,6,207468,12863,2907,2372,1256,2904,2370,1226,98,100,0,500,2961;
@400000005e14308000085100 #d,-,18,2907,2371,1234,1034,6,207469,12863,2907,2372,1235,2907,2370,1232,99,100,0,500,2933;
@400000005e1430820018bc0f #d,-,18,2906,2372,1233,1035,6,207469,12863,2907,2372,1234,2906,2371,1231,99,100,0,500,2934;
@400000005e14308200233bdb #d,-,18,2905,2372,1232,1036,6,207469,12863,2906,2373,1233,2905,2371,1230,99,100,0,500,2931;
@400000005e1430840033dcef #d,-,18,2904,2372,1263,1037,6,207471,12863,2905,2373,1265,2904,2372,1231,99,100,0,500,2933;
@400000005e143084003f4ee0 #d,-,18,2908,2372,1233,1038,6,207472,12863,2908,2373,1263,2904,2372,1226,98,100,0,500,2963;
@400000005e143086005094cb #d,-,18,2907,2373,1234,1039,6,207472,12863,2908,2373,1234,2907,2371,1230,99,100,0,500,2931;
@400000005e143086005bc856 #d,-,18,2906,2372,1230,1039,6,207473,12863,2907,2373,1234,2906,2372,1230,99,100,0,500,2933;
@400000005e143088006baa7d #d,-,18,2905,2375,1231,1040,6,207473,12863,2906,2375,1233,2905,2372,1229,99,100,0,500,2931;
@400000005e143088007480ac #d,-,18,2905,2371,1263,1041,6,207475,12863,2905,2375,1263,2905,2371,1231,99,100,0,500,2934;
@400000005e14308a0083a2f9 #d,-,18,2908,2372,1235,1042,6,207475,12863,2908,2372,1264,2905,2371,1226,98,100,0,500,2963;
@400000005e14308a008c756e #d,-,18,2907,2372,1233,1042,6,207476,12863,2908,2373,1235,2907,2372,1232,99,100,0,500,2933;
@400000005e14308c009ab1b2 #d,-,18,2906,2372,1234,1043,6,207476,12863,2907,2373,1235,2906,2372,1231,99,100,0,500,2933;
@400000005e14308c00a47dc0 #d,-,18,2905,2372,1233,1044,6,207477,12863,2906,2372,1234,2905,2371,1232,99,100,0,500,2933;
@400000005e14308e00b5e267 #d,-,18,2905,2371,1259,1045,6,207478,12863,2905,2372,1259,2905,2371,1232,99,100,0,500,2933;
@400000005e14308e00c06d60 #d,-,18,2908,2371,1248,1046,6,207480,12863,2908,2372,1265,2905,2371,1226,98,100,0,500,2965;
@400000005e14309000d1a81e #d,-,18,2909,2372,1237,1047,6,207480,12863,2909,2372,1248,2908,2371,1234,98,100,0,500,2945;
@400000005e14309000dbffde #d,-,18,2909,2371,1236,1047,6,207481,12863,2909,2372,1240,2909,2371,1234,99,100,0,500,2938;
@400000005e14309200ed51e5 #d,-,18,2909,2372,1237,1048,6,207482,12863,2909,2372,1238,2909,2371,1235,98,100,0,500,2943;
@400000005e14309200f7be22 #d,-,18,2909,2371,1253,1049,6,207483,12864,2909,2373,1253,2909,2371,1235,98,100,0,500,2943;
@400000005e1430940108c961 #d,-,18,2913,2371,1239,1050,6,207485,12864,2913,2372,1268,2909,2370,1226,98,100,0,500,2972;
@400000005e143094011367e9 #d,-,18,2912,2370,1238,1051,6,207486,12864,2913,2371,1240,2912,2370,1234,99,100,0,500,2940;
@400000005e14309601249dff #d,-,18,2912,2371,1237,1051,6,207487,12864,2912,2371,1238,2912,2370,1235,99,100,0,500,2940;
@400000005e143096012f48a3 #d,-,18,2911,2369,1237,1052,6,207488,12864,2912,2371,1238,2911,2369,1235,99,100,0,500,2940;
@400000005e14309801408e8e #d,-,18,2911,2367,1242,1053,6,207489,12864,2911,2369,1242,2911,2367,1236,98,100,0,500,2942;
@400000005e143098014b0e5a #d,-,18,2914,2367,1237,1054,6,207491,12864,2914,2368,1264,2911,2367,1232,98,100,0,500,2965;
@400000005e14309a015ca9f4 #d,-,18,2913,2368,1237,1055,6,207492,12864,2914,2370,1239,2913,2367,1237,99,100,0,500,2942;
@400000005e14309a016734ed #d,-,18,2913,2372,1238,1055,6,207493,12864,2913,2372,1239,2913,2368,1235,99,100,0,500,2942;
@400000005e14309c01787e92 #d,-,18,2912,2371,1238,1056,6,207493,12864,2913,2372,1238,2912,2371,1236,98,100,0,500,2942;
@400000005e14309c0182e35c #d,-,18,2912,2370,1238,1057,6,207494,12864,2912,2372,1238,2912,2370,1236,98,100,0,500,2942;
@400000005e14309e01922cc7 #d,-,18,2915,2372,1232,1058,6,207497,12864,2915,2372,1269,2912,2370,1230,98,100,0,500,2961;
@400000005e14309e019d357b #d,-,18,2914,2371,1238,1059,6,207498,12864,2915,2372,1239,2914,2370,1232,98,100,0,500,2949;
@400000005e1430a001ac602a #d,-,18,2914,2371,1237,1059,6,207498,12864,2914,2372,1238,2914,2370,1236,99,100,0,500,2942;
@400000005e1430a001b5515a #d,-,18,2913,2371,1235,1060,6,207499,12864,2914,2371,1239,2913,2371,1235,99,100,0,500,2942;
@400000005e1430a201c4c68b #d,-,18,2912,2371,1239,1061,6,207500,12865,2913,2371,1240,2912,2371,1230,99,100,0,500,2936;
@400000005e1430a201ce82c3 #d,-,18,2914,2371,1230,1062,6,207502,12865,2914,2371,1268,2912,2370,1230,98,100,0,500,2956;
