@400000005e22b91826dc7c68 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e22b9191522c7ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22be621e9ee9ba #d,-,18,3034,2345,1299,1111,6,213180,13217,3035,2346,1301,3034,2343,1297,99,99,0,499,3056;
@400000005e22be641eaf7fa1 #d,-,18,3034,2343,1299,1112,6,213183,13217,3034,2345,1301,3034,2343,1298,99,99,0,499,3057;
@400000005e22be641eb9c4c0 #d,-,18,3033,2344,1300,1113,6,213170,13216,3034,2344,1301,3033,2342,1299,99,99,0,499,3057;
@400000005e22be661ec96882 #d,-,18,3036,2342,1295,1114,6,213175,13216,3036,2344,1332,3033,2342,1293,98,99,0,499,3079;
@400000005e22be661ed493ab #d,-,18,3035,2345,1300,1114,6,213178,13217,3036,2345,1304,3035,2342,1295,99,99,0,499,3063;
@400000005e22be681ee368ab #d,-,18,3035,2343,1300,1115,6,213181,13217,3035,2345,1302,3035,2343,1298,99,99,0,499,3057;
@400000005e22be681eede877 #d,-,18,3034,2342,1300,1116,6,213184,13217,3035,2345,1301,3034,2342,1298,99,99,0,499,3057;
@400000005e22be6a1efaae57 #d,-,18,3033,2344,1298,1117,6,213187,13217,3034,2345,1302,3033,2342,1298,99,99,0,499,3056;
@400000005e22be6a1f0509d1 #d,-,18,3036,2344,1291,1118,6,213207,13218,3036,2344,1333,3033,2342,1291,98,99,0,499,3075;
@400000005e22be6c1f149af2 #d,-,18,3036,2343,1300,1119,6,213210,13219,3036,2345,1302,3036,2342,1291,98,99,0,499,3068;
@400000005e22be6c1f1fab19 #d,-,18,3035,2344,1301,1120,6,213197,13218,3036,2344,1301,3035,2341,1298,99,99,0,499,3059;
@400000005e22be6e1f2deed0 #d,-,18,3034,2344,1300,1120,6,213200,13218,3035,2344,1303,3034,2341,1299,99,99,0,499,3056;
@400000005e22be6e1f387e71 #d,-,18,3033,2342,1299,1121,6,213203,13218,3034,2344,1301,3033,2342,1298,99,99,0,499,3057;
@400000005e22be701f4606f6 #d,-,18,3035,2344,1292,1122,6,213208,13218,3035,2344,1333,3033,2342,1292,98,99,0,499,3066;
@400000005e22be701f507333 #d,-,18,3036,2343,1299,1123,6,213211,13219,3036,2344,1303,3035,2342,1292,98,99,0,499,3075;
@400000005e22be721f5d67a4 #d,-,18,3035,2345,1300,1124,6,213214,13219,3036,2345,1302,3035,2343,1298,99,99,0,499,3057;
@400000005e22be721f687b85 #d,-,18,3034,2343,1301,1125,6,213232,13220,3035,2345,1302,3034,2343,1298,99,99,0,499,3057;
@400000005e22be741f773cf6 #d,-,18,3034,2345,1299,1125,6,213235,13220,3034,2345,1302,3034,2343,1298,99,99,0,499,3057;
@400000005e22be741f81b0a7 #d,-,18,3034,2344,1297,1126,6,213224,13219,3034,2345,1331,3034,2342,1297,99,99,0,499,3061;
@400000005e22be761f8e5323 #d,-,18,3036,2343,1298,1127,6,213227,13220,3036,2345,1301,3034,2343,1292,98,99,0,499,3079;
@400000005e22be761f995ea1 #d,-,18,3033,2345,1257,1128,6,213225,13219,3036,2345,1300,3033,2343,1234,99,99,0,499,3050;
@400000005e22be781faa204d #d,-,18,2938,2344,1283,1129,7,213225,13220,3033,2345,1283,2938,2343,1257,99,99,0,499,2963;
@400000005e22be781fb4c28f #d,-,18,3006,2344,1297,1130,7,213228,13220,3006,2345,1304,2938,2343,1283,99,99,0,499,3029;
@400000005e22be7a1fc1f565 #d,-,18,3008,2343,1312,1130,7,213233,13220,3008,2345,1331,3006,2342,1297,98,99,0,499,3054;
@400000005e22be7a1fcc9c4f #d,-,18,3060,2344,1305,1131,7,213236,13220,3060,2345,1312,3008,2343,1298,99,99,0,499,3088;
@400000005e22be7c1fda3fd6 #d,-,18,3057,2343,1298,1132,7,213255,13221,3060,2344,1307,3057,2342,1298,99,99,0,499,3072;
@400000005e22be7c1fe544d0 #d,-,18,3054,2342,1299,1133,7,213242,13221,3057,2344,1301,3054,2341,1298,99,99,0,499,3061;
@400000005e22be7e1ff6341f #d,-,18,3051,2344,1301,1134,7,213261,13222,3054,2344,1301,3051,2341,1298,99,99,0,499,3056;
@400000005e22be7e2000b7a4 #d,-,18,3048,2342,1325,1135,7,213250,13221,3051,2344,1331,3048,2341,1299,99,99,0,499,3056;
@400000005e22be802010ae49 #d,-,18,3049,2342,1298,1135,7,213252,13221,3049,2344,1325,3048,2342,1290,98,99,0,499,3082;
@400000005e22be80201b446f #d,-,18,3046,2344,1298,1136,7,213255,13221,3049,2344,1300,3046,2342,1296,99,99,0,499,3054;
@400000005e22be822029cb35 #d,-,18,3043,2342,1299,1137,7,213258,13222,3046,2344,1301,3043,2342,1298,99,99,0,499,3056;
@400000005e22be822034c7cd #d,-,18,3041,2343,1300,1138,7,213261,13222,3043,2343,1301,3041,2341,1298,99,99,0,499,3054;
@400000005e22be8420423909 #d,-,18,3040,2342,1333,1139,7,213265,13222,3041,2344,1333,3040,2341,1298,99,99,0,499,3056;
@400000005e22be84204d3e03 #d,-,18,3042,2341,1301,1140,7,213283,13223,3042,2343,1333,3040,2341,1293,98,99,0,499,3086;
@400000005e22be86205de3bf #d,-,18,3040,2342,1300,1141,7,213286,13223,3042,2342,1303,3040,2339,1297,99,99,0,499,3054;
@400000005e22be8620687e8d #d,-,18,3039,2340,1299,1141,7,213273,13222,3040,2342,1302,3039,2340,1298,99,99,0,499,3054;
@400000005e22be8820780ebf #d,-,18,3037,2341,1301,1142,7,213276,13223,3039,2342,1302,3037,2340,1298,99,99,0,499,3056;
@400000005e22be88208253df #d,-,18,3036,2339,1345,1143,7,213280,13223,3037,2341,1345,3036,2339,1300,99,99,0,499,3056;
@400000005e22be8a20919990 #d,-,18,3040,2340,1302,1144,7,213283,13223,3040,2341,1346,3036,2339,1295,98,99,0,499,3102;
@400000005e22be8a209c9e8a #d,-,18,3039,2341,1305,1145,7,213287,13223,3040,2341,1307,3039,2339,1301,99,99,0,499,3054;
@400000005e22be8c20ad249b #d,-,18,3039,2340,1302,1145,7,213290,13223,3039,2342,1306,3039,2340,1302,99,99,0,499,3064;
@400000005e22be8c20b7b34e #d,-,18,3038,2341,1303,1146,7,213308,13225,3039,2341,1306,3038,2340,1302,99,99,0,499,3061;
@400000005e22be8e20c83694 #d,-,18,3038,2338,1331,1147,7,213312,13225,3038,2341,1331,3038,2338,1303,99,99,0,499,3064;
@400000005e22be8e20d2c547 #d,-,18,3041,2341,1308,1148,7,213301,13224,3041,2341,1335,3038,2338,1297,98,99,0,499,3095;
@400000005e22be9020e3a968 #d,-,18,3040,2339,1305,1149,7,213304,13224,3041,2342,1308,3040,2339,1303,99,99,0,499,3059;
@400000005e22be9020ee098a #d,-,18,3040,2339,1303,1150,7,213307,13225,3040,2341,1307,3040,2339,1303,99,99,0,499,3063;
@400000005e22be9220fe22a4 #d,-,18,3039,2341,1302,1151,7,213310,13225,3040,2341,1306,3039,2339,1302,99,99,0,499,3063;
@400000005e22be9221095275 #d,-,18,3039,2341,1319,1151,7,213313,13225,3039,2342,1319,3039,2339,1302,99,99,0,499,3063;
@400000005e22be942119a194 #d,-,18,3042,2341,1304,1152,7,213317,13225,3042,2342,1338,3039,2340,1295,98,99,0,499,3095;
@400000005e22be9421245499 #d,-,18,3041,2342,1305,1153,7,213321,13225,3042,2342,1305,3041,2340,1303,99,99,0,499,3057;
@400000005e22be962134b38c #d,-,18,3040,2341,1303,1154,7,213324,13226,3041,2342,1306,3040,2339,1302,99,99,0,499,3064;
@400000005e22be96213f3e85 #d,-,18,3039,2340,1303,1155,7,213327,13226,3040,2341,1305,3039,2340,1302,99,99,0,499,3061;
@400000005e22be9821500b5e #d,-,18,3039,2341,1307,1156,7,213330,13226,3039,2342,1307,3039,2339,1303,99,99,0,499,3064;
@400000005e22be98215a73e2 #d,-,18,3043,2344,1300,1156,7,213334,13226,3043,2344,1338,3039,2335,1297,98,99,0,499,3089;
@400000005e22be9a216b6f4c #d,-,18,3041,2341,1303,1157,7,213337,13226,3043,2344,1304,3041,2341,1300,99,99,0,499,3063;
@400000005e22be9a2175f68b #d,-,18,3040,2341,1303,1158,7,213340,13227,3041,2342,1305,3040,2338,1301,99,99,0,499,3063;
@400000005e22be9c218688b8 #d,-,18,3040,2342,1302,1159,7,213358,13228,3040,2342,1305,3040,2340,1302,99,99,0,499,3061;
@400000005e22be9c219146ea #d,-,18,3039,2340,1301,1160,7,213346,13227,3040,2342,1306,3039,2340,1300,99,99,0,499,3063;
@400000005e22be9e21a207a8 #d,-,18,3042,2342,1296,1161,7,213351,13227,3042,2343,1336,3039,2339,1295,98,99,0,499,3082;
@400000005e22be9e21ace93e #d,-,18,3041,2341,1303,1162,7,213354,13227,3042,2343,1306,3041,2340,1296,99,99,0,499,3068;
@400000005e22bea021bde861 #d,-,18,3040,2341,1303,1162,7,213357,13228,3041,2342,1306,3040,2340,1302,99,99,0,499,3063;
@400000005e22bea021c87802 #d,-,18,3039,2343,1303,1163,7,213360,13228,3040,2343,1305,3039,2340,1301,99,99,0,499,3063;
@400000005e22bea221d96bf9 #d,-,18,3039,2341,1302,1164,7,213363,13228,3039,2343,1305,3039,2341,1302,99,99,0,499,3063;
@400000005e22bea221e3cc1b #d,-,18,3041,2341,1296,1165,7,213367,13228,3041,2342,1336,3039,2340,1296,98,99,0,499,3077;
@400000005e22bea421f4a067 #d,-,18,3041,2342,1302,1166,7,213386,13229,3041,2342,1305,3041,2340,1296,98,99,0,499,3077;
@400000005e22bea421ff105e #d,-,18,3040,2341,1304,1167,7,213389,13230,3041,2342,1306,3040,2339,1300,99,99,0,499,3061;
@400000005e22bea6220e81d5 #d,-,18,3040,2341,1303,1167,7,213377,13229,3040,2342,1305,3040,2340,1301,99,99,0,499,3064;
@400000005e22bea62219a49c #d,-,18,3039,2341,1303,1168,7,213379,13229,3040,2343,1305,3039,2340,1301,99,99,0,499,3061;
@400000005e22bea8222a5a2d #d,-,18,3040,2342,1295,1169,7,213384,13229,3040,2343,1335,3039,2341,1295,99,99,0,499,3070;
@400000005e22bea82234e9ce #d,-,18,3041,2342,1302,1170,7,213387,13230,3041,2343,1305,3040,2341,1294,98,99,0,499,3082;
@400000005e22beaa2246089c #d,-,18,3040,2344,1303,1171,7,213390,13230,3041,2344,1304,3040,2341,1301,99,99,0,499,3063;
@400000005e22beaa22508fdb #d,-,18,3040,2342,1301,1172,7,213393,13230,3040,2344,1304,3040,2341,1301,99,99,0,499,3063;
@400000005e22beac22611e4e #d,-,18,3039,2341,1303,1172,7,213396,13230,3040,2343,1306,3039,2341,1301,99,99,0,499,3063;
@400000005e22beac226b8229 #d,-,18,3039,2342,1305,1173,7,213400,13230,3039,2343,1336,3039,2341,1301,99,99,0,499,3066;
@400000005e22beae227baed2 #d,-,18,3042,2341,1302,1174,7,213403,13231,3042,2343,1306,3039,2341,1296,98,99,0,499,3088;
@400000005e22beae2286d642 #d,-,18,3040,2341,1303,1175,7,213406,13231,3042,2343,1305,3040,2341,1302,99,99,0,499,3063;
@400000005e22beb022979ab9 #d,-,18,3040,2342,1304,1176,7,213409,13231,3040,2342,1306,3040,2340,1301,99,99,0,499,3063;
@400000005e22beb022a22e14 #d,-,18,3039,2340,1302,1177,7,213412,13231,3040,2343,1305,3039,2340,1300,99,99,0,499,3063;
@400000005e22beb222b2c8a2 #d,-,18,3039,2342,1318,1178,7,213432,13232,3039,2342,1338,3039,2340,1302,99,99,0,499,3061;
@400000005e22beb222bd5ec8 #d,-,18,3042,2342,1302,1178,7,213434,13232,3042,2342,1318,3039,2339,1294,98,99,0,499,3089;
@400000005e22beb422ce1459 #d,-,18,3041,2341,1303,1179,7,213422,13232,3042,2342,1306,3041,2341,1302,99,99,0,499,3063;
@400000005e22beb422d8f9a8 #d,-,18,3040,2343,1304,1180,7,213425,13232,3041,2343,1304,3040,2340,1301,99,99,0,499,3063;
@400000005e22beb622ea04e7 #d,-,18,3039,2342,1304,1181,7,213428,13232,3040,2343,1304,3039,2341,1302,99,99,0,499,3063;
@400000005e22beb622f46150 #d,-,18,3038,2343,1330,1182,7,213432,13232,3039,2344,1334,3038,2341,1301,99,99,0,499,3063;
@400000005e22beb82304dfed #d,-,18,3042,2343,1303,1183,7,213435,13233,3042,2344,1330,3038,2342,1295,98,99,0,499,3089;
@400000005e22beb823100b16 #d,-,18,3041,2344,1301,1183,7,213438,13233,3042,2344,1303,3041,2343,1301,99,99,0,499,3063;
@400000005e22beba23208241 #d,-,18,3040,2342,1301,1184,7,213441,13233,3041,2344,1303,3040,2341,1300,99,99,0,499,3061;
@400000005e22beba232b2482 #d,-,18,3039,2344,1303,1185,7,213459,13234,3040,2344,1304,3039,2342,1300,99,99,0,499,3061;
@400000005e22bebc233bd659 #d,-,18,3038,2342,1333,1186,7,213463,13234,3039,2344,1333,3038,2342,1299,99,99,0,499,3059;
@400000005e22bebc23467127 #d,-,18,3041,2345,1302,1187,7,213451,13233,3041,2345,1333,3038,2341,1296,98,99,0,499,3089;
@400000005e22bebe23572210 #d,-,18,3040,2343,1301,1188,7,213454,13234,3041,2345,1303,3040,2343,1300,99,99,0,499,3061;
@400000005e22bebe2361a1dc #d,-,18,3039,2344,1301,1188,7,213457,13234,3040,2345,1304,3039,2343,1301,99,99,0,499,3061;
@400000005e22bec023721906 #d,-,18,3038,2343,1302,1189,7,213459,13234,3039,2345,1304,3038,2343,1301,99,99,0,499,3063;
@400000005e22bec0237cbf02 #d,-,18,3038,2344,1334,1190,7,213463,13234,3038,2345,1334,3038,2342,1300,99,99,0,499,3061;
@400000005e22bec2238d5d4a #d,-,18,3041,2342,1305,1191,7,213467,13234,3041,2344,1336,3038,2342,1294,98,99,0,499,3093;
@400000005e22bec2239826a9 #d,-,18,3040,2344,1302,1192,7,213469,13235,3041,2344,1306,3040,2342,1300,99,99,0,499,3059;
@400000005e22bec423a95192 #d,-,18,3040,2342,1303,1193,7,213472,13235,3040,2344,1304,3040,2341,1301,99,99,0,499,3063;
@400000005e22bec423b40fc4 #d,-,18,3039,2341,1301,1193,7,213490,13236,3040,2344,1304,3039,2341,1301,99,99,0,499,3061;
@400000005e22bec623c46afe #d,-,18,3038,2343,1327,1194,7,213493,13236,3039,2343,1327,3038,2340,1300,99,99,0,499,3061;
@400000005e22bec623cf0986 #d,-,18,3041,2340,1306,1195,7,213482,13235,3041,2343,1335,3038,2340,1295,98,99,0,499,3093;
@400000005e22bec823df784f #d,-,18,3040,2340,1299,1196,7,213485,13236,3041,2341,1308,3040,2339,1299,99,99,0,499,3059;
@400000005e22bec823e9d0fd #d,-,18,3039,2341,1302,1197,7,213488,13236,3040,2342,1307,3039,2339,1299,99,99,0,499,3061;
@400000005e22beca23fa09c1 #d,-,18,3039,2340,1303,1198,7,213491,13236,3039,2342,1306,3039,2340,1302,99,99,0,499,3061;
@400000005e22beca2404ea69 #d,-,18,3038,2341,1315,1199,7,213494,13236,3039,2342,1315,3038,2340,1301,99,99,0,499,3064;
@400000005e22becc24150f9f #d,-,18,3042,2342,1304,1199,7,213512,13237,3042,2342,1338,3038,2339,1292,98,99,0,499,3093;
@400000005e22becc241fa6b3 #d,-,18,3040,2340,1303,1200,7,213500,13237,3042,2342,1306,3040,2339,1302,99,99,0,499,3059;
@400000005e22bece24306ee4 #d,-,18,3040,2340,1302,1201,7,213503,13237,3040,2342,1305,3040,2339,1301,99,99,0,499,3063;
@400000005e22bece243b09b2 #d,-,18,3039,2341,1303,1202,7,213506,13237,3040,2341,1305,3039,2339,1302,99,99,0,499,3061;
@400000005e22bed024480a3e #d,-,18,3038,2341,1305,1203,7,213509,13237,3039,2341,1305,3038,2339,1297,99,99,0,499,3063;
@400000005e22bed02450403d #d,-,18,3043,2338,1330,1204,7,213515,13237,3043,2341,1350,3038,2338,1305,98,99,0,499,3093;
@400000005e22bed2245a80b4 150,1030,182,11055,266,212,3240,13,121394,92,49362,104176,24,2613,13005,0,71;
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
Use of uninitialized value $secs in int at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in subtraction (-) at /usr/local/share/perl5/Time/TAI64.pm line 326.
Use of uninitialized value $secs in numeric eq (==) at /usr/local/share/perl5/Time/TAI64.pm line 330.
Use of uninitialized value $s in printf at /opt/powertools/bin/wattsup1 line 307.
 
can't remove lockfile: /var/lock/LCK..ttyUSB0
 at /opt/powertools/bin/wattsup1 line 343.
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
