@400000005e6744412738312f #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e6744421582c699 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e6744fc24c23f3b #d,-,18,3301,2349,1342,182,1,254859,15801,3439,2351,1462,3301,2349,1316,97,100,0,500,3369;
@400000005e6744fe24d32805 #d,-,18,3173,2347,1429,183,1,254619,15786,3301,2349,1433,3173,2347,1342,99,100,0,500,3184;
@400000005e6744fe24ddba71 #d,-,18,3353,2348,1424,184,1,254680,15790,3353,2349,1451,3173,2347,1424,99,100,0,500,3372;
@400000005e67450024ee874a #d,-,18,3351,2351,1431,185,1,254603,15785,3353,2351,1442,3351,2348,1423,99,100,0,500,3371;
@400000005e67450024f8fafb #d,-,18,3353,2351,1423,186,1,254535,15781,3353,2351,1462,3351,2350,1423,98,100,0,500,3392;
@400000005e67450225092b5d #d,-,18,3353,2349,1429,186,1,254324,15768,3353,2351,1433,3353,2349,1423,99,100,0,500,3385;
@400000005e67450225146ebd #d,-,18,3351,2347,1431,187,1,254248,15763,3353,2350,1433,3351,2346,1429,99,100,0,500,3369;
@400000005e6745042525430a #d,-,18,3350,2349,1432,188,1,254174,15758,3351,2350,1434,3350,2347,1431,99,100,0,500,3371;
@400000005e674504253014ca #d,-,18,3349,2348,1432,189,1,254098,15754,3350,2349,1433,3349,2348,1429,99,100,0,500,3371;
@400000005e6745062540ba86 #d,-,18,3350,2348,1427,190,1,254036,15750,3350,2349,1463,3349,2348,1427,99,100,0,500,3379;
@400000005e674506254b7c72 #d,-,18,3351,2347,1448,191,1,253964,15745,3351,2349,1448,3350,2346,1425,98,100,0,500,3388;
@400000005e674508255c50be #d,-,18,3590,2349,1166,192,1,253907,15742,3590,2349,1658,3351,2346,1166,100,100,0,500,3590;
@400000005e6745082566b941 #d,-,18,2869,2352,1180,193,1,253628,15724,3590,2352,1214,2869,2349,1164,95,100,0,500,3002;
@400000005e67450a257762b7 #d,-,18,2741,2350,1153,194,1,253334,15706,2869,2352,1184,2741,2350,1153,98,100,0,500,2781;
@400000005e67450a2581a32e #d,-,18,2654,2351,1127,194,1,253018,15687,2741,2352,1215,2654,2350,1077,97,100,0,500,2712;
@400000005e67450c259199d3 #d,-,18,2603,2349,1150,195,1,252692,15666,2654,2351,1195,2603,2349,1035,99,100,0,500,2625;
@400000005e67450c259c966b #d,-,18,2711,2349,1221,196,1,252541,15657,2711,2351,1221,2603,2349,1147,98,100,0,500,2744;
@400000005e67450e25ad3c26 #d,-,18,2789,2347,1180,197,1,252147,15633,2789,2349,1221,2711,2347,1176,98,100,0,500,2821;
@400000005e67450e25b7bb04 #d,-,18,2783,2349,1186,197,1,251878,15616,2789,2349,1188,2783,2347,1180,100,100,0,500,2783;
@400000005e67451025c845bd #d,-,18,2780,2347,1201,198,1,251624,15600,2783,2349,1215,2780,2347,1182,99,100,0,500,2794;
@400000005e67451025d2b1fa #d,-,18,2780,2349,1184,199,1,251358,15584,2780,2350,1201,2780,2347,1176,98,100,0,500,2813;
@400000005e67451225e32837 #d,-,18,2777,2350,1184,200,1,251097,15568,2780,2350,1185,2777,2348,1183,99,100,0,500,2789;
@400000005e67451225ed74ca #d,-,18,2774,2348,1183,200,1,250838,15551,2777,2350,1184,2774,2347,1182,99,100,0,500,2789;
@400000005e67451425fd6b6e #d,-,18,2771,2349,1182,201,1,250581,15536,2774,2350,1184,2771,2348,1182,99,100,0,500,2787;
@400000005e67451426089697 #d,-,18,2769,2347,1212,202,1,250338,15520,2771,2349,1215,2769,2346,1182,99,100,0,500,2785;
@400000005e67451626191535 #d,-,18,2770,2349,1184,203,1,250085,15505,2770,2349,1212,2769,2347,1177,98,100,0,500,2815;
@400000005e6745162623852c #d,-,18,2768,2347,1184,203,1,249954,15497,2770,2349,1184,2768,2347,1183,99,100,0,500,2787;
@400000005e67451826341ecc #d,-,18,2766,2350,1184,204,1,249707,15481,2768,2350,1185,2766,2347,1183,99,100,0,500,2787;
@400000005e674518263e777a #d,-,18,2765,2349,1184,205,1,249345,15459,2766,2351,1184,2765,2348,1181,99,100,0,500,2789;
@400000005e67451a264ef25f #d,-,18,2763,2348,1215,206,1,249111,15444,2765,2351,1215,2763,2348,1182,99,100,0,500,2785;
@400000005e67451a2659377e #d,-,18,2765,2350,1183,206,1,248872,15430,2765,2350,1215,2763,2348,1177,98,100,0,500,2815;
@400000005e67451c266924d3 #d,-,18,2764,2349,1183,207,1,248634,15415,2765,2350,1185,2764,2348,1182,99,100,0,500,2787;
@400000005e67451c26741196 #d,-,18,2762,2350,1183,208,1,248398,15400,2764,2351,1184,2762,2349,1182,99,100,0,500,2787;
@400000005e67451e26845a2f #d,-,18,2761,2349,1182,209,1,248164,15386,2762,2350,1184,2761,2348,1181,99,100,0,500,2787;
@400000005e67451e268ed19a #d,-,18,2760,2351,1211,209,1,247938,15372,2761,2351,1211,2760,2349,1180,99,100,0,500,2785;
@400000005e674520269fb975 #d,-,18,2762,2349,1184,210,1,247824,15365,2762,2351,1212,2760,2349,1175,98,100,0,500,2815;
@400000005e67452026aa25b2 #d,-,18,2761,2352,1181,211,1,247483,15344,2762,2352,1184,2761,2349,1181,99,100,0,500,2783;
@400000005e67452226bad789 #d,-,18,2759,2351,1181,212,1,247257,15329,2761,2352,1184,2759,2350,1181,99,100,0,500,2785;
@400000005e67452226c5082b #d,-,18,2759,2349,1182,213,1,247034,15316,2759,2351,1184,2759,2349,1181,98,100,0,500,2787;
@400000005e67452426d5ba02 #d,-,18,2758,2351,1206,213,1,246816,15302,2759,2351,1206,2758,2349,1181,98,100,0,500,2787;
@400000005e67452426dff306 #d,-,18,2761,2350,1184,214,1,246602,15289,2761,2351,1213,2758,2349,1176,98,100,0,500,2817;
@400000005e67452626efd9d6 #d,-,18,2759,2350,1182,215,1,246384,15275,2761,2351,1184,2759,2348,1182,99,100,0,500,2783;
@400000005e67452626fada28 #d,-,18,2758,2351,1181,216,1,246168,15262,2759,2351,1184,2758,2349,1181,99,100,0,500,2785;
@400000005e674528270b7781 #d,-,18,2757,2349,1181,216,1,245954,15249,2758,2351,1182,2757,2348,1181,98,100,0,500,2785;
@400000005e67452827160adc #d,-,18,2757,2350,1193,217,1,245850,15242,2757,2351,1193,2757,2349,1180,98,100,0,500,2785;
@400000005e67452a2726b80b #d,-,18,2760,2349,1182,218,1,245646,15230,2760,2351,1213,2757,2348,1175,98,100,0,500,2815;
@400000005e67452a27312448 #d,-,18,2758,2352,1181,219,1,245331,15210,2760,2352,1184,2758,2348,1181,99,100,0,500,2783;
@400000005e67452c2741a2e6 #d,-,18,2757,2350,1181,219,1,245124,15197,2758,2352,1182,2757,2350,1181,99,100,0,500,2783;
@400000005e67452c274bdbea #d,-,18,2756,2351,1181,220,1,244919,15184,2757,2351,1183,2756,2349,1181,98,100,0,500,2785;
@400000005e67452e275b9f56 #d,-,18,2756,2349,1184,221,1,244715,15172,2756,2351,1184,2756,2348,1181,98,100,0,500,2785;
@400000005e67452e27669fa8 #d,-,18,2759,2349,1180,222,1,244521,15160,2759,2350,1214,2756,2348,1177,98,100,0,500,2812;
@400000005e67453027775cac #d,-,18,2757,2349,1182,222,1,244321,15147,2759,2350,1183,2757,2348,1180,98,100,0,500,2785;
@400000005e6745302781c175 #d,-,18,2756,2349,1182,223,1,244226,15142,2757,2351,1183,2756,2349,1181,98,100,0,500,2785;
@400000005e67453227926289 #d,-,18,2756,2347,1181,224,1,244028,15129,2756,2349,1183,2756,2347,1181,98,100,0,500,2785;
@400000005e674532279ccb0c #d,-,18,2754,2350,1178,225,1,243725,15110,2756,2350,1181,2754,2347,1171,99,100,0,500,2776;
@400000005e67453427ad3d8f #d,-,18,2755,2347,1173,226,1,243537,15099,2755,2350,1209,2754,2347,1172,98,100,0,500,2792;
@400000005e67453427b76f20 #d,-,18,2753,2350,1176,226,1,243342,15087,2755,2350,1179,2753,2347,1173,98,100,0,500,2781;
@400000005e67453627c66ef7 #d,-,18,2751,2351,1176,227,1,243148,15075,2753,2351,1178,2751,2348,1175,99,100,0,500,2773;
@400000005e67453627d140b8 #d,-,18,2750,2349,1178,228,1,242956,15063,2751,2351,1179,2750,2349,1176,99,100,0,500,2774;
@400000005e67453827e230f5 #d,-,18,2748,2350,1176,229,1,242763,15051,2750,2351,1178,2748,2349,1171,99,100,0,500,2771;
@400000005e67453827ec9c44 #d,-,18,2748,2349,1168,229,1,242581,15040,2748,2350,1208,2748,2347,1168,98,100,0,500,2780;
@400000005e67453a28009628 #d,-,18,2748,2347,1176,230,1,242491,15034,2748,2349,1178,2748,2346,1168,98,100,0,500,2783;
@400000005e67453a280f1846 #d,-,18,2746,2349,1176,231,1,242303,15022,2748,2349,1177,2746,2346,1174,99,100,0,500,2769;
@400000005e67453c28200c3c #d,-,18,2745,2346,1499,232,1,242089,15009,2746,2349,1499,2745,2346,1175,99,100,0,500,2769;
@400000005e67453c282ac6b5 #d,-,18,3346,2348,1528,233,1,242128,15011,3346,2348,1534,2745,2346,1477,100,100,0,500,3346;
@400000005e67453e283becf6 #d,-,18,3537,2345,1710,234,1,242247,15019,3537,2350,1766,3346,2345,1318,100,100,0,500,3537;
@400000005e67453e28469799 #d,-,18,4011,2347,1676,235,1,242408,15029,4011,2347,1710,3537,2345,1676,99,100,0,500,4043;
@400000005e67454028578f49 #d,-,18,3917,2346,1676,236,1,242561,15038,4011,2348,1676,3917,2345,1673,99,100,0,500,3940;
@400000005e67454028623633 #d,-,18,3918,2347,1675,237,1,242718,15048,3918,2348,1690,3917,2345,1675,99,100,0,500,3947;
@400000005e6745422872e362 #d,-,18,3919,2347,1678,238,1,242870,15057,3919,2347,1682,3918,2345,1675,99,100,0,500,3949;
@400000005e674542287d349d #d,-,18,3921,2346,1685,239,1,243130,15074,3921,2347,1717,3919,2346,1678,99,100,0,500,3956;
@400000005e674544288d6500 #d,-,18,3925,2346,1680,240,1,243280,15083,3925,2347,1685,3921,2346,1668,98,100,0,500,3977;
@400000005e6745442898de64 #d,-,18,3925,2347,1681,241,1,243430,15092,3925,2349,1681,3925,2346,1677,99,100,0,500,3952;
@400000005e67454628a96cd7 #d,-,18,3925,2349,1676,242,1,243484,15096,3925,2349,1683,3925,2346,1675,99,100,0,500,3949;
@400000005e67454628b3f7d0 #d,-,18,3926,2347,1681,243,1,243634,15105,3926,2349,1687,3925,2347,1676,99,100,0,500,3956;
@400000005e67454828c4a4fe #d,-,18,3927,2347,1704,244,1,243791,15115,3927,2349,1717,3926,2347,1681,99,100,0,500,3954;
@400000005e67454828cf482e #d,-,18,3932,2348,1687,246,1,243942,15124,3932,2348,1704,3927,2346,1685,98,100,0,500,3993;
@400000005e67454a28dfe1ce #d,-,18,3934,2347,1688,247,1,244091,15133,3934,2349,1688,3932,2347,1685,99,100,0,500,3967;
@400000005e67454a28ea4e0c #d,-,18,3937,2346,1687,248,1,244337,15148,3937,2348,1706,3934,2346,1687,98,100,0,500,3979;
@400000005e67454c28fb93f7 #d,-,18,3939,2349,1691,249,1,244393,15152,3939,2349,1692,3937,2346,1684,99,100,0,500,3976;
@400000005e67454c2905d917 #d,-,18,3940,2346,1720,250,1,244550,15162,3940,2349,1723,3939,2346,1690,99,100,0,500,3976;
@400000005e67454e2915d287 #d,-,18,3991,2347,1692,251,1,244700,15171,3991,2348,1720,3940,2346,1691,99,100,0,500,4015;
@400000005e67454e29205d80 #d,-,18,3986,2347,1696,252,1,244847,15180,3991,2347,1697,3986,2345,1689,100,100,0,500,3986;
@400000005e67455029312a59 #d,-,18,3983,2343,1695,253,1,244994,15189,3986,2347,1698,3983,2343,1694,99,100,0,500,3984;
@400000005e674550293bb198 #d,-,18,3982,2345,1695,254,1,245144,15198,3983,2345,1714,3982,2342,1694,99,100,0,500,3995;
@400000005e674552294c43c5 #d,-,18,3980,2344,1722,255,1,245295,15208,3982,2346,1722,3980,2344,1695,99,100,0,500,3988;
@400000005e6745522956bfd7 #d,-,18,3981,2346,1695,257,1,245441,15217,3981,2347,1723,3980,2344,1688,99,100,0,500,4017;
@400000005e67455429672284 #d,-,18,3979,2343,1696,258,1,245675,15231,3981,2347,1699,3979,2343,1694,99,100,0,500,3984;
@400000005e6745542971874e #d,-,18,3977,2345,1698,259,1,245817,15240,3979,2346,1699,3977,2343,1696,99,100,0,500,3988;
@400000005e674556298180be #d,-,18,3976,2342,1700,260,1,245869,15243,3977,2345,1703,3976,2342,1695,99,100,0,500,3990;
@400000005e674556298c799d #d,-,18,3975,2344,1730,261,1,246013,15252,3976,2344,1730,3975,2342,1693,99,100,0,500,3986;
@400000005e674558299d0f83 #d,-,18,3977,2342,1681,262,1,246154,15261,3977,2344,1732,3975,2342,1681,98,100,0,500,4018;
@400000005e67455829a79309 #d,-,18,3926,2343,1679,263,1,246279,15269,3977,2344,1681,3926,2342,1672,99,100,0,500,3951;
@400000005e67455a29b8217c #d,-,18,3924,2345,1677,264,1,246404,15277,3926,2345,1679,3924,2343,1674,99,100,0,500,3938;
@400000005e67455a29c2b3e8 #d,-,18,3923,2346,1676,265,1,246527,15284,3924,2346,1679,3923,2343,1676,99,100,0,500,3938;
@400000005e67455c29d38cdc #d,-,18,3922,2343,1692,266,1,246651,15292,3923,2346,1692,3922,2343,1673,99,100,0,500,3938;
@400000005e67455c29de0447 #d,-,18,3923,2345,1660,267,1,246857,15305,3923,2345,1705,3922,2343,1650,99,100,0,500,3958;
@400000005e67455e29efa489 #d,-,18,3871,2344,1660,269,1,246969,15312,3923,2345,1663,3871,2342,1660,99,100,0,500,3894;
@400000005e67455e29fa1839 #d,-,18,3871,2343,1654,270,1,247077,15318,3871,2345,1662,3871,2343,1651,99,100,0,500,3901;
@400000005e6745602a09c816 #d,-,18,3870,2344,1657,271,1,247096,15320,3871,2344,1658,3870,2342,1652,99,100,0,500,3888;
@400000005e6745602a14b031 #d,-,18,3870,2344,1662,272,1,247204,15326,3870,2345,1662,3870,2344,1655,99,100,0,500,3890;
@400000005e6745622a24f069 #d,-,18,3874,2344,1656,273,1,247317,15333,3874,2345,1689,3870,2343,1648,98,100,0,500,3920;
@400000005e6745622a2f455e #d,-,18,3872,2344,1671,274,1,247425,15340,3874,2346,1674,3872,2343,1653,99,100,0,500,3888;
@400000005e6745642a3f90c2 #d,-,18,3874,2345,1655,275,1,247530,15346,3874,2345,1671,3872,2343,1653,99,100,0,500,3906;
@400000005e6745642a4a0561 #d,-,18,3873,2344,1657,276,1,247635,15353,3874,2345,1662,3873,2343,1655,99,100,0,500,3890;
@400000005e6745662a5aa675 #d,-,18,3873,2342,1659,277,1,247741,15359,3873,2346,1664,3873,2342,1657,99,100,0,500,3899;
@400000005e6745662a64e7db #d,-,18,3877,2345,1659,278,1,247937,15372,3877,2345,1691,3873,2342,1656,98,100,0,500,3924;
@400000005e6745682a748f56 #d,-,18,3877,2344,1660,279,1,248041,15378,3877,2345,1662,3877,2343,1659,99,100,0,500,3904;
@400000005e6745682a7fa7df #d,-,18,3877,2345,1661,280,1,248060,15379,3877,2345,1664,3877,2343,1660,99,100,0,500,3901;
@400000005e67456a2a904538 #d,-,18,3877,2344,1656,281,1,248161,15385,3877,2346,1661,3877,2344,1656,99,100,0,500,3901;
@400000005e67456a2a9a9de7 #d,-,18,3876,2346,1665,283,1,248262,15392,3877,2346,1665,3876,2344,1655,99,100,0,500,3892;
@400000005e67456c2aab4ecf #d,-,18,3880,2344,1656,284,1,248373,15399,3880,2346,1698,3876,2344,1655,98,100,0,500,3928;
@400000005e67456c2ab5ab37 #d,-,18,3881,2345,1662,285,1,248475,15405,3881,2346,1665,3880,2344,1656,99,100,0,500,3917;
@400000005e67456e2ac6128d #d,-,18,3881,2344,1662,286,1,248575,15411,3881,2346,1663,3881,2344,1660,99,100,0,500,3904;
@400000005e67456e2ad072ae #d,-,18,3881,2346,1664,287,1,248759,15423,3881,2346,1664,3881,2344,1659,99,100,0,500,3904;
@400000005e6745702ae0da04 #d,-,18,3881,2345,1662,288,1,248859,15429,3881,2346,1664,3881,2344,1662,99,100,0,500,3904;
@400000005e6745702aec18bc #d,-,18,3887,2344,1690,289,1,248898,15431,3887,2347,1734,3881,2344,1661,98,100,0,500,3936;
@400000005e6745722afd43a5 #d,-,18,3996,2345,1698,290,1,249021,15439,3996,2346,1721,3887,2344,1690,99,100,0,500,4022;
@400000005e6745722b08403d #d,-,18,3992,2344,1659,291,1,249130,15446,3996,2345,1703,3992,2343,1657,99,100,0,500,3997;
@400000005e6745742b19a98c #d,-,18,3865,2345,1649,292,1,249218,15451,3992,2345,1659,3865,2344,1646,99,100,0,500,3901;
@400000005e6745742b248ded #d,-,18,3863,2345,1709,293,1,249322,15458,3865,2345,1716,3863,2343,1648,99,100,0,500,3872;
@400000005e6745762b36395d #d,-,18,3984,2345,1699,294,1,249446,15465,3984,2345,1738,3863,2344,1696,99,100,0,500,3993;
@400000005e6745762b41559f #d,-,18,3978,2346,1649,296,1,249535,15471,3984,2346,1699,3978,2344,1635,99,100,0,500,3981;
@400000005e6745782b51762c #d,-,18,3872,2344,1594,297,1,249618,15476,3978,2347,1689,3872,2344,1593,99,100,0,500,3890;
@400000005e6745782b5bf5f8 #d,-,18,3764,2344,1618,298,1,249685,15480,3872,2347,1618,3764,2344,1594,99,100,0,500,3799;
@400000005e67457a2b6d8665 #d,-,18,3764,2346,1622,299,1,249754,15484,3764,2346,1629,3764,2344,1599,99,100,0,500,3791;
@400000005e67457a2b78537e #d,-,18,3769,2345,1631,300,1,249832,15489,3769,2347,1649,3764,2344,1617,98,100,0,500,3821;
@400000005e67457c2b898d4e #d,-,18,3772,2345,1619,301,1,249900,15493,3772,2346,1631,3769,2345,1610,98,100,0,500,3828;
@400000005e67457c2b94dbdb #d,-,18,3774,2347,1622,302,1,249969,15498,3774,2347,1623,3772,2344,1616,99,100,0,500,3807;
@400000005e67457e2ba654ff #d,-,18,3774,2347,1615,303,1,250036,15502,3774,2347,1622,3774,2345,1614,99,100,0,500,3807;
@400000005e67457e2bb1590b #d,-,18,3773,2344,1623,304,1,250101,15506,3774,2347,1626,3773,2344,1595,99,100,0,500,3791;
@400000005e6745802bc293c9 #d,-,18,3774,2344,1645,305,1,250174,15510,3774,2347,1649,3773,2344,1615,99,100,0,500,3807;
@400000005e6745802bcd9b8e #d,-,18,3778,2345,1618,306,1,250241,15514,3778,2347,1645,3774,2344,1613,98,100,0,500,3831;
@400000005e6745822bdf5319 #d,-,18,3778,2345,1628,307,1,250307,15519,3778,2347,1631,3778,2345,1607,99,100,0,500,3796;
@400000005e6745822bea7226 #d,-,18,3779,2345,1620,308,1,250371,15523,3779,2346,1628,3778,2344,1612,99,100,0,500,3808;
@400000005e6745842bfbeb4b #d,-,18,3778,2345,1620,309,1,250436,15527,3779,2347,1620,3778,2344,1615,99,100,0,500,3799;
@400000005e6745842c06d80e #d,-,18,3779,2345,1651,310,1,250506,15531,3779,2347,1651,3778,2344,1617,99,100,0,500,3803;
@400000005e6745862c18d92b #d,-,18,3782,2346,1617,311,1,250570,15535,3782,2347,1651,3779,2345,1609,98,100,0,500,3831;
@400000005e6745862c23c5ee #d,-,18,3781,2347,1619,312,1,250634,15539,3782,2347,1621,3781,2344,1616,99,100,0,500,3799;
@400000005e6745882c3308d4 #d,-,18,3781,2346,1616,313,1,250697,15543,3781,2347,1619,3781,2345,1615,99,100,0,500,3801;
@400000005e6745882c3cb17e #d,-,18,3781,2347,1619,314,1,250760,15547,3781,2347,1620,3781,2346,1616,99,100,0,500,3803;
@400000005e67458a2c4d33d5 #d,-,18,3781,2347,1648,315,1,250827,15551,3781,2348,1648,3781,2345,1614,99,100,0,500,3805;
@400000005e67458a2c58a5c6 #d,-,18,3784,2345,1620,317,1,250892,15555,3784,2347,1649,3781,2344,1615,98,100,0,500,3831;
@400000005e67458c2c6a58a8 #d,-,18,3783,2346,1618,318,1,251031,15563,3784,2346,1621,3783,2344,1618,99,100,0,500,3803;
@400000005e67458c2c75aea9 #d,-,18,3783,2344,1619,319,1,251016,15563,3783,2346,1621,3783,2344,1616,99,100,0,500,3803;
@400000005e67458e2c870823 #d,-,18,3783,2344,1597,320,1,251074,15566,3783,2345,1620,3783,2343,1595,99,100,0,500,3803;
@400000005e67458e2c91f98e #d,-,18,3781,2346,1641,321,1,251139,15570,3783,2346,1641,3781,2344,1597,99,100,0,500,3794;
@400000005e6745902ca137cc #d,-,18,3785,2345,1618,322,1,251202,15574,3785,2347,1647,3781,2344,1609,98,100,0,500,3840;
@400000005e6745902caad813 #d,-,18,3783,2345,1615,323,2,251262,15578,3785,2347,1621,3783,2345,1615,99,100,0,500,3794;
@400000005e6745922cbc8be4 #d,-,18,3782,2346,1615,324,2,251320,15581,3783,2346,1617,3782,2344,1614,99,100,0,500,3799;
@400000005e6745922cc74dd0 #d,-,18,3781,2344,1616,325,2,251378,15585,3782,2346,1620,3781,2343,1614,99,100,0,500,3796;
@400000005e6745942cd8493a #d,-,18,3780,2345,1626,326,2,251511,15593,3781,2345,1626,3780,2343,1615,99,100,0,500,3799;
@400000005e6745942ce3c29e #d,-,18,3784,2343,1619,327,2,251500,15593,3784,2345,1651,3780,2342,1611,98,100,0,500,3830;
@400000005e6745962cf4ddb2 #d,-,18,3782,2344,1617,328,2,251632,15601,3784,2345,1619,3782,2343,1617,99,100,0,500,3798;
@400000005e6745962cffbe5a #d,-,18,3782,2343,1620,329,2,251616,15600,3782,2344,1621,3782,2343,1617,99,100,0,500,3801;
@400000005e6745982d1185b9 #d,-,18,3781,2344,1623,330,2,251672,15603,3782,2346,1624,3781,2339,1614,99,100,0,500,3801;
@400000005e6745982d1c6ec3 #d,-,18,3781,2344,1620,331,2,251730,15607,3781,2344,1623,3781,2341,1618,99,100,0,500,3803;
@400000005e67459a2d2de6f9 #d,-,18,3784,2342,1618,332,2,251792,15611,3784,2344,1649,3781,2341,1612,98,100,0,500,3826;
@400000005e67459a2d38d3bc #d,-,18,3783,2344,1620,333,2,251848,15614,3784,2344,1622,3783,2341,1616,99,100,0,500,3803;
@400000005e67459c2d4a4ce0 #d,-,18,3782,2343,1618,334,2,251903,15618,3783,2344,1620,3782,2343,1617,99,100,0,500,3798;
@400000005e67459c2d5539a3 #d,-,18,3781,2343,1616,335,2,251958,15621,3782,2345,1620,3781,2342,1615,99,100,0,500,3799;
@400000005e67459e2d656293 #d,-,18,3780,2344,1617,336,2,252086,15629,3781,2345,1620,3780,2342,1615,99,100,0,500,3798;
@400000005e67459e2d6fd643 #d,-,18,3783,2345,1611,337,2,252073,15628,3783,2345,1651,3780,2343,1610,99,100,0,500,3819;
@400000005e6745a02d7f9d68 #d,-,18,3782,2345,1616,338,2,252127,15631,3783,2345,1618,3782,2343,1611,99,100,0,500,3807;
@400000005e6745a02d8b31cf #d,-,18,3781,2345,1616,340,2,252180,15635,3782,2345,1618,3781,2343,1614,99,100,0,500,3796;
@400000005e6745a22d9a8fb7 #d,-,18,3780,2345,1618,341,2,252233,15638,3781,2345,1619,3780,2343,1615,99,100,0,500,3796;
@400000005e6745a22da4c501 #d,-,18,3779,2342,1617,342,2,252358,15646,3780,2345,1620,3779,2342,1616,99,100,0,500,3799;
@400000005e6745a42db60733 #d,-,18,3781,2343,1613,343,2,252345,15645,3781,2345,1650,3779,2342,1613,99,100,0,500,3810;
@400000005e6745a42dc0f3f6 #d,-,18,3781,2344,1617,344,2,252397,15648,3781,2345,1621,3781,2342,1612,99,100,0,500,3814;
@400000005e6745a62dd25c57 #d,-,18,3780,2345,1617,345,2,252449,15651,3781,2345,1618,3780,2343,1616,99,100,0,500,3794;
@400000005e6745a62ddcfbcd #d,-,18,3779,2345,1619,346,2,252501,15655,3780,2345,1620,3779,2343,1615,99,100,0,500,3796;
@400000005e6745a82deed5cd #d,-,18,3779,2345,1617,347,2,252623,15662,3779,2346,1619,3779,2342,1617,99,100,0,500,3799;
@400000005e6745a82df97cb7 #d,-,18,3779,2344,1615,348,2,252609,15661,3779,2346,1651,3779,2343,1615,99,100,0,500,3801;
@400000005e6745aa2e0a6fbf #d,-,18,3781,2344,1616,349,2,252659,15664,3781,2345,1621,3779,2342,1609,99,100,0,500,3819;
@400000005e6745aa2e15d683 #d,-,18,3779,2344,1618,350,2,252709,15668,3781,2344,1621,3779,2342,1614,99,100,0,500,3794;
@400000005e6745ac2e269afa #d,-,18,3778,2342,1618,351,2,252759,15671,3779,2344,1618,3778,2342,1613,99,100,0,500,3796;
@400000005e6745ac2e3200d0 #d,-,18,3778,2342,1617,352,2,252809,15674,3778,2344,1621,3778,2341,1616,99,100,0,500,3794;
@400000005e6745ae2e43d35c #d,-,18,3777,2342,1628,353,2,252865,15677,3778,2343,1650,3777,2341,1615,99,100,0,500,3798;
@400000005e6745ae2e4ebc65 #d,-,18,3780,2343,1612,354,2,252913,15680,3780,2344,1628,3777,2341,1611,98,100,0,500,3821;
@400000005e6745b02e5e6ffc #d,-,18,3780,2343,1619,355,2,252962,15683,3780,2343,1621,3780,2341,1612,99,100,0,500,3799;
@400000005e6745b02e67b6db #d,-,18,3779,2343,1619,356,2,253081,15691,3780,2343,1622,3779,2341,1618,99,100,0,500,3798;
@400000005e6745b22e76f160 #d,-,18,3778,2344,1619,357,2,253060,15689,3779,2344,1619,3778,2340,1615,99,100,0,500,3798;
@400000005e6745b22e8024b0 #d,-,18,3778,2344,1643,358,2,253115,15693,3778,2345,1650,3778,2343,1619,99,100,0,500,3798;
@400000005e6745b42e911c60 #d,-,18,3781,2345,1621,359,2,253163,15696,3781,2345,1643,3778,2343,1608,98,100,0,500,3824;
@400000005e6745b42e9c0dcc #d,-,18,3780,2345,1619,360,2,253210,15699,3781,2345,1621,3780,2343,1614,99,100,0,500,3799;
@400000005e6745b62ead53b7 #d,-,18,3779,2342,1620,361,2,253258,15702,3780,2345,1620,3779,2342,1617,99,100,0,500,3796;
@400000005e6745b62eb862ef #d,-,18,3779,2342,1615,363,2,253373,15709,3779,2344,1621,3779,2341,1615,99,100,0,500,3799;
@400000005e6745b82ec9b4f6 #d,-,18,3778,2344,1649,364,2,253357,15708,3779,2345,1649,3778,2342,1614,99,100,0,500,3794;
@400000005e6745b82ed4a573 #d,-,18,3781,2344,1618,365,2,253404,15711,3781,2344,1649,3778,2342,1613,98,100,0,500,3828;
@400000005e6745ba2ee5bccd #d,-,18,3780,2344,1623,366,2,253451,15713,3781,2344,1623,3780,2342,1615,99,100,0,500,3796;
@400000005e6745ba2ef0f7cc #d,-,18,3779,2342,1618,367,2,253497,15716,3780,2344,1623,3779,2341,1617,99,100,0,500,3801;
@400000005e6745bc2f00227b #d,-,18,3779,2344,1622,368,2,253545,15719,3779,2344,1622,3779,2341,1618,99,100,0,500,3799;
@400000005e6745bc2f091fc7 #d,-,18,3779,2345,1601,369,2,253655,15726,3779,2345,1623,3779,2342,1600,99,100,0,500,3799;
@400000005e6745be2f18b3b3 #d,-,18,3772,2344,1587,370,2,253619,15724,3779,2345,1606,3772,2343,1574,100,100,0,500,3772;
@400000005e6745be2f228734 #d,-,18,3674,2344,1416,371,2,253617,15724,3772,2345,1587,3674,2343,1416,99,100,0,500,3707;
@400000005e6745c02f330d45 #d,-,18,3331,2343,1415,372,2,253570,15721,3674,2345,1416,3331,2343,1400,98,100,0,500,3385;
@400000005e6745c02f3dcb77 #d,-,18,3326,2342,1491,373,2,253534,15719,3331,2344,1491,3326,2342,1413,100,100,0,500,3326;
@400000005e6745c22f4e7133 #d,-,18,3417,2341,1507,374,2,253586,15722,3417,2344,1507,3326,2341,1471,99,100,0,500,3431;
@400000005e6745c22f590c01 #d,-,18,3477,2343,1477,375,2,253571,15721,3477,2345,1511,3417,2341,1470,99,100,0,500,3502;
