@400000005e33da4336d1f362 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e33da442530c889 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e33dc830c66ce4f #d,-,18,4530,2362,1971,633,3,286729,17777,4531,2362,1975,4530,2359,1945,96,100,0,500,4678;
@400000005e33dc830c70cca7 #d,-,18,4531,2361,1973,634,3,286797,17781,4531,2362,1973,4530,2359,1949,96,100,0,500,4678;
@400000005e33dc850c807422 #d,-,18,4531,2359,1958,635,3,286864,17785,4531,2361,1974,4531,2358,1955,96,100,0,500,4676;
@400000005e33dc850c8a6b06 #d,-,18,4531,2360,1961,636,3,286932,17789,4531,2360,1973,4531,2358,1952,96,100,0,500,4680;
@400000005e33dc870c999e17 #d,-,18,4531,2361,1954,638,3,286999,17793,4531,2361,1973,4531,2358,1952,96,100,0,500,4678;
@400000005e33dc870ca34a7a #d,-,18,4531,2359,1958,639,3,287116,17801,4531,2361,1968,4531,2358,1954,96,100,0,500,4678;
@400000005e33dc890cb251c5 #d,-,18,4531,2359,1958,640,3,287133,17802,4531,2361,1968,4531,2358,1953,96,100,0,500,4680;
@400000005e33dc890cbbe326 #d,-,18,4531,2361,1956,641,3,287200,17806,4531,2361,1969,4531,2358,1956,96,100,0,500,4680;
@400000005e33dc8b0ccaf2d3 #d,-,18,4532,2360,1967,643,3,287267,17810,4532,2361,1968,4531,2358,1955,96,100,0,500,4680;
@400000005e33dc8b0cd4745f #d,-,18,4532,2360,1962,644,3,287333,17814,4532,2360,1968,4532,2358,1956,96,100,0,500,4683;
@400000005e33dc8d0ce40cf3 #d,-,18,4532,2355,1964,645,4,287399,17818,4532,2360,1974,4532,2352,1954,96,100,0,500,4683;
@400000005e33dc8d0cedb59d #d,-,18,4533,2360,1965,647,4,287465,17822,4533,2363,1968,4532,2355,1957,96,100,0,500,4683;
@400000005e33dc8f0cfd4d43 #d,-,18,4532,2360,1963,648,4,287581,17830,4533,2362,1971,4532,2357,1953,96,100,0,500,4683;
@400000005e33dc8f0d06cece #d,-,18,4533,2358,1966,649,4,287646,17834,4533,2360,1970,4532,2358,1956,96,100,0,500,4685;
@400000005e33dc910d16f7be #d,-,18,4534,2358,1961,650,4,287662,17835,4534,2360,1968,4533,2357,1958,96,100,0,500,4683;
@400000005e33dc910d20e640 #d,-,18,4534,2358,1967,652,4,287728,17839,4534,2360,1971,4534,2357,1961,96,100,0,500,4685;
@400000005e33dc930d3170fa #d,-,18,4535,2358,1965,653,4,287793,17843,4535,2360,1971,4534,2357,1958,96,100,0,500,4685;
@400000005e33dc930d3b34a5 #d,-,18,4535,2358,1968,654,4,287859,17847,4535,2359,1972,4535,2356,1958,96,100,0,500,4683;
@400000005e33dc950d4a6b70 #d,-,18,4536,2356,1968,655,4,287924,17851,4536,2358,1973,4535,2356,1959,96,100,0,500,4685;
@400000005e33dc950d53ce40 #d,-,18,4536,2355,1960,657,4,287988,17855,4536,2358,1972,4536,2355,1960,96,100,0,500,4687;
@400000005e33dc970d628ec3 #d,-,18,4537,2356,1965,658,4,288053,17859,4537,2358,1973,4536,2355,1960,96,100,0,500,4685;
@400000005e33dc970d6c0c95 #d,-,18,4537,2357,1963,659,4,288118,17863,4537,2358,1973,4537,2355,1963,96,100,0,500,4690;
@400000005e33dc990d7ba170 #d,-,18,4538,2357,1968,660,4,288182,17867,4538,2358,1973,4537,2356,1963,96,100,0,500,4690;
@400000005e33dc990d8532d1 #d,-,18,4538,2356,1968,662,4,288246,17871,4538,2358,1972,4538,2356,1960,96,100,0,500,4687;
@400000005e33dc9b0d9585a9 #d,-,18,4538,2356,1969,663,4,288310,17875,4538,2359,1971,4538,2356,1961,96,100,0,500,4687;
@400000005e33dc9b0d9fce82 #d,-,18,4538,2357,1972,664,4,288373,17879,4538,2359,1973,4538,2356,1959,96,100,0,500,4690;
@400000005e33dc9d0dafa1c3 #d,-,18,4538,2357,1965,665,4,288436,17883,4538,2358,1973,4538,2356,1960,96,100,0,500,4687;
@400000005e33dc9d0db9c738 #d,-,18,4539,2357,1971,667,4,288500,17887,4539,2358,1973,4538,2356,1959,96,100,0,500,4690;
@400000005e33dc9f0dc884f0 #d,-,18,4539,2357,1964,668,4,288562,17890,4539,2359,1972,4539,2356,1960,96,100,0,500,4690;
@400000005e33dc9f0dcf0536 #d,-,18,4539,2358,1865,669,4,288618,17894,4539,2358,1973,4539,2356,1865,96,100,0,500,4690;
@400000005e33dca10dddd1d5 #d,-,18,4180,2360,1622,670,4,288589,17892,4539,2361,1865,4180,2354,1571,94,100,0,500,4410;
@400000005e33dca10de7b8e5 #d,-,18,3822,2363,1172,671,4,288507,17887,4180,2363,1783,3822,2357,1068,95,100,0,500,3986;
@400000005e33dca30df7ce45 #d,-,18,2703,2363,1186,672,4,288342,17877,3822,2363,1263,2703,2361,1171,87,100,0,500,3083;
@400000005e33dca30e0186c4 #d,-,18,2601,2362,1182,673,4,288173,17866,2703,2364,1193,2601,2361,1182,91,100,0,500,2858;
@400000005e33dca50e111e6a #d,-,18,2597,2359,1095,673,4,287983,17854,2601,2363,1196,2597,2359,1049,91,100,0,500,2843;
@400000005e33dca50e1a9ff5 #d,-,18,2409,2358,1170,674,4,287809,17844,2597,2360,1194,2409,2358,1095,89,100,0,500,2680;
@400000005e33dca70e298c3e #d,-,18,2537,2359,1165,675,4,287635,17833,2537,2361,1170,2409,2358,1164,90,100,0,500,2806;
@400000005e33dca70e3386dc #d,-,18,2536,2359,1165,675,4,287461,17822,2537,2361,1169,2536,2358,1162,90,100,0,500,2796;
@400000005e33dca90e42cd7c #d,-,18,2535,2357,1161,676,4,287288,17811,2536,2360,1168,2535,2357,1161,90,100,0,500,2798;
@400000005e33dca90e4c726c #d,-,18,2534,2358,1161,677,4,287113,17801,2535,2359,1164,2534,2357,1158,90,100,0,500,2791;
@400000005e33dcab0e5c0a12 #d,-,18,2531,2361,1154,677,4,286984,17793,2534,2361,1161,2531,2358,1150,91,100,0,500,2777;
@400000005e33dcab0e658b9e #d,-,18,2527,2362,1155,678,4,286809,17782,2531,2362,1158,2527,2359,1154,91,100,0,500,2772;
@400000005e33dcad0e74dd6a #d,-,18,2524,2361,1152,679,4,286587,17768,2527,2362,1155,2524,2360,1148,91,100,0,500,2770;
@400000005e33dcad0e7e772d #d,-,18,2520,2362,1151,680,4,286412,17757,2524,2362,1155,2520,2359,1150,91,100,0,500,2765;
@400000005e33dcaf0e8e2262 #d,-,18,2517,2361,1154,680,4,286238,17746,2520,2362,1155,2517,2360,1150,90,100,0,500,2770;
@400000005e33dcaf0e97c751 #d,-,18,2514,2363,1147,681,4,286064,17735,2517,2363,1154,2514,2361,1146,90,100,0,500,2765;
@400000005e33dcb10ea747af #d,-,18,2510,2361,1148,682,4,285889,17725,2514,2364,1151,2510,2361,1146,91,100,0,500,2756;
@400000005e33dcb10eb0c581 #d,-,18,2507,2362,1146,682,4,285715,17714,2510,2363,1151,2507,2361,1145,90,100,0,500,2758;
@400000005e33dcb30ec02f84 #d,-,18,2503,2361,1142,683,4,285541,17703,2507,2362,1148,2503,2361,1142,90,100,0,500,2756;
@400000005e33dcb30ec9cfcc #d,-,18,2499,2362,1144,684,4,285367,17692,2503,2362,1146,2499,2360,1139,91,100,0,500,2744;
@400000005e33dcb50ed948b6 #d,-,18,2496,2361,1144,684,4,285240,17684,2499,2362,1148,2496,2360,1143,90,100,0,500,2749;
@400000005e33dcb50ee2cdfc #d,-,18,2494,2360,1146,685,4,285022,17671,2496,2363,1150,2494,2360,1143,90,100,0,500,2753;
@400000005e33dcb70ef1a7a4 #d,-,18,2492,2362,1143,686,4,284850,17660,2494,2362,1150,2492,2360,1143,90,100,0,500,2751;
@400000005e33dcb70efbad6f #d,-,18,2490,2363,1141,686,4,284678,17650,2492,2364,1146,2490,2362,1139,90,100,0,500,2749;
@400000005e33dcb90f0aff3c #d,-,18,2487,2360,1142,687,4,284506,17639,2490,2363,1143,2487,2360,1140,90,100,0,500,2742;
@400000005e33dcb90f14a42c #d,-,18,2485,2361,1144,688,4,284335,17628,2487,2361,1145,2485,2359,1141,90,100,0,500,2744;
@400000005e33dcbb0f246b51 #d,-,18,2483,2360,1142,689,4,284165,17618,2485,2361,1145,2483,2359,1141,90,100,0,500,2742;
@400000005e33dcbb0f2e1b6e #d,-,18,2481,2361,1142,689,4,283995,17607,2483,2361,1148,2481,2359,1139,90,100,0,500,2746;
@400000005e33dcbd0f3d59ac #d,-,18,2480,2360,1145,690,4,283871,17600,2481,2361,1146,2480,2359,1140,90,100,0,500,2744;
@400000005e33dcbd0f475538 #d,-,18,2478,2358,1139,691,4,283657,17586,2480,2362,1147,2478,2358,1137,90,100,0,500,2742;
@400000005e33dcbf0f568ece #d,-,18,2476,2359,1141,691,4,283532,17578,2478,2359,1143,2476,2357,1135,90,100,0,500,2739;
@400000005e33dcbf0f602891 #d,-,18,2474,2360,1138,692,4,283318,17565,2476,2361,1143,2474,2359,1136,90,100,0,500,2730;
@400000005e33dcc10f6f71fb #d,-,18,2473,2359,1140,693,4,283150,17555,2474,2360,1144,2473,2359,1136,90,100,0,500,2737;
@400000005e33dcc10f78e85a #d,-,18,2471,2360,1141,693,4,282982,17544,2473,2361,1142,2471,2359,1136,90,100,0,500,2734;
@400000005e33dcc30f87ebec #d,-,18,2470,2359,1136,694,4,282815,17534,2471,2360,1143,2470,2359,1136,90,100,0,500,2737;
@400000005e33dcc30f91ea44 #d,-,18,2468,2360,1138,695,4,282648,17524,2470,2361,1142,2468,2358,1134,90,100,0,500,2734;
@400000005e33dcc50fa1bd84 #d,-,18,2467,2359,1135,695,4,282482,17513,2468,2361,1142,2467,2359,1135,90,100,0,500,2730;
@400000005e33dcc50fab6274 #d,-,18,2466,2361,1140,696,4,282316,17503,2467,2361,1140,2466,2359,1135,90,100,0,500,2732;
@400000005e33dcc70fbaabdf #d,-,18,2465,2362,1138,697,4,282151,17493,2466,2362,1141,2465,2361,1135,90,100,0,500,2730;
@400000005e33dcc70fc429b1 #d,-,18,2464,2360,1138,697,4,282030,17485,2465,2362,1141,2464,2360,1136,90,100,0,500,2734;
@400000005e33dcc90fd367ef #d,-,18,2463,2360,1140,698,4,281865,17475,2464,2361,1141,2463,2360,1135,90,100,0,500,2732;
@400000005e33dcc90fdd1098 #d,-,18,2463,2360,1136,699,4,281657,17462,2463,2360,1143,2463,2359,1135,90,100,0,500,2732;
@400000005e33dccb0fec820f #d,-,18,2461,2360,1137,699,4,281493,17452,2463,2360,1141,2461,2359,1133,90,100,0,500,2730;
@400000005e33dccb0ff5fc27 #d,-,18,2460,2357,1135,700,4,281373,17445,2461,2360,1140,2460,2357,1132,90,100,0,500,2723;
@400000005e33dccd1004d89b #d,-,18,2459,2358,1139,701,4,281166,17432,2460,2359,1140,2459,2357,1133,90,100,0,500,2725;
@400000005e33dccd100ed339 #d,-,18,2458,2359,1139,701,4,281048,17424,2459,2360,1139,2458,2358,1134,90,100,0,500,2730;
@400000005e33dccf101e486a #d,-,18,2458,2362,1134,702,4,280886,17414,2458,2362,1141,2458,2359,1133,90,100,0,500,2730;
@400000005e33dccf1027f4cd #d,-,18,2457,2361,1140,703,4,280681,17402,2458,2362,1140,2457,2361,1133,90,100,0,500,2727;
@400000005e33dcd1105624df #d,-,18,2457,2362,1132,703,4,280520,17392,2457,2362,1140,2457,2361,1132,90,100,0,500,2727;
@400000005e33dcd1107b774f #d,-,18,2456,2361,1138,704,4,280360,17382,2457,2362,1140,2456,2361,1131,90,100,0,500,2727;
@400000005e33dcd3109125fe #d,-,18,2647,2359,1540,705,4,280288,17377,2647,2361,1719,2456,2359,1132,93,100,0,500,2817;
@400000005e33dcd3109b1929 #d,-,18,3467,2362,1338,706,4,280209,17373,3467,2362,1657,2647,2359,1272,92,100,0,500,3730;
@400000005e33dcd510aa2074 #d,-,18,3329,2358,2063,707,4,280245,17375,3467,2362,2229,3329,2356,1333,96,100,0,500,3445;
@400000005e33dcd510b40010 #d,-,18,4567,2357,2059,708,4,280318,17379,4567,2358,2112,3329,2357,1872,97,100,0,500,4664;
@400000005e33dcd710c30c03 #d,-,18,4567,2358,1877,709,4,280374,17383,4567,2358,2059,4567,2356,1846,96,100,0,500,4718;
@400000005e33dcd710cc569c #d,-,18,4431,2356,1915,711,4,280430,17386,4567,2358,1930,4431,2356,1877,96,100,0,500,4585;
@400000005e33dcd910dab28b #d,-,18,4429,2357,1922,712,4,280485,17390,4431,2358,1926,4429,2356,1904,97,100,0,500,4564;
@400000005e33dcd910e447a5 #d,-,18,4427,2358,1916,713,4,280541,17393,4429,2359,1922,4427,2357,1907,96,100,0,500,4567;
@400000005e33dcdb10f510c4 #d,-,18,4425,2358,1910,714,4,280596,17396,4427,2359,1923,4425,2358,1906,96,100,0,500,4564;
@400000005e33dcdb10ffc2db #d,-,18,4423,2357,1920,716,4,280652,17400,4425,2358,1925,4423,2357,1909,96,100,0,500,4564;
@400000005e33dcdd11102a30 #d,-,18,4423,2359,1912,717,4,280708,17403,4423,2359,1928,4423,2357,1912,96,100,0,500,4569;
@400000005e33dcdd111a8e0c #d,-,18,4423,2359,1925,718,4,280765,17407,4423,2359,1929,4423,2359,1912,96,100,0,500,4576;
@400000005e33dcdf112ae58c #d,-,18,4425,2359,1927,719,4,280822,17411,4425,2359,1933,4423,2359,1915,96,100,0,500,4583;
@400000005e33dcdf1134ffd5 #d,-,18,4426,2357,1926,721,4,280880,17414,4426,2359,1934,4425,2357,1918,96,100,0,500,4590;
@400000005e33dce1114318b5 #d,-,18,4428,2357,1927,722,4,280937,17418,4428,2358,1936,4426,2356,1919,96,100,0,500,4590;
@400000005e33dce1114cadcf #d,-,18,4429,2358,1924,723,4,280994,17421,4429,2359,1933,4428,2357,1914,96,100,0,500,4593;
@400000005e33dce3115af275 #d,-,18,4431,2355,1938,724,4,281052,17425,4431,2358,1942,4429,2355,1914,96,100,0,500,4595;
@400000005e33dce311641a98 #d,-,18,4434,2358,1936,725,4,281110,17428,4434,2359,1949,4431,2355,1919,96,100,0,500,4604;
@400000005e33dce51171e53d #d,-,18,4437,2357,1944,727,4,281210,17435,4437,2359,1948,4434,2357,1918,96,100,0,500,4607;
@400000005e33dce5117b630f #d,-,18,4438,2359,1953,728,4,281268,17438,4438,2360,1953,4437,2357,1915,96,100,0,500,4602;
@400000005e33dce7118ab122 #d,-,18,4441,2358,1939,729,4,281285,17439,4441,2360,1956,4438,2357,1919,96,100,0,500,4612;
@400000005e33dce71194da51 #d,-,18,4445,2357,1935,730,4,281344,17443,4445,2358,1959,4441,2357,1917,96,100,0,500,4623;
@400000005e33dce911a5bab9 #d,-,18,4447,2359,1923,732,4,281444,17449,4447,2359,1949,4445,2356,1923,96,100,0,500,4614;
@400000005e33dce911afc8e6 #d,-,18,4449,2357,1926,733,4,281460,17450,4449,2359,1951,4447,2356,1923,96,100,0,500,4614;
@400000005e33dceb11bf26ce #d,-,18,4451,2357,1925,734,4,281519,17454,4451,2358,1955,4449,2355,1924,96,100,0,500,4614;
@400000005e33dceb11ca0002 #d,-,18,4454,2357,1928,735,4,281578,17457,4454,2358,1958,4451,2356,1925,96,100,0,500,4623;
@400000005e33dced11d90bf6 #d,-,18,4456,2359,1935,737,4,281637,17461,4456,2359,1953,4454,2357,1920,96,100,0,500,4616;
@400000005e33dced11e2bc12 #d,-,18,4458,2358,1946,738,4,281696,17465,4458,2360,1956,4456,2357,1922,96,100,0,500,4619;
@400000005e33dcef11f1c44c #d,-,18,4461,2357,1952,739,4,281756,17468,4461,2358,1964,4458,2357,1933,96,100,0,500,4630;
@400000005e33dcef11fb0b2b #d,-,18,4463,2359,1939,740,4,281815,17472,4463,2360,1964,4461,2357,1929,96,100,0,500,4628;
@400000005e33dcf1120a8415 #d,-,18,4465,2358,1941,742,4,281873,17476,4465,2359,1963,4463,2357,1925,96,100,0,500,4628;
@400000005e33dcf11214404e #d,-,18,4467,2358,1931,743,4,281932,17479,4467,2358,1962,4465,2356,1923,96,100,0,500,4630;
@400000005e33dcf3122412a0 #d,-,18,4468,2358,1937,744,4,281991,17483,4468,2359,1963,4467,2358,1924,96,100,0,500,4633;
@400000005e33dcf3122e7edd #d,-,18,4472,2355,1948,745,4,282052,17487,4472,2358,1974,4468,2355,1934,96,100,0,500,4638;
@400000005e33dcf5123e3da1 #d,-,18,4476,2357,1950,747,4,282112,17490,4476,2358,1973,4472,2355,1935,96,100,0,500,4649;
@400000005e33dcf512481d3d #d,-,18,4478,2356,1964,748,4,282172,17494,4478,2358,1970,4476,2355,1940,96,100,0,500,4645;
@400000005e33dcf712574ba6 #d,-,18,4480,2354,1960,749,4,282231,17498,4480,2357,1964,4478,2354,1941,96,100,0,500,4642;
@400000005e33dcf71261947f #d,-,18,4483,2357,1966,750,4,282290,17502,4483,2357,1966,4480,2354,1937,96,100,0,500,4647;
@400000005e33dcf9126ffc88 #d,-,18,4484,2356,1956,752,4,282349,17505,4484,2358,1966,4483,2355,1936,96,100,0,500,4642;
@400000005e33dcf912793393 #d,-,18,4486,2357,1949,753,4,282408,17509,4486,2357,1962,4484,2354,1939,96,100,0,500,4647;
@400000005e33dcfb12877fac #d,-,18,4488,2357,1950,754,4,282467,17512,4488,2357,1963,4486,2357,1941,96,100,0,500,4642;
@400000005e33dcfb12909087 #d,-,18,4489,2354,1941,755,4,282565,17519,4489,2357,1963,4488,2353,1941,96,100,0,500,4642;
@400000005e33dcfd129f70b4 #d,-,18,4490,2357,1945,757,4,282583,17520,4490,2357,1964,4489,2353,1940,96,100,0,500,4645;
@400000005e33dcfd12a94435 #d,-,18,4491,2358,1941,758,4,282642,17523,4491,2358,1965,4490,2357,1938,96,100,0,500,4642;
@400000005e33dcff12b9d2a8 #d,-,18,4491,2357,1940,759,4,282700,17527,4491,2358,1965,4491,2357,1940,96,100,0,500,4642;
@400000005e33dcff12c3e0d5 #d,-,18,4492,2354,1951,760,4,282758,17531,4492,2357,1963,4491,2354,1938,96,100,0,500,4642;
@400000005e33dd0112d3bf43 #d,-,18,4492,2353,1947,762,4,282816,17534,4492,2354,1960,4492,2353,1941,96,100,0,500,4642;
@400000005e33dd0112de1f64 #d,-,18,4493,2356,1956,763,4,282914,17540,4493,2356,1963,4492,2353,1941,96,100,0,500,4647;
@400000005e33dd0312edb7f9 #d,-,18,4493,2354,1956,764,4,282932,17541,4493,2356,1966,4493,2354,1943,96,100,0,500,4647;
@400000005e33dd0312f77077 #d,-,18,4494,2353,1957,765,4,282989,17545,4494,2354,1965,4493,2352,1944,96,100,0,500,4649;
@400000005e33dd051305859e #d,-,18,4495,2354,1953,767,4,283047,17548,4495,2355,1963,4494,2352,1943,96,100,0,500,4649;
@400000005e33dd05130e86a4 #d,-,18,4496,2353,1965,768,4,283106,17552,4496,2354,1968,4495,2353,1951,96,100,0,500,4654;
@400000005e33dd07131c6d39 #d,-,18,4500,2351,1966,769,4,283165,17556,4500,2354,1968,4496,2351,1957,96,100,0,500,4666;
@400000005e33dd071326060d #d,-,18,4502,2354,1962,770,4,283223,17559,4502,2354,1967,4500,2351,1954,96,100,0,500,4664;
@400000005e33dd0913359640 #d,-,18,4504,2357,1963,772,4,283282,17563,4504,2357,1967,4502,2354,1953,96,100,0,500,4664;
@400000005e33dd09133faccf #d,-,18,4505,2357,1958,773,4,283340,17567,4505,2358,1966,4504,2356,1953,96,100,0,500,4661;
@400000005e33dd0b134fc9a3 #d,-,18,4506,2358,1955,774,4,283398,17570,4506,2358,1965,4505,2357,1954,96,100,0,500,4661;
@400000005e33dd0b135a2163 #d,-,18,4507,2358,1956,775,4,283456,17574,4507,2359,1965,4506,2357,1953,96,100,0,500,4664;
@400000005e33dd0d136a00bf #d,-,18,4508,2356,1955,777,4,283513,17577,4508,2358,1965,4507,2356,1953,96,100,0,500,4664;
@400000005e33dd0d13742634 #d,-,18,4508,2356,1959,778,4,283571,17581,4508,2357,1968,4508,2354,1953,96,100,0,500,4664;
@400000005e33dd0f1383e4f8 #d,-,18,4509,2355,1954,779,4,283628,17584,4509,2357,1968,4508,2355,1953,96,100,0,500,4661;
@400000005e33dd0f138df7cd #d,-,18,4510,2359,1961,780,4,283686,17588,4510,2359,1966,4509,2355,1951,96,100,0,500,4664;
@400000005e33dd11139d6c0f #d,-,18,4511,2359,1963,782,4,283743,17592,4511,2360,1964,4510,2358,1946,96,100,0,500,4661;
@400000005e33dd1113a71d1a #d,-,18,4511,2359,1965,783,4,283800,17595,4511,2359,1969,4511,2358,1945,96,100,0,500,4661;
@400000005e33dd1313b570a6 #d,-,18,4511,2359,1970,784,4,283895,17601,4511,2361,1970,4511,2358,1946,96,100,0,500,4661;
@400000005e33dd1313bee25d #d,-,18,4511,2358,1960,785,4,283952,17605,4511,2359,1973,4511,2357,1942,96,100,0,500,4659;
@400000005e33dd1513cdcea6 #d,-,18,4512,2355,1960,787,4,283968,17606,4512,2358,1970,4511,2355,1942,96,100,0,500,4661;
@400000005e33dd1513d71de7 #d,-,18,4512,2356,1951,788,4,284024,17609,4512,2356,1973,4512,2354,1940,96,100,0,500,4659;
@400000005e33dd1713e50836 #d,-,18,4512,2359,1940,789,4,284119,17615,4512,2360,1969,4512,2356,1940,96,100,0,500,4661;
@400000005e33dd1713ee89c2 #d,-,18,4513,2359,1941,790,4,284136,17616,4513,2359,1973,4512,2359,1940,96,100,0,500,4661;
@400000005e33dd1913fde7aa #d,-,18,4512,2357,1945,792,4,284191,17619,4513,2359,1977,4512,2357,1941,96,100,0,500,4661;
@400000005e33dd1914085f14 #d,-,18,4513,2357,1959,793,4,284247,17623,4513,2358,1978,4512,2357,1937,96,100,0,500,4661;
@400000005e33dd1b1417ff1c #d,-,18,4513,2359,1956,794,4,284303,17626,4513,2359,1978,4513,2356,1936,96,100,0,500,4659;
@400000005e33dd1b1421cee3 #d,-,18,4512,2359,1957,795,4,284358,17630,4513,2359,1974,4512,2358,1936,96,100,0,500,4661;
@400000005e33dd1d1430fd4c #d,-,18,4512,2356,1955,797,4,284413,17633,4512,2359,1974,4512,2356,1942,96,100,0,500,4659;
@400000005e33dd1d143b6d43 #d,-,18,4512,2357,1952,798,4,284468,17637,4512,2358,1980,4512,2356,1940,96,100,0,500,4661;
@400000005e33dd1f144aa054 #d,-,18,4513,2354,1957,799,4,284523,17640,4513,2357,1978,4512,2353,1943,96,100,0,500,4664;
@400000005e33dd1f14546c61 #d,-,18,4513,2354,1967,800,4,284578,17643,4513,2355,1981,4513,2353,1942,96,100,0,500,4664;
@400000005e33dd211463601d #d,-,18,4515,2353,1968,802,4,284635,17647,4515,2355,1981,4513,2352,1951,96,100,0,500,4678;
@400000005e33dd21146d1c55 #d,-,18,4518,2356,1969,803,4,284691,17650,4518,2356,1984,4515,2352,1951,96,100,0,500,4676;
@400000005e33dd23147b2295 #d,-,18,4519,2354,1979,804,4,284746,17654,4519,2356,1985,4518,2353,1951,96,100,0,500,4676;
@400000005e33dd231484edb4 #d,-,18,4520,2357,1978,805,4,284840,17660,4520,2357,1979,4519,2354,1951,96,100,0,500,4673;
@400000005e33dd2514939f50 #d,-,18,4521,2356,1976,807,5,284857,17661,4521,2358,1979,4520,2356,1947,96,100,0,500,4676;
@400000005e33dd25149cc3ba #d,-,18,4522,2359,1968,808,5,284911,17664,4522,2359,1979,4521,2356,1946,96,100,0,500,4676;
@400000005e33dd2714aacdb4 #d,-,18,4522,2357,1951,809,5,284966,17667,4522,2359,1979,4522,2357,1948,96,100,0,500,4673;
@400000005e33dd2714b452f9 #d,-,18,4523,2358,1950,810,5,285021,17671,4523,2358,1977,4522,2357,1950,96,100,0,500,4678;
@400000005e33dd2914c3c82a #d,-,18,4523,2359,1950,812,5,285075,17674,4523,2359,1980,4523,2358,1950,96,100,0,500,4673;
@400000005e33dd2914cd6c2b #d,-,18,4524,2356,1958,813,5,285130,17678,4524,2359,1981,4523,2355,1950,96,100,0,500,4676;
@400000005e33dd2b14dd765e #d,-,18,4524,2353,1964,814,5,285184,17681,4524,2356,1976,4524,2353,1951,96,100,0,500,4673;
@400000005e33dd2b14e77c29 #d,-,18,4524,2354,1958,815,5,285238,17684,4524,2354,1976,4524,2352,1952,96,100,0,500,4673;
@400000005e33dd2d14f660ff #d,-,18,4525,2351,1965,817,5,285331,17690,4525,2354,1980,4524,2350,1954,96,100,0,500,4673;
@400000005e33dd2d15010ba2 #d,-,18,4525,2355,1958,818,5,285385,17693,4525,2355,1981,4525,2350,1958,96,100,0,500,4673;
@400000005e33dd2f151118a1 #d,-,18,4525,2354,1965,819,5,285400,17694,4525,2356,1976,4525,2354,1955,96,100,0,500,4673;
@400000005e33dd2f151b8898 #d,-,18,4525,2355,1967,820,5,285454,17698,4525,2355,1972,4525,2354,1952,96,100,0,500,4673;
@400000005e33dd31152a9845 #d,-,18,4525,2356,1961,822,5,285508,17701,4525,2357,1972,4525,2353,1953,96,100,0,500,4676;
@400000005e33dd311533a0be #d,-,18,4525,2356,1966,823,5,285561,17704,4525,2357,1972,4525,2355,1951,96,100,0,500,4673;
@400000005e33dd331541e0bc #d,-,18,4526,2358,1959,824,5,285614,17708,4526,2358,1970,4525,2356,1952,96,100,0,500,4673;
@400000005e33dd33154b0c99 #d,-,18,4526,2357,1965,825,5,285667,17711,4526,2359,1966,4526,2357,1956,96,100,0,500,4678;
@400000005e33dd3515591a4c #d,-,18,4527,2358,1967,827,5,285720,17714,4527,2358,1969,4526,2356,1954,96,100,0,500,4676;
@400000005e33dd35156222c5 #d,-,18,4527,2359,1966,828,5,285773,17717,4527,2359,1970,4527,2358,1953,96,100,0,500,4678;
@400000005e33dd37156fea9f #d,-,18,4527,2357,1969,829,5,285864,17723,4527,2359,1969,4527,2357,1954,96,100,0,500,4676;
@400000005e33dd37157953f4 #d,-,18,4528,2358,1960,830,5,285916,17726,4528,2359,1970,4527,2357,1957,96,100,0,500,4676;
@400000005e33dd391588f8a4 #d,-,18,4528,2355,1968,832,5,285931,17727,4528,2358,1971,4528,2355,1959,96,100,0,500,4678;
@400000005e33dd39159306d1 #d,-,18,4529,2357,1962,833,5,285984,17731,4529,2357,1972,4528,2355,1956,96,100,0,500,4680;
@400000005e33dd3b15a3697e #d,-,18,4529,2356,1966,834,5,286036,17734,4529,2357,1972,4529,2355,1952,96,100,0,500,4678;
@400000005e33dd3b15adb6ff #d,-,18,4529,2356,1966,835,5,286089,17737,4529,2358,1973,4529,2355,1956,96,100,0,500,4678;
@400000005e33dd3d15bdd01a #d,-,18,4529,2358,1957,837,5,286141,17740,4529,2358,1973,4529,2355,1957,96,100,0,500,4680;
@400000005e33dd3d15c84ef7 #d,-,18,4530,2356,1965,838,5,286193,17744,4530,2359,1972,4529,2356,1954,96,100,0,500,4678;
@400000005e33dd3f15d7f761 #d,-,18,4530,2357,1960,839,5,286245,17747,4530,2358,1970,4530,2355,1957,96,100,0,500,4678;
@400000005e33dd3f15e20947 #d,-,18,4530,2355,1967,840,5,286335,17752,4530,2357,1972,4530,2355,1959,96,100,0,500,4680;
@400000005e33dd4115f083f1 #d,-,18,4530,2357,1961,842,5,286348,17753,4530,2357,1970,4530,2355,1957,96,100,0,500,4678;
@400000005e33dd4115f9a3b3 #d,-,18,4530,2354,1963,843,5,286400,17756,4530,2357,1971,4530,2354,1958,96,100,0,500,4678;
@400000005e33dd4316088115 #d,-,18,4531,2357,1968,844,5,286489,17762,4531,2357,1969,4530,2354,1956,96,100,0,500,4676;
@400000005e33dd4316122517 #d,-,18,4531,2355,1961,846,5,286502,17763,4531,2357,1970,4531,2355,1956,96,100,0,500,4678;
@400000005e33dd45162032ca #d,-,18,4531,2357,1967,847,5,286554,17766,4531,2357,1968,4531,2355,1958,96,100,0,500,4678;
