@400000005e1ebc9816ce51c0 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1ebc9905203630 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1ebd51139d2da9 #d,-,18,3021,2350,1288,149,0,210817,13070,3021,2351,1329,3016,2348,1288,98,100,0,500,3068;
@400000005e1ebd5313adcbf1 #d,-,18,3021,2351,1297,150,0,210848,13072,3021,2352,1298,3021,2349,1288,98,100,0,500,3063;
@400000005e1ebd5313b871ec #d,-,18,3021,2349,1296,151,0,210880,13074,3021,2352,1297,3021,2349,1294,99,100,0,500,3050;
@400000005e1ebd5513c92009 #d,-,18,3022,2351,1295,152,0,210912,13076,3022,2353,1297,3021,2349,1294,99,100,0,500,3052;
@400000005e1ebd5513d3c605 #d,-,18,3022,2351,1295,153,0,210944,13078,3022,2351,1297,3022,2350,1295,98,100,0,500,3054;
@400000005e1ebd5713e4494b #d,-,18,3024,2350,1288,153,0,211098,13088,3024,2352,1329,3022,2350,1288,98,100,0,500,3063;
@400000005e1ebd5713eeb499 #d,-,18,3026,2353,1294,154,0,211017,13083,3026,2353,1298,3024,2350,1288,98,100,0,500,3072;
@400000005e1ebd5913fb957b #d,-,18,3025,2350,1295,155,0,211047,13084,3026,2353,1298,3025,2349,1294,99,100,0,500,3052;
@400000005e1ebd5914068aa0 #d,-,18,3025,2352,1294,156,0,211078,13086,3025,2352,1297,3025,2349,1294,99,100,0,500,3054;
@400000005e1ebd5b140fc1aa #d,-,18,3025,2351,1295,157,0,211108,13088,3025,2352,1298,3025,2350,1294,99,100,0,500,3054;
@400000005e1ebd5b1418f141 #d,-,18,3026,2353,1293,158,0,211150,13091,3026,2353,1326,3025,2350,1293,98,100,0,500,3057;
@400000005e1ebd5d1421ee8d #d,-,18,3028,2352,1295,158,0,211178,13093,3028,2353,1299,3026,2352,1287,98,100,0,500,3077;
@400000005e1ebd5d14291dea #d,-,18,3028,2351,1294,159,0,211207,13094,3028,2353,1297,3028,2351,1294,99,100,0,500,3056;
@400000005e1ebd5f143998ce #d,-,18,3028,2350,1296,160,0,211237,13096,3028,2352,1298,3028,2350,1294,99,100,0,500,3056;
@400000005e1ebd5f14445347 #d,-,18,3027,2352,1294,161,1,211264,13098,3028,2352,1298,3027,2350,1294,99,100,0,500,3056;
@400000005e1ebd61144dd88c #d,-,18,3027,2352,1307,162,1,211305,13100,3027,2353,1329,3027,2352,1294,99,100,0,500,3056;
@400000005e1ebd6114581dac #d,-,18,3030,2351,1296,163,1,211332,13102,3030,2353,1307,3027,2350,1288,98,100,0,500,3080;
@400000005e1ebd631460c815 #d,-,18,3030,2351,1295,163,1,211360,13104,3030,2351,1298,3030,2350,1295,99,100,0,500,3057;
@400000005e1ebd6314675830 #d,-,18,3029,2354,1295,164,1,211493,13112,3030,2354,1298,3029,2350,1294,99,100,0,500,3056;
@400000005e1ebd65147025fd #d,-,18,3029,2352,1296,165,1,211520,13114,3029,2354,1297,3029,2351,1295,99,100,0,500,3054;
@400000005e1ebd6514768e0c #d,-,18,3028,2354,1321,166,1,211558,13116,3029,2354,1327,3028,2351,1294,99,100,0,500,3056;
@400000005e1ebd671486af88 #d,-,18,3031,2352,1296,167,1,211582,13118,3031,2355,1321,3028,2352,1287,98,100,0,500,3082;
@400000005e1ebd671491e224 #d,-,18,3031,2353,1296,168,1,211506,13113,3031,2353,1298,3031,2351,1294,99,100,0,500,3056;
@400000005e1ebd6914a15fb7 #d,-,18,3030,2351,1298,169,1,211532,13115,3031,2353,1298,3030,2350,1295,99,100,0,500,3054;
@400000005e1ebd6914ac096b #d,-,18,3030,2352,1297,169,1,211559,13116,3030,2353,1299,3030,2351,1295,99,100,0,500,3057;
@400000005e1ebd6b14bc8096 #d,-,18,3029,2351,1330,170,1,211594,13118,3030,2353,1330,3029,2351,1295,99,100,0,500,3056;
@400000005e1ebd6b14c75610 #d,-,18,3033,2351,1298,171,1,211621,13120,3033,2351,1330,3029,2350,1289,98,100,0,500,3088;
@400000005e1ebd6d14d7efb0 #d,-,18,3032,2351,1297,172,1,211647,13122,3033,2351,1298,3032,2350,1294,99,100,0,500,3054;
@400000005e1ebd6d14e24c19 #d,-,18,3031,2351,1297,173,1,211672,13123,3032,2351,1298,3031,2350,1295,99,100,0,500,3057;
@400000005e1ebd6f14eb2601 #d,-,18,3031,2350,1296,174,1,211697,13125,3031,2351,1299,3031,2350,1295,99,100,0,500,3056;
@400000005e1ebd6f14f606a9 #d,-,18,3030,2352,1328,174,1,211728,13127,3031,2352,1328,3030,2350,1295,99,100,0,500,3056;
@400000005e1ebd71150699c4 #d,-,18,3033,2351,1296,175,1,211755,13128,3033,2353,1329,3030,2351,1287,98,100,0,500,3086;
@400000005e1ebd71151114e7 #d,-,18,3032,2351,1297,176,1,211877,13136,3033,2352,1298,3032,2350,1294,99,100,0,500,3050;
@400000005e1ebd73151a9de7 #d,-,18,3031,2351,1296,177,1,211901,13137,3032,2352,1298,3031,2349,1296,99,100,0,500,3056;
@400000005e1ebd731525b2b6 #d,-,18,3030,2350,1295,178,1,211826,13133,3031,2352,1297,3030,2350,1295,99,100,0,500,3054;
@400000005e1ebd75152ebb2f #d,-,18,3029,2353,1321,179,1,211853,13134,3030,2353,1321,3029,2350,1295,99,100,0,500,3054;
@400000005e1ebd75153601d4 #d,-,18,3033,2354,1247,179,1,211868,13135,3033,2355,1328,3029,2352,1247,98,100,0,500,3086;
@400000005e1ebd771544de48 #d,-,18,2907,2352,1304,180,1,211864,13135,3033,2355,1304,2907,2352,1204,98,100,0,500,2943;
@400000005e1ebd77154f61ce #d,-,18,3015,2352,1331,181,1,211894,13137,3015,2353,1331,2907,2351,1294,99,100,0,500,3039;
@400000005e1ebd79155f5872 #d,-,18,3068,2353,1298,182,1,211925,13139,3068,2353,1332,3015,2352,1296,99,100,0,500,3095;
@400000005e1ebd791569db0a #d,-,18,3064,2352,1318,183,1,211955,13141,3068,2354,1318,3064,2352,1298,100,100,0,500,3064;
@400000005e1ebd7b1572dc10 #d,-,18,3066,2352,1302,184,1,211991,13143,3066,2352,1335,3064,2351,1295,98,100,0,500,3109;
@400000005e1ebd7b1579c94d #d,-,18,3063,2351,1304,184,1,212021,13145,3066,2352,1306,3063,2351,1302,99,100,0,500,3073;
@400000005e1ebd7d15895a6e #d,-,18,3061,2350,1304,185,1,212050,13147,3063,2351,1307,3061,2350,1304,99,100,0,500,3077;
@400000005e1ebd7d15947d35 #d,-,18,3059,2351,1304,186,1,212078,13148,3061,2351,1306,3059,2349,1303,99,100,0,500,3077;
@400000005e1ebd7f159deb32 #d,-,18,3058,2351,1307,187,1,212106,13150,3059,2351,1307,3058,2350,1303,99,100,0,500,3075;
@400000005e1ebd7f15a60da2 #d,-,18,3060,2353,1301,188,1,212143,13152,3060,2353,1336,3058,2350,1297,98,100,0,500,3104;
@400000005e1ebd8115b4cf14 #d,-,18,3058,2351,1304,189,1,212263,13160,3060,2353,1306,3058,2350,1301,99,100,0,500,3077;
@400000005e1ebd8115bfef10 #d,-,18,3057,2355,1303,190,1,212198,13156,3058,2356,1305,3057,2351,1302,99,100,0,500,3073;
@400000005e1ebd8315c935ef #d,-,18,3055,2354,1303,190,1,212224,13157,3057,2355,1305,3055,2353,1302,99,100,0,500,3075;
@400000005e1ebd8315d2b77b #d,-,18,3054,2355,1302,191,1,212251,13159,3055,2356,1305,3054,2353,1301,99,100,0,500,3075;
@400000005e1ebd8515dbbff4 #d,-,18,3056,2355,1296,192,1,212285,13161,3056,2356,1335,3054,2354,1294,98,100,0,500,3095;
@400000005e1ebd8515e2d808 #d,-,18,3055,2354,1304,193,1,212311,13163,3056,2356,1305,3055,2354,1296,99,100,0,500,3082;
@400000005e1ebd8715f27f83 #d,-,18,3054,2356,1303,194,1,212337,13164,3055,2356,1304,3054,2353,1301,99,100,0,500,3075;
@400000005e1ebd8715fd1a52 #d,-,18,3053,2354,1303,195,1,212362,13166,3054,2356,1304,3053,2353,1302,99,100,0,500,3073;
@400000005e1ebd89160c597e #d,-,18,3052,2355,1304,195,1,212387,13168,3053,2356,1306,3052,2353,1301,99,100,0,500,3075;
@400000005e1ebd891616e0bd #d,-,18,3054,2356,1296,196,1,212510,13175,3054,2356,1335,3052,2354,1296,98,100,0,500,3089;
@400000005e1ebd8b161fae8a #d,-,18,3054,2353,1304,197,1,212535,13177,3054,2356,1305,3054,2353,1296,98,100,0,500,3091;
@400000005e1ebd8b162a9f07 #d,-,18,3053,2356,1304,198,1,212559,13178,3054,2356,1304,3053,2353,1302,99,100,0,500,3075;
@400000005e1ebd8d16349d5f #d,-,18,3052,2357,1303,199,1,212584,13180,3053,2357,1304,3052,2356,1301,99,100,0,500,3077;
@400000005e1ebd8d163f15b7 #d,-,18,3051,2354,1301,200,1,212521,13176,3052,2357,1303,3051,2354,1301,99,100,0,500,3073;
@400000005e1ebd8f164f70f1 #d,-,18,3052,2357,1298,201,1,212553,13178,3052,2357,1335,3051,2354,1298,99,100,0,500,3080;
@400000005e1ebd8f165a78b6 #d,-,18,3053,2355,1302,201,1,212576,13179,3053,2357,1306,3052,2353,1293,98,100,0,500,3095;
@400000005e1ebd911663b469 #d,-,18,3053,2356,1302,202,1,212600,13181,3053,2356,1304,3053,2354,1302,99,100,0,500,3077;
@400000005e1ebd91166affb6 #d,-,18,3052,2356,1302,203,1,212624,13182,3053,2356,1304,3052,2354,1301,99,100,0,500,3075;
@400000005e1ebd93167400bc #d,-,18,3051,2354,1302,204,1,212647,13184,3052,2356,1304,3051,2354,1302,99,100,0,500,3075;
@400000005e1ebd93167ad6b1 #d,-,18,3051,2356,1312,205,1,212764,13191,3051,2356,1333,3051,2353,1302,99,100,0,500,3075;
@400000005e1ebd95168931b0 #d,-,18,3053,2353,1302,206,1,212786,13192,3053,2356,1312,3051,2353,1295,98,100,0,500,3100;
@400000005e1ebd951693e00d #d,-,18,3052,2354,1303,206,1,212724,13188,3053,2355,1304,3052,2353,1301,99,100,0,500,3075;
@400000005e1ebd97169c9b3a #d,-,18,3051,2354,1303,207,1,212746,13190,3052,2354,1305,3051,2352,1302,99,100,0,500,3073;
@400000005e1ebd9716a47a9c #d,-,18,3050,2352,1302,208,1,212768,13191,3051,2354,1305,3050,2352,1302,99,100,0,500,3075;
@400000005e1ebd9916adba08 #d,-,18,3050,2352,1326,209,1,212800,13193,3050,2353,1338,3050,2350,1302,99,100,0,500,3073;
@400000005e1ebd9916b75a4f #d,-,18,3053,2353,1303,210,1,212820,13194,3053,2353,1326,3050,2351,1294,98,100,0,500,3102;
@400000005e1ebd9b16c7f4de #d,-,18,3052,2352,1305,211,1,212842,13196,3053,2353,1306,3052,2352,1303,99,100,0,500,3077;
@400000005e1ebd9b16d2a33b #d,-,18,3051,2349,1308,211,1,212864,13197,3052,2352,1308,3051,2348,1304,99,100,0,500,3077;
@400000005e1ebd9d16dbb327 #d,-,18,3051,2348,1305,212,1,212886,13198,3051,2349,1308,3051,2347,1304,99,100,0,500,3075;
@400000005e1ebd9d16e61703 #d,-,18,3050,2349,1338,213,1,212916,13200,3051,2349,1338,3050,2348,1305,99,100,0,500,3077;
@400000005e1ebd9f16f4efbd #d,-,18,3054,2346,1308,214,1,212937,13202,3054,2349,1338,3050,2345,1302,98,100,0,500,3107;
@400000005e1ebd9f16ff9a60 #d,-,18,3053,2346,1306,215,1,212958,13203,3054,2347,1309,3053,2345,1306,99,100,0,500,3075;
@400000005e1ebda1170ddb4c #d,-,18,3052,2344,1309,216,1,212979,13204,3053,2346,1309,3052,2343,1306,99,100,0,500,3075;
@400000005e1ebda117185a2a #d,-,18,3051,2343,1310,217,1,213000,13206,3052,2344,1310,3051,2342,1307,99,100,0,500,3075;
@400000005e1ebda317264921 #d,-,18,3050,2343,1341,217,1,213027,13207,3051,2343,1341,3050,2342,1308,99,100,0,500,3075;
@400000005e1ebda3173154a0 #d,-,18,3054,2344,1310,218,1,213049,13209,3054,2344,1342,3050,2342,1300,98,100,0,500,3107;
@400000005e1ebda5174133fc #d,-,18,3053,2346,1309,219,1,213070,13210,3054,2346,1311,3053,2343,1308,99,100,0,500,3073;
@400000005e1ebda5174bd63e #d,-,18,3053,2347,1307,220,1,213090,13211,3053,2347,1310,3053,2345,1306,99,100,0,500,3079;
@400000005e1ebda717575715 #d,-,18,3052,2347,1308,221,1,213111,13212,3053,2348,1309,3052,2347,1306,99,100,0,500,3077;
@400000005e1ebda71761b825 #d,-,18,3051,2345,1337,222,1,213135,13214,3052,2347,1337,3051,2344,1306,99,100,0,500,3075;
@400000005e1ebda917716f76 #d,-,18,3055,2345,1311,222,1,213158,13215,3055,2345,1340,3051,2344,1300,98,100,0,500,3107;
@400000005e1ebda9177c7381 #d,-,18,3053,2347,1307,223,1,213177,13217,3055,2347,1311,3053,2344,1306,99,100,0,500,3072;
@400000005e1ebdab178ccebb #d,-,18,3052,2347,1307,224,1,213196,13218,3053,2348,1309,3052,2347,1306,99,100,0,500,3075;
@400000005e1ebdab17974e87 #d,-,18,3052,2346,1306,225,1,213215,13219,3052,2348,1308,3052,2345,1306,99,100,0,500,3075;
@400000005e1ebdad17a7a607 #d,-,18,3051,2345,1325,226,1,213236,13220,3052,2346,1325,3051,2345,1305,99,100,0,500,3073;
@400000005e1ebdad17b235a8 #d,-,18,3054,2345,1308,227,1,213260,13222,3054,2346,1341,3051,2345,1298,98,100,0,500,3109;
@400000005e1ebdaf17c24661 #d,-,18,3053,2345,1307,227,1,213279,13223,3054,2346,1309,3053,2345,1306,99,100,0,500,3070;
@400000005e1ebdaf17cc9b56 #d,-,18,3052,2345,1306,228,1,213298,13224,3053,2345,1309,3052,2345,1306,99,100,0,500,3077;
@400000005e1ebdb117d7af36 #d,-,18,3051,2346,1307,229,1,213317,13225,3052,2346,1309,3051,2345,1306,99,100,0,500,3075;
@400000005e1ebdb117e2de19 #d,-,18,3051,2347,1312,230,1,213336,13226,3051,2348,1312,3051,2345,1306,99,100,0,500,3077;
@400000005e1ebdb317f214e3 #d,-,18,3054,2347,1306,231,1,213360,13228,3054,2348,1338,3051,2347,1298,98,100,0,500,3102;
@400000005e1ebdb317fc78bf #d,-,18,3053,2345,1306,232,1,213378,13229,3054,2347,1310,3053,2345,1306,99,100,0,500,3073;
@400000005e1ebdb5180c24e2 #d,-,18,3051,2347,1307,233,1,213396,13230,3053,2347,1309,3051,2344,1306,99,100,0,500,3073;
@400000005e1ebdb51817577e #d,-,18,3051,2346,1306,233,1,213413,13231,3051,2347,1308,3051,2345,1305,99,100,0,500,3075;
@400000005e1ebdb7182751dd #d,-,18,3050,2348,1306,234,1,213431,13232,3051,2348,1308,3050,2346,1305,99,100,0,500,3073;
@400000005e1ebdb7183265bd #d,-,18,3053,2348,1302,235,1,213455,13234,3053,2348,1341,3050,2347,1297,98,100,0,500,3098;
@400000005e1ebdb9183db091 #d,-,18,3052,2344,1308,236,1,213473,13235,3053,2348,1309,3052,2344,1302,99,100,0,500,3080;
@400000005e1ebdb918482088 #d,-,18,3051,2345,1307,237,1,213490,13236,3052,2345,1310,3051,2344,1306,99,100,0,500,3075;
@400000005e1ebdbb18584115 #d,-,18,3051,2346,1307,238,1,213507,13237,3051,2346,1309,3051,2344,1305,99,100,0,500,3075;
@400000005e1ebdbb18636111 #d,-,18,3050,2348,1306,238,1,213524,13238,3051,2348,1308,3050,2346,1305,99,100,0,500,3075;
@400000005e1ebdbd18738912 #d,-,18,3052,2347,1300,239,1,213548,13240,3052,2348,1340,3050,2347,1299,98,100,0,500,3091;
@400000005e1ebdbd187e33b5 #d,-,18,3052,2348,1306,240,1,213565,13241,3052,2348,1309,3052,2346,1300,98,100,0,500,3088;
@400000005e1ebdbf188ebe6f #d,-,18,3051,2347,1307,241,1,213581,13242,3052,2349,1308,3051,2346,1305,99,100,0,500,3073;
@400000005e1ebdbf189950db #d,-,18,3051,2346,1305,242,1,213670,13247,3051,2349,1308,3051,2346,1304,99,100,0,500,3073;
@400000005e1ebdc118aa1641 #d,-,18,3049,2348,1306,243,1,213613,13244,3051,2349,1308,3049,2345,1305,99,100,0,500,3072;
@400000005e1ebdc118b4a99b #d,-,18,3051,2349,1299,244,1,213636,13245,3051,2350,1338,3049,2348,1299,99,100,0,500,3080;
@400000005e1ebdc318c1d057 #d,-,18,3051,2348,1306,244,1,213651,13246,3051,2351,1307,3051,2348,1298,98,100,0,500,3093;
@400000005e1ebdc318ccd90a #d,-,18,3050,2350,1306,245,1,213666,13247,3051,2351,1307,3050,2348,1303,99,100,0,500,3072;
@400000005e1ebdc518d81408 #d,-,18,3050,2348,1306,246,1,213682,13248,3050,2351,1306,3050,2348,1304,99,100,0,500,3072;
@400000005e1ebdc518e2dd67 #d,-,18,3049,2347,1285,247,1,213695,13249,3050,2350,1308,3049,2346,1285,99,100,0,500,3073;
@400000005e1ebdc718ed9f53 #d,-,18,2968,2347,1264,248,1,213684,13248,3049,2350,1285,2968,2347,1234,98,100,0,500,3006;
@400000005e1ebdc718f87887 #d,-,18,2963,2347,1241,249,1,213663,13247,2968,2349,1264,2963,2347,1239,99,100,0,500,2970;
@400000005e1ebdc91905b3c0 #d,-,18,2910,2348,1281,249,1,213652,13246,2963,2349,1281,2910,2347,1241,99,100,0,500,2936;
@400000005e1ebdc91910329d #d,-,18,2977,2346,1294,250,1,213662,13247,2977,2349,1303,2910,2346,1281,99,100,0,500,3000;
@400000005e1ebdcb1920dc12 #d,-,18,2982,2347,1291,251,1,213673,13247,2982,2348,1309,2977,2346,1291,97,100,0,500,3050;
@400000005e1ebdcb192b4496 #d,-,18,2987,2346,1316,252,1,213690,13248,2987,2347,1329,2982,2345,1289,97,100,0,500,3050;
@400000005e1ebdcd193761e4 #d,-,18,3066,2346,1300,253,1,213706,13249,3066,2347,1316,2987,2345,1300,99,100,0,500,3093;
@400000005e1ebdcd19427e26 #d,-,18,3062,2348,1304,254,1,213719,13250,3066,2349,1305,3062,2346,1298,99,100,0,500,3070;
@400000005e1ebdcf194eed69 #d,-,18,3059,2348,1301,254,1,213732,13251,3062,2349,1304,3059,2347,1301,99,100,0,500,3068;
@400000005e1ebdcf19594d8b #d,-,18,3058,2349,1302,255,1,213749,13252,3059,2349,1318,3058,2347,1300,99,100,0,500,3077;
@400000005e1ebdd119693bce #d,-,18,3056,2348,1335,256,1,213772,13253,3058,2349,1341,3056,2348,1301,99,100,0,500,3075;
@400000005e1ebdd1197466f7 #d,-,18,3059,2348,1306,257,1,213786,13254,3059,2349,1335,3056,2348,1298,98,100,0,500,3105;
@400000005e1ebdd3198372ea #d,-,18,3057,2349,1304,258,1,213801,13255,3059,2349,1307,3057,2348,1304,99,100,0,500,3075;
@400000005e1ebdd3198e0db8 #d,-,18,3056,2349,1305,259,1,213816,13256,3057,2349,1308,3056,2348,1304,99,100,0,500,3075;
@400000005e1ebdd5199ee5be #d,-,18,3055,2349,1305,260,1,213830,13257,3056,2349,1307,3055,2348,1304,99,100,0,500,3075;
@400000005e1ebdd519a97cd3 #d,-,18,3053,2349,1338,260,1,213851,13258,3055,2349,1338,3053,2348,1305,99,100,0,500,3075;
@400000005e1ebdd719b928f6 #d,-,18,3056,2348,1307,261,1,213866,13259,3056,2349,1338,3053,2348,1298,98,100,0,500,3104;
@400000005e1ebdd719c37589 #d,-,18,3055,2347,1304,262,1,213880,13260,3056,2348,1308,3055,2347,1304,99,100,0,500,3075;
@400000005e1ebdd919d347db #d,-,18,3054,2351,1302,263,1,213894,13261,3055,2352,1308,3054,2347,1302,99,100,0,500,3075;
@400000005e1ebdd919ddfe9a #d,-,18,3053,2350,1304,264,1,213908,13262,3054,2351,1306,3053,2349,1302,99,100,0,500,3075;
@400000005e1ebddb19eaef51 #d,-,18,3052,2351,1335,264,1,213927,13263,3053,2352,1335,3052,2349,1303,99,100,0,500,3075;
@400000005e1ebddb19f5954c #d,-,18,3055,2351,1306,265,1,214009,13268,3055,2351,1338,3052,2350,1298,98,100,0,500,3105;
@400000005e1ebddd1a015ceb #d,-,18,3054,2348,1304,266,1,213957,13265,3055,2351,1307,3054,2348,1303,99,100,0,500,3073;
@400000005e1ebddd1a0cd296 #d,-,18,3052,2349,1304,267,1,214036,13270,3054,2349,1306,3052,2348,1302,99,100,0,500,3073;
@400000005e1ebddf1a195a0f #d,-,18,3051,2351,1307,268,1,213984,13267,3052,2351,1307,3051,2348,1304,99,100,0,500,3073;
@400000005e1ebddf1a23f897 #d,-,18,3051,2350,1331,269,1,214000,13268,3051,2351,1331,3051,2350,1304,99,100,0,500,3073;
@400000005e1ebde11a33331b #d,-,18,3054,2351,1306,270,1,214017,13269,3054,2351,1337,3051,2349,1296,98,100,0,500,3107;
@400000005e1ebde11a3dae3f #d,-,18,3053,2352,1305,271,1,214031,13269,3054,2353,1307,3053,2351,1303,99,100,0,500,3072;
@400000005e1ebde31a4c5fdc #d,-,18,3052,2351,1304,271,1,214044,13270,3053,2352,1306,3052,2350,1303,99,100,0,500,3073;
@400000005e1ebde31a577865 #d,-,18,3051,2352,1305,272,1,214057,13271,3052,2353,1305,3051,2351,1303,99,100,0,500,3073;
@400000005e1ebde51a6806d8 #d,-,18,3050,2351,1319,273,1,214072,13272,3051,2353,1319,3050,2351,1302,99,100,0,500,3075;
@400000005e1ebde51a72eef3 #d,-,18,3053,2352,1303,274,1,214089,13273,3053,2353,1337,3050,2349,1297,98,100,0,500,3105;
@400000005e1ebde71a7de05e #d,-,18,3052,2351,1304,275,1,214102,13274,3053,2353,1306,3052,2351,1302,99,100,0,500,3070;
@400000005e1ebde71a88d0da #d,-,18,3051,2352,1303,275,1,214115,13275,3052,2353,1306,3051,2351,1303,99,100,0,500,3075;
@400000005e1ebde91a98e9f5 #d,-,18,3050,2352,1304,276,1,214191,13279,3051,2352,1305,3050,2350,1302,99,100,0,500,3072;
@400000005e1ebde91aa39fc5 #d,-,18,3049,2351,1307,277,1,214139,13276,3050,2353,1307,3049,2351,1303,99,100,0,500,3072;
@400000005e1ebdeb1ab46c9e #d,-,18,3052,2352,1300,278,1,214158,13277,3052,2353,1336,3049,2351,1296,98,100,0,500,3102;
@400000005e1ebdeb1abf076c #d,-,18,3051,2354,1301,279,1,214170,13278,3052,2354,1306,3051,2351,1300,99,100,0,500,3075;
@400000005e1ebded1aceee3c #d,-,18,3050,2354,1302,280,1,214182,13279,3051,2354,1305,3050,2352,1301,99,100,0,500,3072;
@400000005e1ebded1ad955d1 #d,-,18,3049,2352,1303,281,1,214194,13280,3050,2354,1305,3049,2351,1302,99,100,0,500,3073;
@400000005e1ebdef1ae45269 #d,-,18,3048,2350,1303,281,1,214206,13280,3049,2353,1305,3048,2350,1303,99,100,0,500,3072;
@400000005e1ebdef1aef79d8 #d,-,18,3051,2352,1297,282,1,214287,13285,3051,2353,1338,3048,2350,1296,98,100,0,500,3095;
@400000005e1ebdf11b0037ca #d,-,18,3051,2350,1303,283,1,214236,13282,3051,2352,1306,3051,2350,1297,98,100,0,500,3082;
@400000005e1ebdf11b0ada0c #d,-,18,3050,2352,1304,284,1,214248,13283,3051,2352,1307,3050,2350,1303,99,100,0,500,3073;
@400000005e1ebdf31b1bb212 #d,-,18,3049,2351,1304,285,1,214260,13284,3050,2352,1306,3049,2350,1303,99,100,0,500,3073;
@400000005e1ebdf31b263598 #d,-,18,3049,2352,1304,286,1,214272,13284,3049,2352,1306,3049,2350,1304,99,100,0,500,3073;
@400000005e1ebdf51b30f3ca #d,-,18,3051,2348,1298,286,1,214290,13286,3051,2352,1339,3049,2347,1298,98,100,0,500,3088;
@400000005e1ebdf51b3bf41c #d,-,18,3051,2350,1305,287,1,214303,13286,3051,2350,1309,3051,2346,1298,98,100,0,500,3093;
@400000005e1ebdf71b4c62e4 #d,-,18,3051,2352,1303,288,1,214315,13287,3051,2352,1308,3051,2350,1302,99,100,0,500,3075;
@400000005e1ebdf71b5734a5 #d,-,18,3050,2351,1305,289,1,214326,13288,3051,2352,1307,3050,2350,1302,99,100,0,500,3077;
@400000005e1ebdf91b67c6d2 #d,-,18,3050,2352,1303,290,1,214338,13288,3050,2353,1306,3050,2351,1302,99,100,0,500,3075;
@400000005e1ebdf91b724e11 #d,-,18,3051,2351,1300,291,1,214356,13290,3051,2353,1338,3050,2351,1300,98,100,0,500,3084;
@400000005e1ebdfb1b7eb5e0 #d,-,18,3053,2353,1305,292,1,214428,13294,3053,2353,1307,3051,2350,1297,98,100,0,500,3096;
@400000005e1ebdfb1b89d5dd #d,-,18,3052,2353,1304,292,1,214379,13291,3053,2355,1305,3052,2353,1302,99,100,0,500,3077;
@400000005e1ebdfd1b98fcd2 #d,-,18,3051,2353,1305,293,1,214390,13292,3052,2355,1305,3051,2353,1301,99,100,0,500,3072;
@400000005e1ebdfd1ba3ce93 #d,-,18,3050,2355,1304,294,1,214401,13292,3051,2356,1305,3050,2353,1301,99,100,0,500,3075;
@400000005e1ebdff1bb08857 #d,-,18,3050,2353,1310,295,1,214419,13294,3050,2355,1337,3050,2352,1302,99,100,0,500,3077;
@400000005e1ebdff1bbaefec #d,-,18,3053,2351,1306,296,1,214430,13294,3053,2353,1310,3050,2351,1295,98,100,0,500,3102;
@400000005e1ebe011bca8881 #d,-,18,3052,2350,1306,297,1,214442,13295,3053,2351,1307,3052,2348,1304,99,100,0,500,3077;
@400000005e1ebe011bd53e51 #d,-,18,3051,2352,1305,297,1,214512,13299,3052,2352,1307,3051,2350,1304,99,100,0,500,3075;
@400000005e1ebe031be5dc99 #d,-,18,3051,2350,1305,298,1,214464,13296,3051,2352,1308,3051,2349,1304,99,100,0,500,3077;
@400000005e1ebe031bf0873c #d,-,18,3050,2351,1325,299,1,214540,13301,3051,2352,1337,3050,2349,1304,99,100,0,500,3075;
@400000005e1ebe051c007939 #d,-,18,3053,2350,1304,300,1,214491,13298,3053,2352,1325,3050,2349,1298,98,100,0,500,3104;
@400000005e1ebe051c0b07ec #d,-,18,3053,2352,1303,301,1,214502,13299,3053,2352,1306,3053,2349,1303,99,100,0,500,3075;
@400000005e1ebe071c15d9ac #d,-,18,3052,2350,1304,302,1,214513,13299,3053,2353,1306,3052,2350,1302,99,100,0,500,3073;
@400000005e1ebe071c20b69a #d,-,18,3051,2352,1304,303,1,214523,13300,3052,2353,1307,3051,2350,1303,99,100,0,500,3075;
@400000005e1ebe091c2c6e64 #d,-,18,3050,2352,1335,303,1,214540,13301,3051,2353,1338,3050,2351,1304,99,100,0,500,3075;
@400000005e1ebe091c36cacd #d,-,18,3053,2351,1305,304,1,214550,13302,3053,2352,1335,3050,2351,1296,98,100,0,500,3104;
@400000005e1ebe0b1c424431 #d,-,18,3052,2351,1303,305,1,214619,13306,3053,2352,1306,3052,2350,1303,99,100,0,500,3075;
@400000005e1ebe0b1c4d67e6 #d,-,18,3051,2350,1305,306,1,214629,13307,3052,2353,1307,3051,2350,1303,99,100,0,500,3073;
@400000005e1ebe0d1c59d45e #d,-,18,3051,2350,1304,307,1,214581,13304,3051,2352,1306,3051,2350,1303,99,100,0,500,3073;
@400000005e1ebe0d1c643bf3 #d,-,18,3050,2349,1337,308,1,214596,13304,3051,2351,1337,3050,2349,1304,99,100,0,500,3075;
@400000005e1ebe0f1c73c86c #d,-,18,3053,2351,1306,308,1,214608,13305,3053,2351,1338,3050,2349,1299,98,100,0,500,3105;
@400000005e1ebe0f1c7ee006 #d,-,18,3052,2349,1305,309,1,214617,13306,3053,2351,1307,3052,2348,1304,99,100,0,500,3072;
@400000005e1ebe111c8efcda #d,-,18,3051,2348,1305,310,1,214627,13306,3052,2350,1307,3051,2347,1304,99,100,0,500,3073;
