@400000005e22b5b51b12d0b6 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e22b5b609667e6e #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22b80a2b931af5 #d,-,18,2988,2355,1425,506,3,220683,13682,3139,2355,1454,2988,2353,1309,93,100,0,500,3185;
@400000005e22b80c2ba2d5ff #d,-,18,3228,2356,1303,507,3,220690,13682,3228,2356,1442,2988,2354,1303,94,100,0,500,3426;
@400000005e22b80c2bac48a4 #d,-,18,3000,2354,1421,508,3,220680,13682,3228,2356,1421,3000,2354,1302,92,100,0,500,3242;
@400000005e22b80e2bbc173d #d,-,18,3122,2354,1430,509,3,220698,13683,3122,2354,1451,3000,2353,1419,94,100,0,500,3310;
@400000005e22b80e2bc5853a #d,-,18,3124,2355,1320,510,3,220689,13682,3124,2355,1431,3122,2354,1307,92,100,0,500,3372;
@400000005e22b8102bd4b84b #d,-,18,2970,2354,1425,511,3,220695,13683,3124,2355,1448,2970,2353,1304,93,100,0,500,3171;
@400000005e22b8102bdea6cd #d,-,18,3226,2354,1307,511,3,220739,13685,3226,2354,1437,2970,2353,1307,94,100,0,500,3419;
@400000005e22b8122bee8182 #d,-,18,3020,2355,1448,512,3,220746,13686,3226,2356,1493,3020,2354,1303,92,100,0,500,3263;
@400000005e22b8122bf80a81 #d,-,18,3276,2354,1440,513,3,220769,13687,3276,2355,1469,3020,2354,1440,95,100,0,500,3448;
@400000005e22b8142c07da08 #d,-,18,3275,2353,1459,514,3,220757,13686,3276,2354,1469,3275,2352,1440,94,100,0,500,3469;
@400000005e22b8142c112c14 #d,-,18,3275,2353,1457,515,3,220781,13688,3275,2353,1463,3275,2351,1451,94,100,0,500,3474;
@400000005e22b8162c20a145 #d,-,18,3276,2353,1460,516,3,220841,13692,3276,2354,1464,3275,2351,1445,94,100,0,500,3476;
@400000005e22b8162c2a1f17 #d,-,18,3276,2353,1453,517,3,220830,13691,3276,2354,1466,3276,2352,1453,94,100,0,500,3476;
@400000005e22b8182c3a013e #d,-,18,3276,2353,1459,518,3,220854,13692,3276,2354,1466,3276,2352,1440,94,100,0,500,3469;
@400000005e22b8182c438ee6 #d,-,18,3277,2352,1464,519,3,220877,13694,3277,2353,1464,3276,2352,1441,94,100,0,500,3479;
@400000005e22b81a2c53796f #d,-,18,3276,2354,1449,520,3,220901,13695,3277,2354,1465,3276,2352,1449,94,100,0,500,3472;
@400000005e22b81a2c5cdf0a #d,-,18,3276,2353,1463,521,3,220925,13697,3276,2355,1465,3276,2353,1440,94,100,0,500,3474;
@400000005e22b81c2c6c3cf2 #d,-,18,3271,2353,1196,521,3,220886,13694,3276,2355,1463,3271,2352,1007,94,100,0,500,3464;
@400000005e22b81c2c7627bb #d,-,18,2405,2352,1147,522,3,220814,13690,3271,2354,1196,2405,2352,1125,88,100,0,500,2725;
@400000005e22b81e2c85e76d #d,-,18,2469,2353,1143,523,3,220743,13686,2469,2354,1148,2405,2352,1140,90,100,0,500,2742;
@400000005e22b81e2c8f706c #d,-,18,2468,2352,1138,523,3,220670,13681,2469,2354,1146,2468,2350,1135,90,100,0,500,2730;
@400000005e22b8202c9f3792 #d,-,18,2466,2352,1138,524,3,220598,13677,2468,2352,1145,2466,2350,1134,90,100,0,500,2725;
@400000005e22b8202ca89200 #d,-,18,2464,2351,1134,525,3,220525,13672,2466,2353,1142,2464,2351,1130,90,100,0,500,2725;
@400000005e22b8222cb84950 #d,-,18,2462,2352,1141,525,3,220489,13670,2464,2352,1141,2462,2351,1132,90,100,0,500,2715;
@400000005e22b8222cc1cadc #d,-,18,2460,2353,1133,526,3,220379,13663,2462,2353,1141,2460,2352,1129,90,100,0,500,2718;
@400000005e22b8242cd1ec58 #d,-,18,2457,2350,1134,527,3,220342,13661,2460,2353,1136,2457,2350,1126,90,100,0,500,2708;
@400000005e22b8242cdb88e6 #d,-,18,2455,2352,1133,527,3,220234,13654,2457,2353,1137,2455,2350,1130,90,100,0,500,2711;
@400000005e22b8262ceb7f8a #d,-,18,2453,2347,1133,528,3,220161,13650,2455,2353,1139,2453,2344,1128,90,100,0,500,2711;
@400000005e22b8262cf4f141 #d,-,18,2451,2352,1135,529,3,220089,13645,2453,2353,1136,2451,2346,1127,90,100,0,500,2706;
@400000005e22b8282d04c74d #d,-,18,2450,2349,1131,529,3,220016,13641,2451,2352,1136,2450,2349,1127,90,100,0,500,2708;
@400000005e22b8282d0e64c9 #d,-,18,2448,2348,1135,530,3,219944,13636,2450,2350,1137,2448,2348,1129,90,100,0,500,2706;
@400000005e22b82a2d1e0118 #d,-,18,2447,2350,1132,531,3,219873,13632,2448,2350,1137,2447,2348,1131,90,100,0,500,2708;
@400000005e22b82a2d278a17 #d,-,18,2446,2350,1129,531,3,219800,13627,2447,2350,1135,2446,2348,1125,90,100,0,500,2708;
@400000005e22b82c2d378475 #d,-,18,2443,2352,1127,532,3,219727,13623,2446,2352,1131,2443,2349,1125,90,100,0,500,2694;
@400000005e22b82c2d416b84 #d,-,18,2441,2352,1129,533,3,219654,13618,2443,2352,1133,2441,2351,1125,90,100,0,500,2697;
@400000005e22b82e2d50b136 #d,-,18,2439,2349,1131,533,3,219582,13614,2441,2352,1133,2439,2349,1124,90,100,0,500,2701;
@400000005e22b82e2d5a65fa #d,-,18,2437,2351,1123,534,3,219509,13609,2439,2351,1132,2437,2349,1123,90,100,0,500,2694;
@400000005e22b8302d69f9e7 #d,-,18,2436,2351,1126,535,3,219474,13607,2437,2351,1156,2436,2351,1123,90,100,0,500,2694;
@400000005e22b8302d737f2c #d,-,18,2436,2348,1125,536,3,219403,13603,2436,2351,1136,2436,2348,1124,89,100,0,500,2715;
@400000005e22b8322d8369b5 #d,-,18,2435,2351,1129,536,3,219331,13598,2436,2351,1131,2435,2348,1123,90,100,0,500,2697;
@400000005e22b8322d8cd7b2 #d,-,18,2434,2349,1128,537,3,219225,13591,2435,2352,1130,2434,2349,1122,90,100,0,500,2689;
@400000005e22b8342d9ca64b #d,-,18,2432,2352,1126,538,3,219154,13587,2434,2352,1132,2432,2349,1123,90,100,0,500,2694;
@400000005e22b8342da62064 #d,-,18,2430,2353,1126,538,3,219082,13583,2432,2353,1129,2430,2352,1121,90,100,0,500,2694;
@400000005e22b8362db64d0d #d,-,18,2429,2352,1122,539,3,219010,13578,2430,2353,1127,2429,2351,1121,90,100,0,500,2689;
@400000005e22b8362dbfd60c #d,-,18,2427,2353,1126,540,3,218939,13574,2429,2354,1130,2427,2351,1122,90,100,0,500,2692;
@400000005e22b8382dcfccb0 #d,-,18,2426,2352,1124,540,3,218868,13569,2427,2354,1129,2426,2352,1121,90,100,0,500,2694;
@400000005e22b8382dd936f4 #d,-,18,2424,2354,1126,541,3,218797,13565,2426,2354,1128,2424,2352,1122,90,100,0,500,2689;
@400000005e22b83a2de8bb0b #d,-,18,2423,2354,1125,542,3,218726,13561,2424,2355,1127,2423,2353,1122,90,100,0,500,2692;
@400000005e22b83a2df2316a #d,-,18,2422,2353,1124,542,3,218656,13556,2423,2354,1129,2422,2352,1123,89,100,0,500,2692;
@400000005e22b83c2e0251f7 #d,-,18,2423,2353,1129,543,3,218620,13554,2423,2355,1130,2422,2353,1122,89,100,0,500,2697;
@400000005e22b83c2e0c15a3 #d,-,18,2422,2352,1122,544,3,218516,13548,2423,2353,1129,2422,2350,1121,89,100,0,500,2692;
@400000005e22b83e2e1bc1c6 #d,-,18,2421,2354,1121,544,3,218446,13543,2422,2354,1128,2421,2351,1120,90,100,0,500,2689;
@400000005e22b83e2e25337d #d,-,18,2419,2354,1123,545,3,218375,13539,2421,2354,1123,2419,2352,1117,90,100,0,500,2682;
@400000005e22b8402e34dbe6 #d,-,18,2418,2355,1120,546,3,218306,13534,2419,2355,1126,2418,2354,1120,89,100,0,500,2687;
@400000005e22b8402e3e5d72 #d,-,18,2418,2353,1121,546,3,218236,13530,2418,2355,1126,2418,2352,1119,89,100,0,500,2687;
@400000005e22b8422e4e62fd #d,-,18,2416,2354,1119,547,3,218166,13526,2418,2354,1123,2416,2352,1118,90,100,0,500,2680;
@400000005e22b8422e57cd41 #d,-,18,2416,2354,1123,548,3,218097,13522,2416,2354,1125,2416,2353,1119,89,100,0,500,2685;
@400000005e22b8442e6706d6 #d,-,18,2414,2351,1120,548,3,218027,13517,2416,2354,1124,2414,2351,1117,90,100,0,500,2680;
@400000005e22b8442e70db45 #d,-,18,2413,2351,1315,549,3,217969,13514,2414,2352,1315,2413,2350,1119,89,100,0,500,2682;
@400000005e22b8462e804f87 #d,-,18,2773,2351,1425,550,3,217976,13514,2773,2351,1455,2413,2350,1308,93,100,0,500,2960;
@400000005e22b8462e89c22c #d,-,18,3220,2351,1441,551,3,217995,13515,3220,2351,1441,2773,2348,1417,94,100,0,500,3408;
@400000005e22b8482e9949fd #d,-,18,3218,2351,1429,552,3,218015,13516,3220,2352,1441,3218,2350,1429,94,100,0,500,3410;
@400000005e22b8482ea2993f #d,-,18,3218,2354,1433,552,3,218068,13520,3218,2355,1440,3218,2351,1417,94,100,0,500,3412;
@400000005e22b84a2eb1c3ee #d,-,18,3217,2355,1434,553,3,218054,13519,3218,2355,1438,3217,2354,1420,94,100,0,500,3417;
@400000005e22b84a2ebb9fd0 #d,-,18,3218,2354,1424,554,3,218073,13520,3218,2355,1437,3217,2352,1421,94,100,0,500,3417;
@400000005e22b84c2ecb4ebe #d,-,18,3216,2354,1439,555,3,218092,13521,3218,2355,1439,3216,2353,1415,94,100,0,500,3408;
@400000005e22b84c2ed4bcbb #d,-,18,3214,2356,1438,556,3,218146,13525,3216,2356,1479,3214,2354,1383,94,100,0,500,3410;
@400000005e22b84e2ee45cc3 #d,-,18,3274,2357,1443,557,3,218136,13524,3274,2358,1456,3214,2356,1421,94,100,0,500,3460;
@400000005e22b84e2eedb820 #d,-,18,3271,2357,1454,558,3,218162,13526,3274,2358,1464,3271,2356,1443,94,100,0,500,3450;
@400000005e22b8502efd2c62 #d,-,18,3269,2355,1457,559,3,218187,13527,3271,2357,1471,3269,2355,1423,94,100,0,500,3457;
@400000005e22b8502f06f4b5 #d,-,18,3272,2356,1473,560,3,218212,13529,3272,2357,1473,3269,2355,1428,93,100,0,500,3483;
@400000005e22b8522f16662c #d,-,18,3272,2356,1451,561,3,218239,13530,3272,2357,1473,3272,2356,1451,94,100,0,500,3469;
@400000005e22b8522f1fd7e3 #d,-,18,3273,2354,1459,562,3,218264,13532,3273,2357,1467,3272,2354,1435,94,100,0,500,3479;
@400000005e22b8542f2faa35 #d,-,18,3273,2355,1462,562,3,218289,13533,3273,2356,1469,3273,2353,1425,94,100,0,500,3481;
@400000005e22b8542f38fd30 #d,-,18,3274,2356,1435,563,3,218314,13535,3274,2356,1464,3273,2355,1435,94,100,0,500,3467;
@400000005e22b8562f4837b4 #d,-,18,3275,2354,1464,564,3,218341,13537,3275,2356,1474,3274,2354,1435,94,100,0,500,3479;
@400000005e22b8562f521ec4 #d,-,18,3274,2356,1457,565,3,218367,13538,3275,2356,1472,3274,2354,1431,94,100,0,500,3476;
@400000005e22b8582f61f5be #d,-,18,3277,2354,1453,566,3,218391,13540,3277,2357,1463,3274,2354,1431,94,100,0,500,3486;
@400000005e22b8582f6b7ebd #d,-,18,3277,2354,1459,567,3,218419,13541,3277,2357,1477,3277,2354,1453,94,100,0,500,3476;
@400000005e22b85a2f7b3254 #d,-,18,3277,2356,1459,568,3,218476,13545,3277,2356,1472,3277,2354,1438,94,100,0,500,3472;
@400000005e22b85a2f848195 #d,-,18,3279,2356,1477,569,3,218469,13545,3279,2356,1477,3277,2356,1434,94,100,0,500,3488;
@400000005e22b85c2f93ee64 #d,-,18,3280,2354,1452,570,3,218496,13546,3280,2356,1477,3279,2353,1452,94,100,0,500,3483;
@400000005e22b85c2f9d6c36 #d,-,18,3278,2356,1454,571,3,218551,13550,3280,2356,1463,3278,2353,1429,94,100,0,500,3476;
@400000005e22b85e2fad3715 #d,-,18,3279,2356,1486,572,3,218545,13549,3279,2357,1490,3278,2356,1423,94,100,0,500,3474;
@400000005e22b85e2fb69183 #d,-,18,3282,2356,1431,572,3,218572,13551,3282,2357,1486,3279,2355,1431,93,100,0,500,3495;
@400000005e22b8602fc5fa98 #d,-,18,3284,2356,1473,573,3,218601,13553,3284,2356,1486,3282,2355,1431,93,100,0,500,3498;
@400000005e22b8602fcfea09 #d,-,18,3285,2357,1471,574,3,218629,13555,3285,2357,1493,3284,2356,1432,93,100,0,500,3495;
@400000005e22b8622fdf381c #d,-,18,3341,2356,1471,575,3,218657,13556,3341,2358,1484,3285,2356,1433,94,100,0,500,3526;
@400000005e22b8622fe8ad8d #d,-,18,3337,2356,1476,576,3,218688,13558,3341,2356,1492,3337,2355,1471,95,100,0,500,3507;
@400000005e22b8642ff81f03 #d,-,18,3335,2358,1476,577,3,218717,13560,3337,2358,1495,3335,2355,1445,94,100,0,500,3512;
@400000005e22b86430017972 #d,-,18,3335,2358,1492,578,3,218746,13562,3335,2358,1492,3335,2358,1441,94,100,0,500,3533;
@400000005e22b86630108565 #d,-,18,3333,2356,1451,579,3,218775,13564,3335,2359,1492,3333,2356,1451,94,100,0,500,3512;
@400000005e22b866301a21f3 #d,-,18,3331,2357,1482,580,3,218804,13565,3333,2357,1494,3331,2356,1438,94,100,0,500,3514;
@400000005e22b8683029c96e #d,-,18,3329,2358,1475,581,3,218832,13567,3331,2358,1494,3329,2356,1440,94,100,0,500,3521;
@400000005e22b868303333b1 #d,-,18,3329,2358,1439,582,3,218859,13569,3329,2358,1482,3329,2357,1438,94,100,0,500,3514;
@400000005e22b86a3042e38e #d,-,18,3327,2356,1478,583,3,218889,13571,3329,2358,1490,3327,2356,1439,94,100,0,500,3507;
@400000005e22b86a304c32cf #d,-,18,3324,2355,1468,583,3,218916,13572,3327,2357,1495,3324,2355,1432,94,100,0,500,3500;
@400000005e22b86c305b3661 #d,-,18,3326,2357,1475,584,3,218944,13574,3326,2358,1481,3324,2355,1444,94,100,0,500,3531;
@400000005e22b86c30650d9b #d,-,18,3324,2354,1472,585,3,219005,13578,3326,2357,1489,3324,2354,1471,94,100,0,500,3507;
@400000005e22b86e3074b9be #d,-,18,3323,2354,1479,586,3,219002,13578,3324,2354,1497,3323,2353,1437,94,100,0,500,3507;
@400000005e22b86e307e27bb #d,-,18,3325,2357,1494,587,3,219029,13579,3325,2357,1495,3323,2354,1434,94,100,0,500,3536;
@400000005e22b870308dbba8 #d,-,18,3324,2355,1452,588,3,219057,13581,3325,2357,1494,3324,2355,1452,94,100,0,500,3507;
@400000005e22b87030970ae9 #d,-,18,3324,2356,1487,589,3,219086,13583,3324,2356,1498,3324,2355,1440,94,100,0,500,3517;
@400000005e22b87230a68f00 #d,-,18,3323,2357,1478,590,3,219115,13585,3324,2357,1501,3323,2355,1440,94,100,0,500,3526;
@400000005e22b87230b033f0 #d,-,18,3326,2357,1447,591,3,219142,13586,3326,2357,1486,3323,2356,1439,94,100,0,500,3526;
@400000005e22b87430bfc7dc #d,-,18,3325,2357,1478,592,3,219172,13588,3326,2357,1496,3325,2356,1447,94,100,0,500,3519;
@400000005e22b87430c9171d #d,-,18,3324,2356,1473,593,3,219199,13590,3325,2357,1496,3324,2355,1435,94,100,0,500,3507;
@400000005e22b87630d86176 #d,-,18,3326,2355,1484,594,3,219227,13592,3326,2356,1484,3324,2355,1441,94,100,0,500,3533;
@400000005e22b87630e2576c #d,-,18,3326,2356,1477,595,3,219256,13593,3326,2356,1497,3326,2354,1472,94,100,0,500,3517;
@400000005e22b87830f22aad #d,-,18,3325,2355,1480,595,3,219283,13595,3326,2356,1497,3325,2355,1441,94,100,0,500,3512;
@400000005e22b87830fbcbe3 #d,-,18,3327,2354,1496,596,3,219311,13597,3327,2355,1497,3325,2353,1444,94,100,0,500,3538;
@400000005e22b87a310b7718 #d,-,18,3326,2356,1451,597,3,219339,13599,3327,2356,1496,3326,2354,1451,94,100,0,500,3519;
@400000005e22b87a31150106 #d,-,18,3326,2354,1487,598,3,219368,13600,3326,2357,1499,3326,2354,1438,94,100,0,500,3517;
@400000005e22b87c3124a4c7 #d,-,18,3326,2355,1481,599,3,219426,13604,3326,2356,1496,3326,2354,1441,94,100,0,500,3531;
@400000005e22b87c312eb6ae #d,-,18,3328,2357,1425,600,3,219421,13604,3328,2357,1490,3326,2355,1425,94,100,0,500,3528;
@400000005e22b87e313e46e0 #d,-,18,3326,2354,1478,601,3,219450,13605,3328,2357,1505,3326,2354,1425,94,100,0,500,3512;
@400000005e22b87e31488c00 #d,-,18,3323,2354,1471,602,3,219476,13607,3326,2355,1499,3323,2353,1431,94,100,0,500,3507;
@400000005e22b88031585a99 #d,-,18,3326,2357,1476,603,3,219534,13611,3326,2357,1489,3323,2354,1448,94,100,0,500,3531;
@400000005e22b8803161e840 #d,-,18,3328,2357,1484,604,3,219534,13611,3328,2357,1503,3326,2356,1476,94,100,0,500,3531;
@400000005e22b8823171f185 #d,-,18,3328,2356,1485,605,3,219561,13612,3328,2357,1502,3328,2355,1445,94,100,0,500,3521;
@400000005e22b882317b9a2e #d,-,18,3331,2356,1503,605,3,219590,13614,3331,2357,1503,3328,2354,1447,93,100,0,500,3550;
@400000005e22b884318b22ee #d,-,18,3332,2357,1471,606,3,219619,13616,3332,2357,1503,3331,2356,1471,94,100,0,500,3531;
@400000005e22b88431955fac #d,-,18,3332,2354,1493,607,3,219647,13618,3332,2357,1501,3332,2354,1446,94,100,0,500,3528;
@400000005e22b88631a568f1 #d,-,18,3333,2356,1476,608,3,219674,13619,3333,2356,1500,3332,2354,1442,94,100,0,500,3543;
@400000005e22b88631af50ee #d,-,18,3333,2356,1442,609,3,219700,13621,3333,2356,1496,3333,2355,1442,94,100,0,500,3524;
@400000005e22b88831bf8151 #d,-,18,3332,2355,1490,610,3,219729,13623,3333,2356,1501,3332,2354,1442,94,100,0,500,3521;
@400000005e22b88831c9588b #d,-,18,3331,2356,1478,611,3,219756,13624,3332,2356,1502,3331,2354,1445,94,100,0,500,3526;
@400000005e22b88a31d904af #d,-,18,3334,2356,1479,612,3,219782,13626,3334,2356,1487,3331,2355,1447,94,100,0,500,3540;
@400000005e22b88a31e39361 #d,-,18,3334,2354,1483,613,3,219812,13628,3334,2356,1498,3334,2354,1477,94,100,0,500,3524;
@400000005e22b88c31f415b9 #d,-,18,3333,2355,1485,614,3,219839,13630,3334,2356,1498,3333,2354,1449,94,100,0,500,3521;
@400000005e22b88c31fe474a #d,-,18,3336,2357,1499,615,3,219866,13631,3336,2357,1499,3333,2355,1448,93,100,0,500,3550;
@400000005e22b88e320ec22e #d,-,18,3335,2356,1469,616,3,219894,13633,3336,2358,1499,3335,2356,1469,94,100,0,500,3528;
@400000005e22b88e3218d7ce #d,-,18,3336,2354,1492,617,3,219953,13637,3336,2357,1501,3335,2353,1455,94,100,0,500,3533;
@400000005e22b890322933f7 #d,-,18,3336,2354,1482,618,3,219979,13638,3336,2354,1500,3336,2353,1448,94,100,0,500,3540;
@400000005e22b8903233174c #d,-,18,3338,2356,1456,618,3,220005,13640,3338,2357,1488,3336,2354,1446,94,100,0,500,3536;
@400000005e22b8923242f112 #d,-,18,3337,2356,1483,619,3,220004,13640,3338,2356,1502,3337,2355,1456,94,100,0,500,3528;
@400000005e22b892324d7940 #d,-,18,3335,2355,1478,620,3,220030,13641,3337,2357,1500,3335,2354,1450,94,100,0,500,3524;
@400000005e22b894325de808 #d,-,18,3337,2358,1492,621,3,220056,13643,3337,2359,1492,3335,2354,1449,94,100,0,500,3543;
@400000005e22b89432682d28 #d,-,18,3336,2359,1473,622,3,220084,13645,3337,2360,1497,3336,2358,1473,94,100,0,500,3526;
@400000005e22b896327908e8 #d,-,18,3336,2357,1485,623,3,220110,13646,3336,2359,1496,3336,2356,1446,94,100,0,500,3524;
@400000005e22b89632834e07 #d,-,18,3336,2359,1486,624,3,220136,13648,3336,2359,1498,3336,2356,1447,94,100,0,500,3538;
@400000005e22b89832944971 #d,-,18,3337,2357,1444,625,3,220162,13650,3337,2359,1486,3336,2357,1444,94,100,0,500,3533;
@400000005e22b898329eb1f5 #d,-,18,3336,2357,1483,626,3,220190,13651,3337,2357,1497,3336,2356,1444,94,100,0,500,3526;
@400000005e22b89a32ae808e #d,-,18,3336,2358,1479,627,3,220216,13653,3336,2358,1497,3336,2357,1452,94,100,0,500,3528;
@400000005e22b89a32b8ae65 #d,-,18,3338,2356,1485,628,3,220243,13655,3338,2358,1487,3336,2355,1453,94,100,0,500,3545;
@400000005e22b89c32c94091 #d,-,18,3338,2358,1481,629,3,220270,13656,3338,2358,1495,3338,2356,1478,94,100,0,500,3528;
@400000005e22b89c32d43882 #d,-,18,3337,2355,1483,630,3,220296,13658,3338,2358,1492,3337,2355,1455,94,100,0,500,3524;
@400000005e22b89e32e49c1d #d,-,18,3338,2358,1495,630,3,220351,13661,3338,2358,1499,3337,2355,1446,94,100,0,500,3545;
@400000005e22b89e32eeec6a #d,-,18,3338,2357,1455,631,3,220348,13661,3338,2359,1495,3338,2357,1455,94,100,0,500,3528;
@400000005e22b8a032ff96cd #d,-,18,3337,2357,1483,632,3,220374,13663,3338,2357,1492,3337,2356,1450,94,100,0,500,3526;
@400000005e22b8a03309ead4 #d,-,18,3335,2359,1480,633,3,220400,13664,3337,2359,1498,3335,2356,1446,94,100,0,500,3528;
@400000005e22b8a2331a2752 #d,-,18,3338,2359,1476,634,3,220425,13666,3338,2359,1490,3335,2358,1448,94,100,0,500,3543;
@400000005e22b8a233250440 #d,-,18,3338,2358,1479,635,3,220452,13668,3338,2359,1497,3338,2357,1474,94,100,0,500,3528;
@400000005e22b8a433356068 #d,-,18,3337,2357,1483,636,3,220478,13669,3338,2358,1496,3337,2357,1448,94,100,0,500,3521;
@400000005e22b8a433404d2b #d,-,18,3340,2358,1500,637,3,220504,13671,3340,2358,1500,3337,2357,1448,94,100,0,500,3550;
@400000005e22b8a633516bf9 #d,-,18,3339,2360,1466,638,3,220530,13672,3340,2360,1500,3339,2358,1466,94,100,0,500,3533;
@400000005e22b8a6335c21c9 #d,-,18,3339,2360,1487,639,3,220556,13674,3339,2360,1498,3339,2359,1450,94,100,0,500,3531;
@400000005e22b8a8336d506c #d,-,18,3338,2359,1482,640,3,220582,13676,3339,2360,1498,3338,2359,1450,94,100,0,500,3538;
@400000005e22b8a8337840e9 #d,-,18,3340,2358,1463,641,3,220607,13677,3340,2360,1489,3338,2357,1454,94,100,0,500,3540;
@400000005e22b8aa338976ff #d,-,18,3340,2359,1482,642,3,220634,13679,3340,2359,1501,3340,2358,1463,94,100,0,500,3536;
@400000005e22b8aa33947bf9 #d,-,18,3339,2358,1480,643,3,220659,13680,3340,2359,1499,3339,2357,1450,94,100,0,500,3528;
@400000005e22b8aa339cc0de #d,-,18,3342,2359,1498,643,3,220685,13682,3342,2359,1498,3339,2357,1451,94,100,0,500,3547;
@400000005e22b8ac33ac70bb #d,-,18,3341,2360,1475,644,3,220712,13684,3342,2360,1500,3341,2359,1475,94,100,0,500,3533;
@400000005e22b8ac33b5f247 #d,-,18,3342,2360,1486,645,4,220737,13685,3342,2360,1497,3341,2359,1455,94,100,0,500,3533;
@400000005e22b8ae33c5c0e0 #d,-,18,3341,2359,1482,646,4,220762,13687,3342,2360,1496,3341,2358,1455,94,100,0,500,3540;
@400000005e22b8ae33cf1b4e #d,-,18,3342,2359,1456,647,4,220786,13688,3342,2360,1488,3341,2358,1452,94,100,0,500,3536;
@400000005e22b8b033de9438 #d,-,18,3342,2360,1484,648,4,220842,13692,3342,2360,1499,3342,2359,1456,94,100,0,500,3533;
@400000005e22b8b033e81e26 #d,-,18,3340,2360,1479,649,4,220866,13693,3342,2360,1498,3340,2359,1450,94,100,0,500,3528;
@400000005e22b8b233f7d1bc #d,-,18,3342,2360,1495,650,4,220891,13695,3342,2361,1495,3340,2360,1450,94,100,0,500,3550;
@400000005e22b8b23401200f #d,-,18,3341,2359,1475,651,4,220917,13696,3342,2360,1501,3341,2359,1475,94,100,0,500,3531;
@400000005e22b8b434106e22 #d,-,18,3340,2358,1476,652,4,220910,13696,3341,2360,1482,3340,2357,1450,94,100,0,500,3524;
@400000005e22b8b4341a0f58 #d,-,18,3339,2359,1488,653,4,220964,13699,3340,2359,1493,3339,2356,1456,94,100,0,500,3533;
@400000005e22b8b63429c6a8 #d,-,18,3339,2360,1450,654,4,220960,13699,3339,2360,1488,3339,2359,1450,94,100,0,500,3536;
@400000005e22b8b634334834 #d,-,18,3339,2359,1485,655,4,220985,13701,3339,2360,1494,3339,2358,1450,94,100,0,500,3531;
@400000005e22b8b8344331cf #d,-,18,3338,2358,1476,656,4,221009,13702,3339,2359,1495,3338,2357,1449,94,100,0,500,3528;
@400000005e22b8b8344c8883 #d,-,18,3340,2359,1486,656,4,221033,13704,3340,2359,1486,3338,2358,1448,94,100,0,500,3547;
@400000005e22b8ba345b65e6 #d,-,18,3338,2357,1477,657,4,221058,13705,3340,2359,1495,3338,2357,1475,94,100,0,500,3526;
@400000005e22b8ba34649cf0 #d,-,18,3338,2358,1484,658,4,221082,13707,3338,2358,1496,3338,2357,1449,94,100,0,500,3526;
@400000005e22b8bc34742969 #d,-,18,3339,2360,1493,659,4,221106,13708,3339,2360,1494,3338,2358,1448,94,100,0,500,3547;
@400000005e22b8bc347db710 #d,-,18,3338,2358,1445,660,4,221129,13710,3339,2360,1493,3338,2357,1445,94,100,0,500,3531;
@400000005e22b8be348d4743 #d,-,18,3338,2359,1489,661,4,221155,13711,3338,2359,1498,3338,2357,1445,94,100,0,500,3531;
@400000005e22b8be34968e22 #d,-,18,3337,2358,1476,662,4,221178,13713,3338,2359,1496,3337,2358,1448,94,100,0,500,3536;
@400000005e22b8c034a58a40 #d,-,18,3340,2358,1482,663,4,221230,13716,3340,2359,1486,3337,2357,1445,94,100,0,500,3545;
@400000005e22b8c034af41d0 #d,-,18,3339,2360,1481,664,4,221227,13716,3340,2360,1495,3339,2358,1475,94,100,0,500,3531;
@400000005e22b8c234bf212d #d,-,18,3339,2359,1484,665,4,221251,13717,3339,2360,1496,3339,2359,1449,94,100,0,500,3528;
@400000005e22b8c234c8969d #d,-,18,3340,2357,1496,666,4,221274,13719,3340,2359,1496,3339,2356,1446,94,100,0,500,3547;
@400000005e22b8c434d832eb #d,-,18,3340,2357,1458,667,4,221298,13720,3340,2358,1496,3340,2356,1458,94,100,0,500,3531;
@400000005e22b8c434e1a85b #d,-,18,3341,2358,1489,668,4,221352,13723,3341,2359,1499,3340,2356,1457,94,100,0,500,3540;
@400000005e22b8c634f1125f #d,-,18,3339,2360,1476,669,4,221346,13723,3341,2360,1494,3339,2358,1450,94,100,0,500,3536;
